Date,EPA_Site,PM_EPA,PM_CinC
2024-11-07,0073,3.9583333333333335,5.431666666666667
2024-11-08,0073,6.3875,10.417566037735849
2024-11-09,0073,3.0416666666666665,2.8450545454545453
2024-11-10,0073,8.941666666666666,21.38884210526316
2024-11-11,0073,3.2416666666666667,6.913288461538461
2024-11-12,0073,1.4583333333333333,2.574
2024-11-13,0073,2.925,2.719072727272727
2024-11-14,0073,3.1083333333333334,6.008377358490566
2024-11-15,0073,8.795833333333334,72.08615094339622
2024-11-16,0073,4.441666666666666,5.675254545454545
2024-11-17,0073,7.6000000000000005,10.76323076923077
2024-11-18,0073,15.629166666666666,26.889298245614032
2024-11-19,0073,9.554166666666667,17.83511320754717
2024-11-20,0073,4.4625,14.244245283018868
2024-11-21,0073,4.0375,4.355074074074074
2024-11-22,0073,4.216666666666667,10.657370370370371
2024-11-23,0073,1.9833333333333334,4.5993272727272725
2024-11-24,0073,8.7625,15.935072727272727
2024-11-25,0073,9.91304347826087,15.196735849056603
2024-11-26,0073,5.520833333333333,12.367089285714286
2024-11-27,0073,6.091304347826087,6.294777777777778
2024-11-28,0073,5.791666666666667,15.577444444444444
2024-11-29,0073,6.804166666666667,8.657301886792453
2024-11-30,0073,7.416666666666667,7.632072727272727
2024-12-01,0073,6.375,6.046854545454545
2024-12-02,0073,8.9625,12.164327272727272
2024-12-03,0073,10.983333333333334,15.579763636363637
2024-12-04,0073,11.4,13.704773584905661
2024-12-05,0073,4.141666666666667,7.323320754716981
2024-12-06,0073,5.2875,11.231946428571426
2024-12-07,0073,6.575,4.1675892857142856
2024-12-08,0073,7.445833333333334,6.603641509433962
2024-12-09,0073,5.433333333333334,7.570188679245283
2024-12-10,0073,13.158333333333333,48.40334693877551
2024-12-11,0073,9.5375,27.532742857142853
2024-12-12,0073,5.604166666666667,5.822327272727273
2024-12-13,0073,6.7749999999999995,5.915309090909091
2024-12-14,0073,9.041666666666666,8.808218181818182
2024-12-15,0073,8.1375,13.752756756756757
2024-12-16,0073,5.033333333333333,56.52958823529412
2024-12-17,0073,8.3125,14.646545454545453
2024-12-18,0073,16.4625,45.675377358490564
2024-12-19,0073,5.77391304347826,9.931490909090908
2024-12-20,0073,9.195833333333333,17.85586
2024-12-21,0073,3.6416666666666666,2.95721568627451
2024-12-22,0073,4.45,2.960462962962963
2024-12-23,0073,6.7875,6.600218181818182
2024-12-24,0073,13.733333333333334,29.221815789473684
2024-12-25,0073,9.7875,21.005403846153847
2024-12-26,0073,7.708333333333333,13.216178571428571
2024-12-27,0073,9.766666666666666,12.921944444444444
2024-12-28,0073,4.9375,6.57872
2024-12-29,0073,3.158333333333333,7.936108695652174
2024-12-30,0073,3.845833333333333,4.497249999999999
2024-12-31,0073,5.008333333333334,9.246714285714287
2025-01-01,0073,4.1125,9.656740000000001
2025-01-02,0073,6.9875,9.498358490566037
2025-01-03,0073,7.991666666666667,11.426629629629629
2025-01-04,0073,4.25,3.607660714285714
2025-01-05,0073,9.295833333333333,6.76277358490566
2025-01-06,0073,5.295833333333333,7.736652173913043
2025-01-07,0073,4.975,6.0225535714285705
2025-01-08,0073,3.475,4.227636363636363
2025-01-09,0073,8.7125,7.352732142857143
2025-01-10,0073,16.666666666666668,13.327814814814817
2025-01-11,0073,21.0875,30.794107142857143
2025-01-12,0073,15.704166666666667,26.654799999999998
2025-01-13,0073,7.0249999999999995,7.508425925925926
2025-01-14,0073,6.754166666666666,5.970823529411765
2025-01-15,0073,9.929166666666667,6.521981481481482
2025-01-16,0073,14.9375,18.82133333333333
2025-01-17,0073,9.49090909090909,32.7138085106383
2025-01-18,0073,4.641666666666667,7.91226
2025-01-19,0073,3.466666666666667,3.6908
2025-01-20,0073,6.695833333333333,5.060641509433962
2025-01-21,0073,9.266666666666666,3.8397142857142854
2025-01-22,0073,8.393333333333333,2.5709999999999997
2025-01-23,0073,10.8375,8.128823529411765
2025-01-24,0073,10.6,6.595518518518518
2025-01-25,0073,14.5375,11.574301886792453
2025-01-26,0073,7.55,7.543568627450981
2025-01-27,0073,8.883333333333333,5.312647058823529
2025-01-28,0073,5.6875,4.869833333333333
2025-01-29,0073,5.4875,9.46484
2025-01-30,0073,6.358333333333333,5.646836734693878
2025-01-31,0073,6.745833333333334,16.556173076923077
2025-02-01,0073,3.095833333333333,12.800499999999998
2025-02-02,0073,8.3625,8.431767857142857
2025-02-03,0073,13.6625,43.160901960784315
2025-02-04,0073,4.695833333333333,16.457
2025-02-05,0073,3.3375000000000004,2.6178846153846154
2025-02-06,0073,7.775,17.07432558139535
2025-02-07,0073,7.054166666666667,6.739339622641509
2025-02-08,0073,9.704166666666666,9.246842105263157
2025-02-09,0073,8.433333333333334,23.211296296296297
2025-02-10,0073,11.7875,8.760074074074074
2025-02-11,0073,16.716666666666665,21.583642857142856
2025-02-12,0073,11.433333333333334,22.188489795918365
2025-02-13,0073,7.408333333333333,22.332264705882352
2025-02-14,0073,12.481818181818182,8.588788461538462
2025-02-15,0073,8.6375,14.172061224489797
2025-02-16,0073,4.3875,25.68618
2025-02-17,0073,5.191666666666666,4.614981818181818
2025-02-18,0073,6.775,4.2355769230769225
2025-02-19,0073,9.433333333333334,4.482612244897959
2025-02-20,0073,6.145833333333333,5.591735849056604
2025-02-21,0073,7.233333333333333,4.867446428571428
2025-02-22,0073,14.016666666666666,12.423471698113207
2025-02-23,0073,12.4375,9.197
2025-02-24,0073,9.6875,10.88796
2025-02-25,0073,9.741666666666667,8.618132075471697
2025-02-26,0073,10.125,16.95201923076923
