Site,Date,device_number,PM25_CinC,PM25_EPA_FRM
0045,2025-01-01,21,8.847480769230769,4.1
0045,2025-01-01,25,8.002363636363636,4.1
0045,2025-01-04,19,3.1896,5.2
0045,2025-01-04,21,2.753846153846154,5.2
0045,2025-01-04,25,3.0635365853658536,5.2
0045,2025-01-07,19,2.021916666666667,2.7
0045,2025-01-07,21,2.7537254901960786,2.7
0045,2025-01-07,25,2.6974285714285715,2.7
0045,2025-01-10,19,18.5875,15.1
0045,2025-01-10,21,15.242690909090909,15.1
0045,2025-01-10,25,13.412645161290323,15.1
0045,2025-01-13,19,16.224,5
0045,2025-01-13,21,8.748608695652173,5
0045,2025-01-13,25,6.19959375,5
0045,2025-01-16,19,19.732666666666667,18.2
0045,2025-01-16,21,18.5985,18.2
0045,2025-01-16,25,14.83712,18.2
0045,2025-01-19,19,1.98625,2
0045,2025-01-19,21,2.356866666666667,2
0045,2025-01-19,25,2.6648181818181818,2
0045,2025-01-22,19,3.433090909090909,8
0045,2025-01-22,21,6.0727,8
0045,2025-01-22,25,4.017869565217391,8
0045,2025-01-25,19,10.434818181818182,12
0045,2025-01-25,21,13.666814814814815,12
0045,2025-01-25,25,12.149975,12
0045,2025-01-28,19,8.7714,5.2
0045,2025-01-28,21,4.8455625,5.2
0045,2025-01-28,25,4.729916666666666,5.2
0045,2025-01-31,21,5.274611111111111,6.5
0045,2025-01-31,25,14.925333333333333,6.5
0045,2025-02-03,21,13.930846153846154,10.7
0045,2025-02-03,25,68.36316666666667,10.7
0045,2025-02-06,21,5.8965,9.4
0045,2025-02-06,25,17.115266666666667,9.4
0045,2025-02-09,19,14.5,10.2
0045,2025-02-09,21,10.265157894736841,10.2
0045,2025-02-09,25,14.951611111111111,10.2
0045,2025-02-12,19,19.0993,12.8
0045,2025-02-12,21,22.472324324324322,12.8
0045,2025-02-12,25,16.075833333333332,12.8
0045,2025-02-15,19,9.841857142857142,7.7
0045,2025-02-15,21,10.156038461538461,7.7
0045,2025-02-15,25,12.689777777777778,7.7
0045,2025-02-18,19,3.7535,6.5
0045,2025-02-18,21,2.8363673469387756,6.5
0045,2025-02-18,25,4.28505,6.5
0045,2025-02-21,19,2.9465000000000003,6
0045,2025-02-21,21,3.0004,6
0045,2025-02-21,25,3.8455263157894737,6
0045,2025-02-24,21,13.415480769230768,8.9
0045,2025-02-24,25,11.723852941176471,8.9
0045,2025-02-27,21,22.08290909090909,11.1
0045,2025-03-02,19,3.0809166666666665,3.5
0045,2025-03-02,21,3.40158,3.5
0045,2025-03-05,21,3.2299444444444445,2.8
0045,2025-03-08,19,1.2253333333333334,4.3
0045,2025-03-08,21,4.2664375,4.3
0045,2025-03-11,21,5.945875,5
0045,2025-03-14,21,9.126431818181818,9.7
0045,2025-03-17,21,3.1046585365853656,6.4
0045,2025-03-20,19,2.126,6.4
0045,2025-03-20,21,3.8906666666666667,6.4
0045,2025-03-23,19,4.615111111111111,4.2
0045,2025-03-23,21,4.612705882352941,4.2
0045,2025-03-26,19,3.5075000000000003,4.1
0045,2025-03-26,21,3.7258947368421054,4.1
0045,2025-03-29,19,10.215,14.8
0045,2025-03-29,21,11.267222222222221,14.8
0045,2025-04-01,19,5.897142857142858,NA
0045,2025-04-01,21,3.563041666666667,NA
0045,2025-04-04,19,2.088,NA
0045,2025-04-04,21,2.351282608695652,NA
0045,2025-04-05,21,2.7804761904761905,6.8
0045,2025-04-05,25,10.4558,6.8
0045,2025-04-07,19,7.958,7.5
0045,2025-04-07,21,5.389,7.5
0045,2025-04-07,25,9.005866666666666,7.5
0045,2025-04-10,19,22.83325,9.2
0045,2025-04-10,21,9.2913,9.2
0045,2025-04-10,25,28.906761904761904,9.2
0045,2025-04-13,19,8.877444444444444,7.1
0045,2025-04-13,21,7.496529411764706,7.1
0045,2025-04-13,25,5.384761904761905,7.1
0045,2025-04-16,19,3.5267,6.6
0045,2025-04-16,21,3.4268888888888887,6.6
0045,2025-04-16,25,4.835916666666667,6.6
0045,2025-04-19,21,11.048931818181819,12.5
0045,2025-04-19,25,8.573451612903225,12.5
0045,2025-04-22,19,1.13,6.2
0045,2025-04-22,21,3.082767441860465,6.2
0045,2025-04-22,25,4.143565217391305,6.2
0045,2025-04-25,19,5.72375,6.4
0045,2025-04-25,21,5.44254,6.4
0045,2025-04-25,25,8.483055555555556,6.4
0045,2025-04-28,19,3.3058,5.5
0045,2025-04-28,21,3.51558,5.5
0045,2025-04-28,25,9.779441176470588,5.5
0045,2025-05-01,19,8.964500000000001,6.3
0045,2025-05-01,21,4.618586956521739,6.3
0045,2025-05-01,25,6.557230769230769,6.3
0060,2024-11-02,13,3.4165869565217393,4.7
0060,2024-11-02,6,464.6434,4.7
0060,2024-11-05,13,3.7606315789473683,9.1
0060,2024-11-05,6,166.13284210526314,9.1
0060,2024-11-08,13,10.946125,5.7
0060,2024-11-08,27,5.320333333333333,5.7
0060,2024-11-11,13,8.894444444444444,3.3
0060,2024-11-11,27,5.429766666666667,3.3
0060,2024-11-14,13,9.532935483870968,6.3
0060,2024-11-14,27,4.123942857142857,6.3
0060,2024-11-14,9,6.06934693877551,6.3
0060,2024-11-17,13,13.892890909090909,8.9
0060,2024-11-17,27,10.977642857142857,8.9
0060,2024-11-17,9,9.012083333333333,8.9
0060,2024-11-20,12,5.393857142857143,7
0060,2024-11-20,13,10.7142,7
0060,2024-11-20,27,10.603114285714286,7
0060,2024-11-20,9,8.072857142857142,7
0060,2024-11-23,12,1.7512448979591837,1.4
0060,2024-11-23,27,1.9533571428571428,1.4
0060,2024-11-23,9,1.5213170731707317,1.4
0060,2024-11-26,12,6.941055555555556,4.6
0060,2024-11-26,13,8.671137931034483,4.6
0060,2024-11-26,27,23.275833333333335,4.6
0060,2024-11-26,9,7.67506,4.6
0060,2024-11-29,12,9.080222222222222,7.3
0060,2024-11-29,13,9.3436,7.3
0060,2024-11-29,27,7.521642857142857,7.3
0060,2024-11-29,9,6.651122448979592,7.3
0060,2024-12-02,12,12.891733333333333,8
0060,2024-12-02,13,13.78545652173913,8
0060,2024-12-02,27,9.928315789473684,8
0060,2024-12-02,9,7.074367346938776,8
0060,2024-12-05,13,8.169071428571428,NA
0060,2024-12-05,27,5.841555555555555,NA
0060,2024-12-05,9,4.561468085106383,NA
0060,2024-12-07,12,4.52512962962963,7.6
0060,2024-12-07,13,7.05865,7.6
0060,2024-12-07,27,4.641947368421053,7.6
0060,2024-12-07,9,3.0543,7.6
0060,2024-12-08,12,6.181193548387097,9.2
0060,2024-12-08,13,7.689,9.2
0060,2024-12-08,27,6.559128205128205,9.2
0060,2024-12-08,9,4.460285714285714,9.2
0060,2024-12-11,12,14.913681818181818,7.8
0060,2024-12-11,13,20.54520512820513,7.8
0060,2024-12-11,27,16.87518181818182,7.8
0060,2024-12-11,9,29.629535714285716,7.8
0060,2024-12-14,12,9.348468085106383,11.3
0060,2024-12-14,13,8.460704545454545,11.3
0060,2024-12-14,27,6.9346578947368425,11.3
0060,2024-12-14,9,5.490428571428572,11.3
0060,2024-12-17,12,12.356365384615385,8.6
0060,2024-12-17,13,13.4178,8.6
0060,2024-12-17,27,12.025470588235294,8.6
0060,2024-12-17,9,8.5396,8.6
0060,2024-12-20,12,17.657967741935483,9.4
0060,2024-12-20,13,21.405315789473683,9.4
0060,2024-12-20,27,15.849153846153847,9.4
0060,2024-12-20,9,13.17142857142857,9.4
0060,2024-12-23,12,7.542594594594595,9.4
0060,2024-12-23,13,7.43075,9.4
0060,2024-12-23,27,6.642628571428571,9.4
0060,2024-12-23,9,4.90286,9.4
0060,2024-12-26,12,15.091764705882353,NA
0060,2024-12-26,13,15.609461538461538,NA
0060,2024-12-26,27,13.135,NA
0060,2024-12-26,9,10.34265306122449,NA
0060,2024-12-28,12,7.015360000000001,4.8
0060,2024-12-28,13,7.638,4.8
0060,2024-12-28,27,6.305555555555555,4.8
0060,2024-12-28,9,4.574122448979592,4.8
0060,2024-12-29,12,13.584613636363637,NA
0060,2024-12-29,13,15.277285714285714,NA
0060,2024-12-29,27,12.414684210526316,NA
0060,2024-12-29,9,8.550071428571428,NA
0060,2025-01-01,12,4.9358125,2.7
0060,2025-01-01,13,10.936588235294117,2.7
0060,2025-01-01,27,16.422666666666665,2.7
0060,2025-01-01,9,6.497,2.7
0060,2025-01-04,12,2.2274375,3.1
0060,2025-01-04,13,3.4403243243243242,3.1
0060,2025-01-04,27,2.5109777777777778,3.1
0060,2025-01-04,9,1.7932,3.1
0060,2025-01-05,12,8.572243902439025,10.7
0060,2025-01-05,13,11.329584905660377,10.7
0060,2025-01-05,27,6.747702127659575,10.7
0060,2025-01-05,9,5.337204081632653,10.7
0060,2025-01-07,12,2.06915,2.7
0060,2025-01-07,13,2.9103061224489792,2.7
0060,2025-01-07,27,2.2649090909090908,2.7
0060,2025-01-07,9,2.16621568627451,2.7
0060,2025-01-10,12,22.28432,22.2
0060,2025-01-10,13,14.909685185185184,22.2
0060,2025-01-10,27,15.72776923076923,22.2
0060,2025-01-10,9,9.688551020408164,22.2
0060,2025-01-13,12,7.794607843137255,5.7
0060,2025-01-13,13,8.200254545454545,5.7
0060,2025-01-13,27,7.799727272727273,5.7
0060,2025-01-13,9,5.386163265306123,5.7
0060,2025-01-16,12,17.867836734693878,18.2
0060,2025-01-16,13,21.08329090909091,18.2
0060,2025-01-16,27,15.813962962962963,18.2
0060,2025-01-16,9,13.212979591836735,18.2
0060,2025-01-19,12,2.7298,2.4
0060,2025-01-19,13,3.2468301886792452,2.4
0060,2025-01-19,27,3.014411764705882,2.4
0060,2025-01-19,9,2.6196382978723403,2.4
0060,2025-01-22,12,3.2825185185185184,11.4
0060,2025-01-22,13,4.130843137254901,11.4
0060,2025-01-22,27,3.963409090909091,11.4
0060,2025-01-22,9,2.1037142857142856,11.4
0060,2025-01-25,12,14.446166666666667,14.7
0060,2025-01-25,13,12.439117647058824,14.7
0060,2025-01-25,27,11.722,14.7
0060,2025-01-25,9,7.9790624999999995,14.7
0060,2025-01-28,12,5.234690476190476,5.8
0060,2025-01-28,13,7.109358490566038,5.8
0060,2025-01-28,27,4.9111627906976745,5.8
0060,2025-01-28,9,3.5305102040816325,5.8
0060,2025-01-31,12,3.9313125,10.4
0060,2025-01-31,13,4.522352941176471,10.4
0060,2025-01-31,27,5.6325,10.4
0060,2025-01-31,9,11.755877551020408,10.4
0060,2025-02-03,12,32.10559183673469,16.3
0060,2025-02-03,13,14.910578947368421,16.3
0060,2025-02-03,27,51.7036875,16.3
0060,2025-02-03,9,37.19054,16.3
0060,2025-02-06,12,16.992,9.2
0060,2025-02-06,27,15.15536111111111,9.2
0060,2025-02-06,9,5.728729166666666,9.2
0060,2025-02-09,12,13.171035714285715,7.5
0060,2025-02-09,27,15.787666666666667,7.5
0060,2025-02-12,12,26.995039215686273,NA
0060,2025-02-12,27,20.30821052631579,NA
0060,2025-02-15,12,17.46757142857143,12.1
0060,2025-02-15,13,14.477333333333334,12.1
0060,2025-02-15,27,12.30414814814815,12.1
0060,2025-02-18,12,3.3294,5.1
0060,2025-02-18,13,3.8099818181818184,5.1
0060,2025-02-18,27,3.004840909090909,5.1
0060,2025-02-21,12,3.4101842105263156,4.8
0060,2025-02-21,13,4.1698,4.8
0060,2025-02-21,27,2.290057142857143,4.8
0060,2025-02-24,12,13.279645833333333,12.3
0060,2025-02-24,13,12.06452,12.3
0060,2025-02-24,27,12.759358974358975,12.3
0060,2025-02-27,12,36.656733333333335,13.5
0060,2025-02-27,13,33.37327777777778,13.5
0060,2025-02-27,27,44.663599999999995,13.5
0060,2025-03-02,12,3.026918918918919,3.5
0060,2025-03-02,13,3.1294814814814815,3.5
0060,2025-03-02,17,3.0363333333333333,3.5
0060,2025-03-05,12,4.883234042553191,5
0060,2025-03-05,13,5.263880952380952,5
0060,2025-03-05,17,4.422977272727273,5
0060,2025-03-08,12,11.112117647058826,NA
0060,2025-03-08,13,10.924555555555555,NA
0060,2025-03-08,17,18.467185185185187,NA
0060,2025-03-11,12,6.00345652173913,5.6
0060,2025-03-11,13,5.263039215686274,5.6
0060,2025-03-14,12,12.632807692307692,18.6
0060,2025-03-14,13,12.120326530612244,18.6
0060,2025-03-14,17,12.291,18.6
0060,2025-03-17,12,3.200090909090909,3.6
0060,2025-03-17,17,3.6125555555555557,3.6
0060,2025-03-20,12,3.562653846153846,5.2
0060,2025-03-20,17,4.2563571428571425,5.2
0060,2025-03-23,12,6.00736,5.5
0060,2025-03-23,17,5.731489361702128,5.5
0060,2025-03-26,12,3.3352619047619045,4.4
0060,2025-03-26,17,3.3915416666666665,4.4
0060,2025-03-29,12,10.205511627906978,10.2
0060,2025-04-01,12,3.750181818181818,3.5
0060,2025-04-01,13,3.9180740740740743,3.5
0060,2025-04-01,27,2.161,3.5
0060,2025-04-04,12,3.3004571428571428,6.3
0060,2025-04-04,13,3.465698113207547,6.3
0060,2025-04-04,27,2.547266666666667,6.3
0060,2025-04-07,12,7.735645833333334,6.7
0060,2025-04-07,13,5.661148148148148,6.7
0060,2025-04-07,27,6.13605,6.7
0060,2025-04-10,12,21.178431372549017,10.1
0060,2025-04-10,13,21.561404255319147,10.1
0060,2025-04-10,27,24.514,10.1
0060,2025-04-13,12,9.803734693877551,9.6
0060,2025-04-13,13,8.474113636363636,9.6
0060,2025-04-13,27,8.657861111111112,9.6
0060,2025-04-16,12,2.83121568627451,5.5
0060,2025-04-16,13,3.155622641509434,5.5
0060,2025-04-16,27,1.9444,5.5
0060,2025-04-19,12,10.533625,NA
0060,2025-04-19,13,13.34753488372093,NA
0060,2025-04-19,27,10.315,NA
0060,2025-04-22,12,2.0618367346938777,5.2
0060,2025-04-22,13,2.679125,5.2
0060,2025-04-22,27,4.0573749999999995,5.2
0060,2025-04-25,12,6.598518518518518,9.8
0060,2025-04-25,13,6.396238095238095,9.8
0060,2025-04-25,27,5.16125,9.8
0060,2025-04-26,12,6.008444444444444,3.9
0060,2025-04-26,13,34.841893617021285,3.9
0060,2025-04-28,12,5.111918367346939,9.7
0060,2025-04-28,13,4.8535,9.7
0060,2025-04-28,27,2.2652222222222225,9.7
0060,2025-05-01,12,5.050975609756097,9.2
0060,2025-05-01,13,4.7985,9.2
0060,2025-05-01,27,5.422342105263158,9.2
0065,2024-11-02,8,3.749705882352941,8.7
0065,2024-11-05,8,4.8055625,14.1
0065,2024-11-08,8,8.069714285714285,6.6
0065,2024-11-11,1,5.32,3.3
0065,2024-11-11,8,6.662,3.3
0065,2024-11-14,1,5.409625,3.9
0065,2024-11-14,8,3.263818181818182,3.9
0065,2024-11-17,1,10.939166666666667,12.2
0065,2024-11-17,8,10.088000000000001,12.2
0065,2024-11-20,1,10.274750000000001,5.2
0065,2024-11-20,8,11.36040909090909,5.2
0065,2024-11-23,1,4.6734,2.3
0065,2024-11-23,8,3.9140212765957445,2.3
0065,2024-11-26,1,10.757684210526316,4.8
0065,2024-11-26,8,11.69170588235294,4.8
0065,2024-11-29,1,8.768190476190476,NA
0065,2024-11-29,8,7.926688888888889,NA
0065,2024-12-02,1,11.7594,NA
0065,2024-12-02,8,9.781224489795918,NA
0065,2024-12-04,1,14.674833333333334,12
0065,2024-12-04,8,13.336195652173913,12
0065,2024-12-05,1,3.9194999999999998,4.1
0065,2024-12-05,8,6.276895833333334,4.1
0065,2024-12-06,1,6.057,6.4
0065,2024-12-06,8,4.707347826086957,6.4
0065,2024-12-08,1,21.129666666666665,8.2
0065,2024-12-08,8,6.197711111111111,8.2
0065,2024-12-11,1,29.1025,8.8
0065,2024-12-11,8,17.733758620689656,8.8
0065,2024-12-14,1,9.46825,11.1
0065,2024-12-14,8,9.781978260869565,11.1
0065,2024-12-17,1,11.22109090909091,9.4
0065,2024-12-17,8,10.880642857142856,9.4
0065,2024-12-20,1,20.214380952380953,9.3
0065,2024-12-20,8,17.569190476190474,9.3
0065,2024-12-23,1,7.4089285714285715,13.3
0065,2024-12-23,8,6.246044444444444,13.3
0065,2024-12-26,1,16.073642857142858,8
0065,2024-12-26,8,14.920370370370371,8
0065,2024-12-29,1,10.1175,3.6
0065,2024-12-29,8,7.490055555555556,3.6
0065,2025-01-01,1,10.39725,2.5
0065,2025-01-01,8,7.212888888888889,2.5
0065,2025-01-04,1,2.9533846153846155,3.5
0065,2025-01-04,8,2.6674375,3.5
0065,2025-01-07,1,2.132142857142857,2.7
0065,2025-01-07,8,3.044777777777778,2.7
0065,2025-01-10,1,15.386,26.1
0065,2025-01-10,8,15.7085625,26.1
0065,2025-01-13,8,5.637166666666666,6.2
0065,2025-01-16,1,17.558833333333332,18.9
0065,2025-01-16,8,15.855454545454545,18.9
0065,2025-01-19,1,2.7081666666666666,3.5
0065,2025-01-19,8,3.17375,3.5
0065,2025-01-22,1,3.8084285714285713,16.4
0065,2025-01-22,8,2.137423076923077,16.4
0065,2025-01-25,1,13.424166666666666,16.6
0065,2025-01-25,8,10.8336,16.6
0065,2025-01-28,8,3.4461666666666666,7.4
0065,2025-01-31,8,14.043444444444445,12.6
0065,2025-02-03,8,45.81742105263158,18.5
0065,2025-02-06,1,7.0405,9.8
0065,2025-02-06,8,11.656444444444444,9.8
0065,2025-02-09,1,30.522,7
0065,2025-02-09,8,16.163999999999998,7
0065,2025-02-12,1,21.046444444444443,14.5
0065,2025-02-12,8,21.343363636363637,14.5
0065,2025-02-15,1,12.729166666666666,18.1
0065,2025-02-15,8,20.9925,18.1
0065,2025-02-18,1,4.3383125,6.7
0065,2025-02-18,8,3.9823684210526316,6.7
0065,2025-02-21,1,2.7096666666666667,5.8
0065,2025-02-21,8,3.2931666666666666,5.8
0065,2025-02-24,1,15.413,NA
0065,2025-02-24,8,11.261333333333333,NA
0065,2025-02-27,8,41.103884615384615,15
0065,2025-03-02,1,3.6715,4.6
0065,2025-03-02,8,4.372486486486486,4.6
0065,2025-03-03,1,7.253,10.5
0065,2025-03-03,8,5.162733333333334,10.5
0065,2025-03-05,8,4.016125,7
0065,2025-03-08,1,12.69909090909091,4.6
0065,2025-03-08,8,15.356111111111112,4.6
0065,2025-03-11,8,6.964333333333333,8.4
0065,2025-03-14,8,9.638714285714286,20.7
0065,2025-03-17,8,4.95675,4.5
0065,2025-03-20,8,4.611083333333333,6.8
0065,2025-03-23,8,6.326882352941176,8.6
0065,2025-03-26,8,4.371410256410257,13
0065,2025-03-29,8,8.90238888888889,6.7
0065,2025-04-01,8,5.399166666666666,3
0065,2025-04-04,8,2.2292941176470586,6.1
0065,2025-04-07,8,7.622535714285714,7.5
0065,2025-04-10,8,21.811111111111114,9.2
0065,2025-04-13,8,8.783333333333333,11.2
0065,2025-04-16,8,3.6504,6.9
0065,2025-04-19,8,8.03752380952381,9.6
0065,2025-04-22,8,2.8224375,7.1
0065,2025-04-25,8,7.4798846153846155,11
0065,2025-04-28,8,3.4970833333333333,15.2
0065,2025-05-01,8,6.010294117647058,9.2
0073,2024-11-08,23,10.417566037735849,5.3
0073,2024-11-11,23,6.913288461538461,2.5
0073,2024-11-14,23,6.008377358490566,2.5
0073,2024-11-17,23,10.76323076923077,6.2
0073,2024-11-20,23,14.244245283018868,3.2
0073,2024-11-23,23,4.5993272727272725,1.7
0073,2024-11-26,23,12.367089285714286,4.9
0073,2024-11-29,23,8.657301886792453,5.5
0073,2024-12-02,23,12.164327272727272,7.8
0073,2024-12-05,23,7.323320754716981,2.7
0073,2024-12-08,23,6.603641509433962,7.3
0073,2024-12-11,23,27.532742857142853,NA
0073,2024-12-14,23,8.808218181818182,9
0073,2024-12-17,23,14.646545454545453,7
0073,2024-12-20,23,17.85586,7.3
0073,2024-12-23,23,6.600218181818182,6
0073,2024-12-26,23,13.216178571428571,6.4
0073,2024-12-29,23,7.936108695652174,2.6
0073,2025-01-01,23,9.656740000000001,2.4
0073,2025-01-04,23,3.607660714285714,3.7
0073,2025-01-07,23,6.0225535714285705,3.1
0073,2025-01-10,23,13.327814814814817,16.8
0073,2025-01-13,23,7.508425925925926,5.8
0073,2025-01-16,23,18.82133333333333,NA
0073,2025-01-19,23,3.6908,2.2
0073,2025-01-22,23,2.5709999999999997,9.5
0073,2025-01-23,23,8.128823529411765,10.7
0073,2025-01-25,23,11.574301886792453,14
0073,2025-01-28,23,4.869833333333333,5.2
0073,2025-01-31,23,16.556173076923077,5.3
0073,2025-02-03,23,43.160901960784315,13.1
0073,2025-02-06,23,17.07432558139535,7.2
0073,2025-02-09,23,23.211296296296297,7.7
0073,2025-02-12,23,22.188489795918365,11.7
0073,2025-02-15,23,14.172061224489797,8.1
0073,2025-02-18,23,4.2355769230769225,6.9
0073,2025-02-21,23,4.867446428571428,5.3
0073,2025-02-24,23,10.88796,9.1
0073,2025-02-27,23,46.080708333333334,12.6
0073,2025-03-02,23,4.908814814814815,3.6
0073,2025-03-05,23,4.893739130434782,3.8
0073,2025-03-08,23,8.994533333333331,3.8
0073,2025-03-11,23,6.334411764705882,5.3
0073,2025-03-14,23,7.231942307692307,8.8
0073,2025-03-17,23,4.599980392156863,3.4
0073,2025-03-20,23,4.817925,4.8
0073,2025-03-23,23,5.184,4
0073,2025-03-26,23,6.726230769230769,3.9
0073,2025-03-29,23,10.324897959183673,12.5
0073,2025-04-01,23,4.3266226415094335,1.8
0073,2025-04-04,23,2.2413928571428574,4.2
0073,2025-04-07,23,8.562909090909091,6.5
0073,2025-04-10,23,22.92963414634146,7.9
0073,2025-04-13,23,7.241535714285714,5.5
0073,2025-04-16,23,7.750425925925926,4.8
0073,2025-04-19,23,10.455150943396227,9.5
0073,2025-04-22,23,8.817187500000001,3.7
0073,2025-04-25,23,6.73325,5.8
0073,2025-04-28,23,3.024862745098039,NA
0073,2025-04-30,23,7.817240740740742,2.4
0073,2025-05-01,23,4.427433962264151,6.2
