location_name,latitude,longitude,device_number,device_eui,time,measure_name,value
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-04-01T09:51:52Z,mc_pm2_5,5.554
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T09:30:46Z,mc_pm2_5,2.745
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T09:28:46Z,mc_pm2_5,3.717
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T09:27:57Z,mc_pm2_5,3.717
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-04-01T09:22:00Z,mc_pm2_5,3.151
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T09:00:38Z,mc_pm2_5,3.717
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-04-01T08:51:52Z,mc_pm2_5,3.19
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T08:30:38Z,mc_pm2_5,1.828
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-04-01T08:21:52Z,mc_pm2_5,8.009
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T08:00:38Z,mc_pm2_5,3.147
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-04-01T07:51:52Z,mc_pm2_5,3.836
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-04-01T07:49:27Z,mc_pm2_5,3.48
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T07:30:38Z,mc_pm2_5,3.088
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-04-01T07:21:52Z,mc_pm2_5,3.48
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T07:00:38Z,mc_pm2_5,4.19
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-04-01T06:51:59Z,mc_pm2_5,7.828
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T06:30:38Z,mc_pm2_5,9.374
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T06:22:40Z,mc_pm2_5,11.329
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-04-01T06:21:52Z,mc_pm2_5,8.265
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T06:00:38Z,mc_pm2_5,11.329
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-04-01T05:51:52Z,mc_pm2_5,8.163
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T05:30:38Z,mc_pm2_5,6.095
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-04-01T05:21:59Z,mc_pm2_5,8.409
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T05:00:38Z,mc_pm2_5,3.396
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-04-01T04:52:06Z,mc_pm2_5,2.185
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-04-01T04:48:42Z,mc_pm2_5,4.854
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T04:30:38Z,mc_pm2_5,3.495
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-04-01T04:21:59Z,mc_pm2_5,4.854
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-04-01T03:51:52Z,mc_pm2_5,4.415
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T03:30:38Z,mc_pm2_5,4.712
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-04-01T03:21:53Z,mc_pm2_5,4.439
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T03:20:21Z,mc_pm2_5,5.06
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T03:00:38Z,mc_pm2_5,5.06
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-04-01T02:51:53Z,mc_pm2_5,3.099
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T02:30:38Z,mc_pm2_5,2.564
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T02:00:38Z,mc_pm2_5,2.625
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-04-01T01:51:52Z,mc_pm2_5,3.738
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T01:30:47Z,mc_pm2_5,2.411
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-04-01T01:24:23Z,mc_pm2_5,2.688
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-04-01T01:21:52Z,mc_pm2_5,2.688
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T01:00:47Z,mc_pm2_5,3.128
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-04-01T00:51:52Z,mc_pm2_5,1.807
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T00:30:47Z,mc_pm2_5,0.912
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T00:17:21Z,mc_pm2_5,1.197
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T00:16:21Z,mc_pm2_5,1.197
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-04-01T00:00:38Z,mc_pm2_5,1.197
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-31T23:51:52Z,mc_pm2_5,5.696
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T23:30:38Z,mc_pm2_5,1.639
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T23:00:38Z,mc_pm2_5,2.497
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-31T22:51:52Z,mc_pm2_5,1.41
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T22:30:38Z,mc_pm2_5,2.622
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-31T22:22:01Z,mc_pm2_5,1.479
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-31T22:00:50Z,mc_pm2_5,1.819
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T22:00:38Z,mc_pm2_5,2.088
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-31T21:52:01Z,mc_pm2_5,1.819
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T21:30:38Z,mc_pm2_5,1.027
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T21:10:26Z,mc_pm2_5,0.614
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T21:00:38Z,mc_pm2_5,0.614
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T20:30:38Z,mc_pm2_5,1.123
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T20:00:38Z,mc_pm2_5,1.007
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T19:30:38Z,mc_pm2_5,2.103
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T19:00:39Z,mc_pm2_5,2.059
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T18:30:39Z,mc_pm2_5,2.343
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T18:05:17Z,mc_pm2_5,2.37
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T18:00:39Z,mc_pm2_5,2.37
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T17:30:39Z,mc_pm2_5,1.43
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T17:00:39Z,mc_pm2_5,1.053
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T16:30:39Z,mc_pm2_5,3.248
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T16:00:39Z,mc_pm2_5,2.898
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T15:30:46Z,mc_pm2_5,0.702
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T15:00:47Z,mc_pm2_5,4.249
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T14:38:27Z,mc_pm2_5,5.222
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T14:04:03Z,mc_pm2_5,5.222
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T11:24:54Z,mc_pm2_5,7.965
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-31T11:24:03Z,mc_pm2_5,4.021
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T10:54:54Z,mc_pm2_5,5.59
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-31T10:53:56Z,mc_pm2_5,8.101
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T10:24:54Z,mc_pm2_5,3.027
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-31T10:23:56Z,mc_pm2_5,5.939
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T09:54:54Z,mc_pm2_5,2.137
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-31T09:54:03Z,mc_pm2_5,4.124
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T09:24:54Z,mc_pm2_5,3.923
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-31T09:23:55Z,mc_pm2_5,4.182
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T09:05:02Z,mc_pm2_5,3.322
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-31T08:59:18Z,mc_pm2_5,2.344
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T08:54:54Z,mc_pm2_5,3.322
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-31T08:52:34Z,mc_pm2_5,2.344
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T08:24:54Z,mc_pm2_5,2.826
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-31T08:22:48Z,mc_pm2_5,1.977
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T07:54:54Z,mc_pm2_5,3.756
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-31T07:52:34Z,mc_pm2_5,3.685
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T07:24:54Z,mc_pm2_5,4.12
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-31T07:22:48Z,mc_pm2_5,6.025
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T06:54:54Z,mc_pm2_5,3.915
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-31T06:52:47Z,mc_pm2_5,1.56
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T06:25:03Z,mc_pm2_5,2.645
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T06:01:11Z,mc_pm2_5,2.692
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T05:55:03Z,mc_pm2_5,2.692
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-31T05:52:42Z,mc_pm2_5,1.597
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T05:33:20Z,mc_pm2_5,2.823
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T02:17:25Z,mc_pm2_5,13.927
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-31T02:12:00Z,mc_pm2_5,10.391
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T01:47:25Z,mc_pm2_5,11.313
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T01:44:33Z,mc_pm2_5,10.02
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-31T01:42:00Z,mc_pm2_5,12.518
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T01:17:25Z,mc_pm2_5,10.02
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-31T01:12:07Z,mc_pm2_5,13.451
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-31T00:55:29Z,mc_pm2_5,7.78
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T00:47:25Z,mc_pm2_5,11.913
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-31T00:42:07Z,mc_pm2_5,7.78
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-31T00:17:25Z,mc_pm2_5,9.176
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-31T00:12:00Z,mc_pm2_5,13.642
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T23:47:25Z,mc_pm2_5,11.133
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T23:42:00Z,mc_pm2_5,10.032
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T23:17:25Z,mc_pm2_5,11.438
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T23:12:00Z,mc_pm2_5,20.427
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T22:42:00Z,mc_pm2_5,10.305
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T22:41:23Z,mc_pm2_5,6.486
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T22:17:25Z,mc_pm2_5,6.486
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T22:12:00Z,mc_pm2_5,7.43
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T21:47:25Z,mc_pm2_5,5.495
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T21:42:07Z,mc_pm2_5,5.775
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T21:31:37Z,mc_pm2_5,9.358
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T21:17:25Z,mc_pm2_5,5.177
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T21:12:00Z,mc_pm2_5,9.358
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T20:47:25Z,mc_pm2_5,6.387
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T20:42:07Z,mc_pm2_5,6.42
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T20:17:25Z,mc_pm2_5,8.649
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T19:47:25Z,mc_pm2_5,9.397
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T19:33:49Z,mc_pm2_5,9.944
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T19:17:25Z,mc_pm2_5,9.944
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T19:12:08Z,mc_pm2_5,6.398
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T18:47:25Z,mc_pm2_5,4.453
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T18:42:08Z,mc_pm2_5,10.185
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T18:17:25Z,mc_pm2_5,4.291
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T17:47:25Z,mc_pm2_5,6.758
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T17:42:00Z,mc_pm2_5,5.88
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T17:17:25Z,mc_pm2_5,5.532
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T17:12:00Z,mc_pm2_5,10.339
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T16:47:33Z,mc_pm2_5,4.757
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T16:42:00Z,mc_pm2_5,5.188
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T16:24:32Z,mc_pm2_5,12.793
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T16:06:15Z,mc_pm2_5,12.793
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T15:54:24Z,mc_pm2_5,10.852
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T15:16:29Z,mc_pm2_5,10.864
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T14:37:20Z,mc_pm2_5,8.667
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T09:40:06Z,mc_pm2_5,7.797
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T09:10:06Z,mc_pm2_5,6.582
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T08:51:54Z,mc_pm2_5,13.47
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T08:21:54Z,mc_pm2_5,15.395
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T07:51:54Z,mc_pm2_5,16.799
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T07:21:54Z,mc_pm2_5,16.3
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T07:18:31Z,mc_pm2_5,23.064
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T06:51:54Z,mc_pm2_5,16.836
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T06:48:31Z,mc_pm2_5,16.832
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T06:21:54Z,mc_pm2_5,15.326
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T06:18:31Z,mc_pm2_5,18.896
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T06:03:46Z,mc_pm2_5,18.249
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T05:51:54Z,mc_pm2_5,18.249
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T05:48:31Z,mc_pm2_5,13.506
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T05:26:42Z,mc_pm2_5,19.418
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T05:21:55Z,mc_pm2_5,16.633
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T04:51:55Z,mc_pm2_5,12.524
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T04:48:31Z,mc_pm2_5,15.684
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T04:21:55Z,mc_pm2_5,13.556
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T04:18:31Z,mc_pm2_5,18.678
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T03:51:55Z,mc_pm2_5,17.26
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T03:21:55Z,mc_pm2_5,8.212
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T03:18:31Z,mc_pm2_5,24.746
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T02:59:23Z,mc_pm2_5,14.062
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T02:51:55Z,mc_pm2_5,14.062
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T02:48:31Z,mc_pm2_5,14.248
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T02:21:55Z,mc_pm2_5,9.637
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T02:18:31Z,mc_pm2_5,14.115
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T02:09:15Z,mc_pm2_5,18.436
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T01:51:55Z,mc_pm2_5,12.856
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T01:48:31Z,mc_pm2_5,18.436
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T01:21:55Z,mc_pm2_5,8.133
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T00:51:55Z,mc_pm2_5,18.464
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T00:48:38Z,mc_pm2_5,14.798
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-30T00:21:55Z,mc_pm2_5,10.162
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-30T00:18:31Z,mc_pm2_5,14.449
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-29T23:57:59Z,mc_pm2_5,9.384
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-29T23:51:55Z,mc_pm2_5,9.384
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-29T23:48:31Z,mc_pm2_5,14.151
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-29T23:21:55Z,mc_pm2_5,7.862
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-29T23:18:31Z,mc_pm2_5,10.204
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-29T22:52:04Z,mc_pm2_5,11.691
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-29T22:48:31Z,mc_pm2_5,10.265
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-29T22:41:15Z,mc_pm2_5,12.087
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-29T22:22:04Z,mc_pm2_5,7.408
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-29T21:52:04Z,mc_pm2_5,8.158
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-29T21:48:31Z,mc_pm2_5,15.789
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-29T21:22:04Z,mc_pm2_5,4.305
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-29T21:18:31Z,mc_pm2_5,11.628
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-29T20:52:04Z,mc_pm2_5,4.647
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-29T20:48:31Z,mc_pm2_5,8.178
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-29T20:31:25Z,mc_pm2_5,4.494
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-29T20:30:06Z,mc_pm2_5,4.494
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-29T20:21:55Z,mc_pm2_5,4.494
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-29T20:18:31Z,mc_pm2_5,7.489
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-29T19:51:55Z,mc_pm2_5,4.659
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-29T19:48:31Z,mc_pm2_5,4.562
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-29T19:21:55Z,mc_pm2_5,7.781
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-29T19:18:31Z,mc_pm2_5,12.983
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-29T19:14:16Z,mc_pm2_5,7.718
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-29T18:51:55Z,mc_pm2_5,2.477
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-29T18:48:32Z,mc_pm2_5,7.718
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-29T18:21:56Z,mc_pm2_5,8.205
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-29T18:18:31Z,mc_pm2_5,5.738
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-29T17:51:56Z,mc_pm2_5,7.709
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-29T17:48:39Z,mc_pm2_5,12.529
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-29T17:21:56Z,mc_pm2_5,10.725
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-29T17:18:39Z,mc_pm2_5,14.153
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-29T17:17:08Z,mc_pm2_5,12.704
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-29T16:51:56Z,mc_pm2_5,12.704
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-29T16:48:32Z,mc_pm2_5,9.834
East 152nd and Darwin,41.564906,-81.579597,24,0004A30B000824D7,2025-03-29T16:21:56Z,mc_pm2_5,8.432
Buckeye Rd. and East 89th St,41.486323,-81.624582,21,0004A30B00085575,2025-03-29T16:18:39Z,mc_pm2_5,11.631
