"device_number","time","value"
23,2025-01-11 07:15:07.743,21.555
9,2025-01-11 07:13:12.946,13.86
24,2025-01-11 07:11:53.544,16.934
3,2025-01-11 07:10:11.98,18.274
23,2025-01-11 07:08:53.631,21.555
2,2025-01-11 07:06:56.698,25.779
13,2025-01-11 07:05:43.177,15.442
21,2025-01-11 07:04:45.778,21.622
21,2025-01-11 07:03:25.078,21.622
28,2025-01-11 07:02:23.885,16.949
13,2025-01-11 07:00:03.496,16.595
18,2025-01-11 06:59:12.31,21.492
12,2025-01-11 06:50:00.454,24.004
19,2025-01-11 06:48:57.741,19.433
20,2025-01-11 06:48:19.722,18.745
1,2025-01-11 06:44:30.661,20.928
9,2025-01-11 06:43:12.942,10.67
24,2025-01-11 06:41:53.479,14.745
3,2025-01-11 06:40:11.939,23.067
23,2025-01-11 06:39:07.563,26.691
2,2025-01-11 06:36:56.699,31.632
13,2025-01-11 06:35:43.076,16.595
21,2025-01-11 06:33:31.988,25.773
28,2025-01-11 06:32:23.818,13.468
25,2025-01-11 06:30:37.026,19.486
18,2025-01-11 06:29:12.23,22.523
12,2025-01-11 06:20:00.399,18.962
19,2025-01-11 06:18:57.732,25.862
20,2025-01-11 06:18:19.601,14.507
7,2025-01-11 06:16:46.625,12.127
15,2025-01-11 06:16:06.362,17.912
9,2025-01-11 06:13:12.936,7.875
24,2025-01-11 06:11:53.45,16.615
3,2025-01-11 06:10:11.915,13.452
23,2025-01-11 06:08:53.505,23.391
8,2025-01-11 06:07:04.254,20.377
2,2025-01-11 06:06:56.687,26.997
13,2025-01-11 06:05:42.884,14.959
21,2025-01-11 06:03:24.784,24.404
28,2025-01-11 06:02:09.731,17.905
18,2025-01-11 05:59:12.185,12.576
25,2025-01-11 05:58:28.234,13.81
27,2025-01-11 05:54:17.122,19.008
12,2025-01-11 05:50:00.551,13.532
20,2025-01-11 05:48:19.56,22.73
7,2025-01-11 05:46:46.599,11.802
15,2025-01-11 05:46:06.391,20.154
1,2025-01-11 05:44:30.593,30.21
9,2025-01-11 05:43:12.901,9.114
24,2025-01-11 05:41:53.424,21.417
3,2025-01-11 05:40:11.904,17.101
23,2025-01-11 05:38:53.424,26.08
8,2025-01-11 05:37:04.197,23.339
2,2025-01-11 05:36:56.777,17.905
13,2025-01-11 05:35:42.754,10.296
21,2025-01-11 05:33:24.541,21.964
28,2025-01-11 05:32:09.666,26.946
18,2025-01-11 05:29:12.121,16.53
27,2025-01-11 05:24:17.172,27.771
18,2025-01-11 05:21:23.136,18.461
20,2025-01-11 05:18:19.495,16.574
15,2025-01-11 05:16:06.336,29.992
9,2025-01-11 05:13:12.94,13.528
24,2025-01-11 05:11:53.426,22.394
3,2025-01-11 05:10:11.873,29.025
23,2025-01-11 05:08:53.342,26.686
2,2025-01-11 05:06:56.735,26.787
13,2025-01-11 05:05:42.623,12.539
21,2025-01-11 05:03:24.471,22.474
28,2025-01-11 05:02:09.737,24.99
18,2025-01-11 04:59:12.057,18.461
27,2025-01-11 04:54:17.013,24.679
24,2025-01-11 04:52:26.171,17.406
19,2025-01-11 04:48:57.55,26.259
20,2025-01-11 04:48:06.608,16.888
15,2025-01-11 04:46:06.411,22.844
9,2025-01-11 04:43:12.872,9.07
24,2025-01-11 04:41:53.37,17.406
3,2025-01-11 04:40:11.884,17.101
15,2025-01-11 04:38:56.659,23.52
23,2025-01-11 04:38:53.279,17.082
2,2025-01-11 04:36:56.734,14.595
13,2025-01-11 04:35:42.488,19.492
21,2025-01-11 04:33:31.283,20.086
28,2025-01-11 04:32:09.555,26.668
28,2025-01-11 04:29:24.023,19.408
18,2025-01-11 04:29:12.011,20.947
25,2025-01-11 04:28:28.167,25.492
23,2025-01-11 04:14:24.915,18.027
30,2025-01-11 04:13:23.643,17.791
9,2025-01-11 04:13:19.871,11.571
24,2025-01-11 04:11:53.379,21.561
3,2025-01-11 04:10:11.82,14.958
23,2025-01-11 04:08:53.324,18.027
2,2025-01-11 04:06:56.73,17.143
13,2025-01-11 04:05:42.343,11.733
21,2025-01-11 04:03:31.257,26.425
28,2025-01-11 04:02:16.476,19.408
20,2025-01-11 04:00:03.053,23.875
18,2025-01-11 03:59:11.951,14.973
13,2025-01-11 03:56:51.027,19.137
30,2025-01-11 03:55:41.33,19.304
27,2025-01-11 03:54:16.928,40.735
7,2025-01-11 03:46:46.611,23.41
15,2025-01-11 03:46:06.324,25.01
1,2025-01-11 03:44:30.398,21.188
9,2025-01-11 03:43:19.873,19.2
24,2025-01-11 03:41:53.352,18.44
21,2025-01-11 03:40:21.519,24.14
3,2025-01-11 03:40:11.806,20.784
20,2025-01-11 03:40:08.315,19.542
23,2025-01-11 03:38:53.259,24.267
8,2025-01-11 03:37:04.128,29.667
2,2025-01-11 03:36:57.218,24.853
13,2025-01-11 03:35:42.214,19.137
21,2025-01-11 03:33:24.058,24.14
28,2025-01-11 03:32:16.448,31.916
18,2025-01-11 03:29:11.884,20.016
20,2025-01-11 03:28:34.631,19.542
25,2025-01-11 03:28:28.121,16.818
30,2025-01-11 03:24:11.732,30.364
7,2025-01-11 03:16:46.519,23.369
1,2025-01-11 03:14:30.487,22.29
30,2025-01-11 03:14:11.664,23.569
9,2025-01-11 03:13:19.881,23.671
24,2025-01-11 03:11:53.327,21.356
3,2025-01-11 03:10:11.784,26.903
23,2025-01-11 03:08:53.218,24.309
2,2025-01-11 03:06:56.752,24.334
13,2025-01-11 03:05:42.097,25.725
21,2025-01-11 03:03:23.907,24.11
30,2025-01-11 03:03:07.872,28.651
28,2025-01-11 03:02:16.373,30.676
18,2025-01-11 02:59:11.824,25.295
25,2025-01-11 02:58:28.104,22.317
30,2025-01-11 02:54:45.609,28.651
27,2025-01-11 02:54:16.873,23.967
20,2025-01-11 02:51:38.809,22.506
7,2025-01-11 02:46:46.469,15.522
15,2025-01-11 02:46:06.361,20.801
9,2025-01-11 02:43:05.828,17.687
24,2025-01-11 02:41:53.298,16.767
3,2025-01-11 02:40:11.763,23.455
23,2025-01-11 02:38:53.12,23.751
2,2025-01-11 02:36:56.805,19.877
13,2025-01-11 02:35:41.957,19.838
21,2025-01-11 02:33:37.81,22.171
28,2025-01-11 02:32:16.316,32.956
18,2025-01-11 02:29:11.734,21.272
25,2025-01-11 02:28:28.101,19.369
30,2025-01-11 02:25:59.306,21.339
27,2025-01-11 02:24:16.746,25.491
20,2025-01-11 02:21:38.838,18.149
15,2025-01-11 02:16:06.453,29.916
9,2025-01-11 02:13:05.758,16.061
27,2025-01-11 02:12:48.369,26.221
24,2025-01-11 02:11:53.309,15.748
3,2025-01-11 02:10:11.744,18.301
23,2025-01-11 02:08:53.086,20.52
8,2025-01-11 02:07:04.145,17.959
2,2025-01-11 02:06:56.795,12.4
13,2025-01-11 02:05:41.854,21.732
30,2025-01-11 02:04:59.728,16.968
18,2025-01-11 02:03:31.076,19.848
28,2025-01-11 02:02:16.27,24.148
18,2025-01-11 01:59:11.7,19.848
25,2025-01-11 01:58:28.114,21.044
27,2025-01-11 01:54:16.725,26.221
20,2025-01-11 01:51:38.826,19.78
7,2025-01-11 01:46:46.486,16.971
1,2025-01-11 01:44:30.268,18.686
9,2025-01-11 01:43:05.783,14.689
24,2025-01-11 01:41:53.317,15.754
3,2025-01-11 01:40:11.741,19.949
23,2025-01-11 01:38:52.954,16.767
2,2025-01-11 01:36:55.304,21.304
13,2025-01-11 01:35:41.744,20.601
24,2025-01-11 01:33:53.733,16.121
21,2025-01-11 01:33:23.637,24.546
28,2025-01-11 01:32:16.17,17.138
18,2025-01-11 01:29:11.635,23.081
30,2025-01-11 01:28:43.448,24.548
28,2025-01-11 01:24:44.165,19.532
30,2025-01-11 01:24:21.662,24.548
27,2025-01-11 01:24:16.706,30.632
20,2025-01-11 01:21:38.82,15.79
7,2025-01-11 01:16:46.469,12.685
15,2025-01-11 01:16:06.415,15.202
1,2025-01-11 01:14:30.357,16.327
9,2025-01-11 01:13:05.775,13.817
24,2025-01-11 01:11:53.353,16.121
3,2025-01-11 01:10:11.748,18.22
23,2025-01-11 01:08:52.97,17.746
13,2025-01-11 01:05:41.66,16.492
21,2025-01-11 01:03:37.611,13.679
28,2025-01-11 01:02:16.164,19.532
18,2025-01-11 00:59:11.59,24.566
25,2025-01-11 00:58:28.046,14.749
20,2025-01-11 00:51:38.831,12.918
23,2025-01-11 00:50:15.112,14.137
15,2025-01-11 00:46:06.439,14.914
1,2025-01-11 00:44:30.225,25.017
9,2025-01-11 00:43:05.754,12.669
24,2025-01-11 00:41:53.362,13.814
3,2025-01-11 00:40:11.424,11.703
23,2025-01-11 00:38:52.937,14.137
2,2025-01-11 00:36:56.907,12.279
13,2025-01-11 00:35:41.575,16.481
21,2025-01-11 00:33:30.585,14.938
28,2025-01-11 00:32:16.105,27.285
18,2025-01-11 00:29:11.597,32.721
21,2025-01-11 00:27:00.688,23.623
27,2025-01-11 00:24:16.629,14.579
20,2025-01-11 00:21:38.823,23.301
30,2025-01-11 00:20:30.254,24.65
20,2025-01-11 00:15:11.576,13.129
9,2025-01-11 00:13:05.752,9.844
30,2025-01-11 00:10:52.315,24.65
3,2025-01-11 00:10:11.711,19.339
23,2025-01-11 00:08:52.928,17.933
2,2025-01-11 00:06:56.98,15.489
13,2025-01-11 00:05:41.492,17.497
21,2025-01-11 00:03:23.523,23.623
28,2025-01-11 00:02:16.049,20.691
18,2025-01-10 23:59:11.499,31.539
27,2025-01-10 23:54:16.657,21.537
20,2025-01-10 23:51:38.853,13.129
7,2025-01-10 23:46:46.457,19.539
9,2025-01-10 23:43:05.756,11.482
3,2025-01-10 23:40:11.728,12.302
23,2025-01-10 23:38:52.859,12.893
2,2025-01-10 23:36:56.916,13.963
13,2025-01-10 23:35:41.358,22.813
21,2025-01-10 23:33:37.512,14.687
28,2025-01-10 23:32:15.987,24.525
18,2025-01-10 23:29:11.499,29.996
25,2025-01-10 23:28:28.098,13.318
20,2025-01-10 23:21:38.86,15.095
7,2025-01-10 23:16:46.484,11.486
1,2025-01-10 23:14:30.145,14.361
9,2025-01-10 23:13:05.754,14.968
24,2025-01-10 23:11:53.403,18.275
3,2025-01-10 23:10:11.682,13.879
23,2025-01-10 23:08:52.871,16.193
8,2025-01-10 23:07:04.158,26.187
13,2025-01-10 23:05:40.989,15.846
27,2025-01-10 23:04:59.8,14.887
21,2025-01-10 23:03:23.453,18.003
28,2025-01-10 23:02:15.93,14.4
18,2025-01-10 22:59:11.405,18.963
25,2025-01-10 22:58:28.161,12.961
27,2025-01-10 22:54:16.605,14.887
19,2025-01-10 22:52:05.052,17.415
20,2025-01-10 22:51:38.883,12.586
7,2025-01-10 22:46:46.366,13.577
1,2025-01-10 22:44:30.166,20.896
9,2025-01-10 22:43:05.722,9.658
24,2025-01-10 22:41:53.378,10.854
3,2025-01-10 22:40:11.707,10.5
23,2025-01-10 22:39:01.42,14.408
2,2025-01-10 22:36:56.978,8.465
13,2025-01-10 22:35:41.247,16.954
18,2025-01-10 22:34:40.126,19.075
21,2025-01-10 22:33:23.527,16.598
28,2025-01-10 22:32:15.87,21.748
18,2025-01-10 22:29:11.095,19.075
15,2025-01-10 22:27:22.956,16.661
27,2025-01-10 22:24:16.613,21.305
20,2025-01-10 22:21:38.929,18.52
7,2025-01-10 22:16:46.376,15.614
24,2025-01-10 22:14:33.511,14.567
9,2025-01-10 22:13:05.692,15.212
24,2025-01-10 22:11:53.411,14.567
3,2025-01-10 22:10:11.669,7.7
23,2025-01-10 22:09:01.417,11.512
2,2025-01-10 22:06:56.95,12.91
13,2025-01-10 22:05:41.151,16.957
21,2025-01-10 22:03:30.4,16.428
18,2025-01-10 21:59:11.346,18.736
25,2025-01-10 21:58:28.026,15.999
28,2025-01-10 21:57:19.893,18.492
20,2025-01-10 21:51:38.872,12.419
30,2025-01-10 21:47:09.308,17.28
9,2025-01-10 21:43:05.709,11.397
24,2025-01-10 21:41:53.448,11.77
3,2025-01-10 21:40:11.678,18.004
23,2025-01-10 21:39:01.362,13.58
8,2025-01-10 21:37:04.182,16.833
2,2025-01-10 21:36:57.072,10.637
13,2025-01-10 21:35:41.087,18.948
21,2025-01-10 21:33:30.384,18.315
28,2025-01-10 21:30:23.784,18.492
18,2025-01-10 21:29:11.324,14.951
25,2025-01-10 21:28:28.005,12.555
27,2025-01-10 21:24:16.59,21.958
20,2025-01-10 21:21:38.91,17.222
13,2025-01-10 21:16:09.946,13.853
15,2025-01-10 21:16:06.574,14.322
1,2025-01-10 21:14:30.07,21.772
9,2025-01-10 21:13:05.73,12.954
24,2025-01-10 21:11:53.415,13.592
3,2025-01-10 21:10:11.649,11.511
21,2025-01-10 21:09:58.168,12.603
23,2025-01-10 21:09:01.296,12.84
2,2025-01-10 21:06:57.133,15.82
13,2025-01-10 21:05:41.017,13.853
21,2025-01-10 21:03:23.381,12.603
28,2025-01-10 21:00:23.747,15.119
18,2025-01-10 20:59:11.287,17.726
27,2025-01-10 20:54:16.585,15.832
7,2025-01-10 20:46:46.367,9.346
1,2025-01-10 20:44:30.345,25.387
9,2025-01-10 20:43:05.671,12.189
24,2025-01-10 20:41:53.475,14.053
3,2025-01-10 20:40:11.64,12.655
23,2025-01-10 20:39:01.312,14.705
2,2025-01-10 20:36:57.024,11.584
13,2025-01-10 20:35:40.957,16.718
21,2025-01-10 20:33:30.359,14.625
28,2025-01-10 20:30:23.666,15.66
18,2025-01-10 20:29:11.298,16.671
27,2025-01-10 20:24:16.614,11.616
15,2025-01-10 20:16:06.634,14.652
9,2025-01-10 20:13:05.714,10.278
24,2025-01-10 20:11:53.488,13.904
3,2025-01-10 20:10:11.638,10.822
23,2025-01-10 20:09:01.263,13.549
8,2025-01-10 20:07:04.202,14.22
13,2025-01-10 20:05:40.918,15.066
21,2025-01-10 20:03:23.329,14.337
28,2025-01-10 20:00:23.624,13.814
18,2025-01-10 19:59:11.255,19.19
27,2025-01-10 19:54:16.593,17.142
7,2025-01-10 19:46:46.385,22.41
15,2025-01-10 19:46:06.739,17.332
9,2025-01-10 19:43:05.715,11.914
24,2025-01-10 19:41:53.462,11.908
3,2025-01-10 19:40:11.623,14.309
23,2025-01-10 19:39:01.227,12.697
2,2025-01-10 19:36:57.32,11.565
13,2025-01-10 19:35:40.855,17.274
3,2025-01-10 19:33:44.289,14.73
21,2025-01-10 19:33:23.312,19.459
28,2025-01-10 19:30:23.617,17.808
18,2025-01-10 19:30:18.372,13.114
18,2025-01-10 19:29:11.249,13.114
27,2025-01-10 19:24:16.515,15.875
12,2025-01-10 19:21:35.272,13.19
15,2025-01-10 19:16:06.772,15.231
9,2025-01-10 19:13:05.692,12.047
24,2025-01-10 19:11:53.479,12.597
24,2025-01-10 19:10:45.062,14.042
3,2025-01-10 19:10:11.645,14.73
23,2025-01-10 19:09:01.16,14.557
13,2025-01-10 19:05:40.781,10.731
21,2025-01-10 19:03:23.318,14.075
30,2025-01-10 19:00:32.112,14.579
28,2025-01-10 19:00:23.547,13.509
18,2025-01-10 18:59:11.216,18.691
25,2025-01-10 18:58:28.073,14.414
27,2025-01-10 18:54:16.542,16.048
12,2025-01-10 18:51:35.234,15.09
9,2025-01-10 18:47:50.771,7.254
15,2025-01-10 18:46:06.717,14.388
9,2025-01-10 18:43:05.693,7.254
24,2025-01-10 18:41:38.527,14.042
3,2025-01-10 18:40:11.61,10.922
23,2025-01-10 18:37:55.304,11.807
8,2025-01-10 18:37:04.197,21.627
2,2025-01-10 18:36:57.141,11.59
13,2025-01-10 18:35:40.724,11.285
23,2025-01-10 18:35:24.386,11.807
21,2025-01-10 18:33:23.236,21.44
28,2025-01-10 18:30:23.5,17.993
18,2025-01-10 18:29:11.226,24.775
12,2025-01-10 18:21:35.269,13.088
15,2025-01-10 18:16:06.741,18.933
9,2025-01-10 18:13:05.66,15.303
24,2025-01-10 18:11:38.548,14.193
3,2025-01-10 18:10:11.595,12.244
2,2025-01-10 18:06:57.172,17.216
23,2025-01-10 18:06:35.318,11.807
13,2025-01-10 18:05:40.678,15.63
21,2025-01-10 18:03:30.258,17.168
13,2025-01-10 18:03:16.063,17.066
28,2025-01-10 18:00:23.45,14.153
18,2025-01-10 17:59:11.215,19.748
25,2025-01-10 17:58:28.137,21.409
21,2025-01-10 17:58:04.831,16.86
27,2025-01-10 17:54:16.565,20.72
25,2025-01-10 17:52:24.828,23.579
12,2025-01-10 17:51:35.287,15.221
15,2025-01-10 17:46:06.723,13.843
1,2025-01-10 17:44:30.005,17.387
9,2025-01-10 17:43:05.672,8.63
24,2025-01-10 17:41:38.521,10.234
3,2025-01-10 17:40:11.594,14.246
2,2025-01-10 17:36:57.297,20.196
23,2025-01-10 17:36:35.272,17.306
13,2025-01-10 17:35:40.604,17.066
21,2025-01-10 17:33:30.326,16.86
28,2025-01-10 17:30:23.379,23.684
18,2025-01-10 17:29:11.175,21.423
25,2025-01-10 17:28:27.998,23.579
30,2025-01-10 17:26:02.989,17.191
12,2025-01-10 17:21:35.314,16.745
15,2025-01-10 17:16:06.837,14.684
9,2025-01-10 17:13:05.683,15.551
24,2025-01-10 17:11:38.56,13.351
3,2025-01-10 17:10:11.572,14.704
30,2025-01-10 17:08:52.108,26.382
23,2025-01-10 17:06:35.226,19.108
13,2025-01-10 17:05:40.542,21.991
21,2025-01-10 17:03:23.174,25.553
28,2025-01-10 17:00:23.335,26.797
18,2025-01-10 16:59:11.203,22.944
25,2025-01-10 16:58:28.001,18.215
12,2025-01-10 16:51:35.319,24.399
15,2025-01-10 16:46:06.769,15.317
9,2025-01-10 16:43:05.681,13.226
24,2025-01-10 16:41:38.535,15.703
3,2025-01-10 16:40:11.564,9.004
30,2025-01-10 16:39:06.848,27.863
23,2025-01-10 16:36:42.171,15.856
13,2025-01-10 16:35:40.471,21.003
21,2025-01-10 16:33:23.238,21.417
12,2025-01-10 16:31:51.573,28.796
28,2025-01-10 16:30:30.29,26.944
18,2025-01-10 16:29:11.136,24.157
25,2025-01-10 16:28:28.041,18.344
27,2025-01-10 16:26:34.711,16.169
27,2025-01-10 16:24:23.444,16.169
20,2025-01-10 16:21:39.077,17.871
12,2025-01-10 16:21:35.342,28.796
18,2025-01-10 16:21:06.619,25.182
7,2025-01-10 16:16:46.386,26.591
9,2025-01-10 16:13:05.68,17.863
24,2025-01-10 16:11:38.547,14.522
3,2025-01-10 16:10:11.552,13.414
23,2025-01-10 16:06:35.169,26.452
13,2025-01-10 16:05:40.383,19.728
19,2025-01-10 16:05:33.088,19.76
21,2025-01-10 16:03:30.104,17.012
28,2025-01-10 16:00:23.222,23.329
18,2025-01-10 15:59:11.113,25.182
27,2025-01-10 15:54:30.472,25.488
20,2025-01-10 15:51:39.072,15.475
12,2025-01-10 15:51:35.331,26.766
15,2025-01-10 15:46:06.88,28.197
24,2025-01-10 15:44:41.825,12.676
9,2025-01-10 15:43:05.662,16.738
24,2025-01-10 15:41:38.564,12.676
3,2025-01-10 15:40:11.541,13.178
8,2025-01-10 15:37:04.212,23.963
2,2025-01-10 15:36:57.317,17.145
23,2025-01-10 15:36:35.079,14.299
13,2025-01-10 15:35:40.31,27.665
23,2025-01-10 15:34:48.801,23.638
21,2025-01-10 15:33:23.068,18.846
28,2025-01-10 15:30:23.161,17.413
18,2025-01-10 15:29:11.099,24.65
27,2025-01-10 15:24:23.431,17.377
20,2025-01-10 15:21:39.053,15.286
12,2025-01-10 15:21:35.286,21.311
7,2025-01-10 15:16:46.279,23.31
15,2025-01-10 15:16:06.87,21.125
30,2025-01-10 15:15:07.463,24.344
1,2025-01-10 15:14:29.899,30.165
9,2025-01-10 15:13:05.646,14.752
24,2025-01-10 15:11:38.578,14.593
28,2025-01-10 15:10:44.084,15.129
3,2025-01-10 15:10:11.527,24.526
2,2025-01-10 15:06:57.359,13.318
23,2025-01-10 15:06:35.057,23.638
13,2025-01-10 15:05:40.214,24.473
21,2025-01-10 15:03:23.011,23.073
28,2025-01-10 15:00:30.127,15.129
18,2025-01-10 14:59:11.058,25.743
25,2025-01-10 14:58:27.971,24.578
27,2025-01-10 14:54:23.425,22.93
20,2025-01-10 14:51:39.1,16.241
12,2025-01-10 14:51:35.29,26.212
21,2025-01-10 14:48:20.184,24.056
7,2025-01-10 14:46:46.264,21.356
30,2025-01-10 14:45:31.84,20.211
1,2025-01-10 14:44:29.956,23.796
9,2025-01-10 14:43:05.64,15.502
24,2025-01-10 14:41:38.577,17.802
3,2025-01-10 14:40:11.547,27.188
8,2025-01-10 14:37:04.135,21.825
2,2025-01-10 14:36:57.387,15.529
23,2025-01-10 14:36:35.004,21.514
13,2025-01-10 14:35:40.115,28.754
25,2025-01-10 14:33:57.289,22.557
21,2025-01-10 14:33:23.057,24.056
28,2025-01-10 14:30:30.093,19.493
18,2025-01-10 14:29:11.026,20.717
20,2025-01-10 14:28:51.69,18.492
25,2025-01-10 14:28:27.935,22.557
27,2025-01-10 14:24:23.361,16.662
20,2025-01-10 14:21:39.061,18.492
12,2025-01-10 14:21:35.302,20.535
7,2025-01-10 14:16:46.28,25.275
9,2025-01-10 14:13:05.344,19.654
24,2025-01-10 14:11:38.776,17.335
3,2025-01-10 14:10:02.881,14.632
8,2025-01-10 14:07:04.098,21.204
2,2025-01-10 14:06:57.376,12.281
23,2025-01-10 14:06:34.973,22.942
13,2025-01-10 14:05:40.002,21.353
21,2025-01-10 14:03:29.901,27.405
28,2025-01-10 14:00:30.035,24.175
18,2025-01-10 13:59:10.982,16.411
27,2025-01-10 13:54:23.32,21.121
20,2025-01-10 13:51:39.069,22.302
12,2025-01-10 13:51:35.294,29.305
9,2025-01-10 13:43:12.609,11.464
24,2025-01-10 13:41:38.661,24.18
3,2025-01-10 13:40:02.867,15.518
2,2025-01-10 13:36:57.376,17.517
23,2025-01-10 13:36:34.888,24.771
13,2025-01-10 13:35:39.885,24.233
21,2025-01-10 13:33:22.836,22.669
28,2025-01-10 13:30:30.41,22.124
18,2025-01-10 13:29:10.96,21.049
25,2025-01-10 13:28:27.972,22.335
27,2025-01-10 13:24:23.312,19.211
20,2025-01-10 13:21:39.049,15.136
12,2025-01-10 13:21:35.236,29.618
9,2025-01-10 13:13:12.588,13.733
24,2025-01-10 13:11:38.625,12.949
3,2025-01-10 13:10:02.868,14.062
12,2025-01-10 13:09:55.338,28.498
27,2025-01-10 13:08:42.061,17.223
18,2025-01-10 13:07:48.753,19.872
2,2025-01-10 13:06:57.405,12.191
12,2025-01-10 13:06:38.667,28.498
23,2025-01-10 13:06:35.255,32.792
13,2025-01-10 13:05:39.757,24.417
21,2025-01-10 13:03:22.719,23.403
28,2025-01-10 13:00:30.279,25.925
18,2025-01-10 12:59:10.929,19.872
20,2025-01-10 12:51:39.044,8.079
12,2025-01-10 12:51:26.89,28.498
15,2025-01-10 12:46:06.972,13.656
1,2025-01-10 12:44:30.073,19.551
9,2025-01-10 12:43:12.539,10.167
24,2025-01-10 12:41:38.65,10.425
3,2025-01-10 12:40:02.828,12.095
8,2025-01-10 12:37:04.594,26.52
2,2025-01-10 12:36:57.374,9.164
23,2025-01-10 12:36:35.235,19.396
13,2025-01-10 12:35:39.628,18.666
21,2025-01-10 12:33:22.714,19.002
28,2025-01-10 12:30:37.209,20.919
30,2025-01-10 12:30:15.596,24.148
18,2025-01-10 12:29:10.819,14.745
25,2025-01-10 12:28:27.877,21.118
27,2025-01-10 12:24:23.235,15.563
23,2025-01-10 12:23:54.016,16.735
20,2025-01-10 12:21:39.036,13.204
24,2025-01-10 12:20:38.464,9.008
15,2025-01-10 12:19:06.938,13.375
1,2025-01-10 12:14:29.743,27.482
9,2025-01-10 12:13:19.528,8.919
24,2025-01-10 12:11:38.628,9.008
3,2025-01-10 12:10:02.815,10.668
8,2025-01-10 12:08:53.467,20.215
2,2025-01-10 12:06:57.41,11.284
23,2025-01-10 12:06:35.127,16.735
13,2025-01-10 12:05:39.501,15.295
21,2025-01-10 12:03:22.581,23.77
12,2025-01-10 12:02:53.368,32.097
28,2025-01-10 12:00:30.168,18.345
18,2025-01-10 11:59:10.749,17.746
27,2025-01-10 11:54:30.22,21.091
20,2025-01-10 11:51:39.022,20.658
28,2025-01-10 11:47:53.15,15.294
28,2025-01-10 11:46:36.029,15.294
1,2025-01-10 11:44:29.997,24.583
9,2025-01-10 11:43:19.904,7.061
24,2025-01-10 11:41:38.657,11.102
3,2025-01-10 11:40:02.781,13.66
21,2025-01-10 11:38:40.385,20.353
2,2025-01-10 11:36:57.404,16.036
23,2025-01-10 11:36:35.067,18.56
13,2025-01-10 11:35:39.812,19.227
21,2025-01-10 11:33:36.4,20.353
12,2025-01-10 11:32:53.331,16.178
28,2025-01-10 11:30:14.483,15.294
18,2025-01-10 11:29:11.145,13.236
27,2025-01-10 11:24:30.211,17.368
13,2025-01-10 11:24:07.083,16.854
20,2025-01-10 11:21:30.484,21.661
9,2025-01-10 11:13:19.923,9.38
24,2025-01-10 11:11:38.65,13.428
3,2025-01-10 11:10:02.733,14.876
2,2025-01-10 11:06:57.456,13.592
23,2025-01-10 11:06:35.071,23.457
13,2025-01-10 11:05:39.684,16.854
21,2025-01-10 11:03:22.258,23.661
12,2025-01-10 11:02:53.293,24.506
28,2025-01-10 11:00:14.338,18.647
18,2025-01-10 10:59:11.098,13.475
25,2025-01-10 10:58:27.899,10.622
27,2025-01-10 10:54:23.1,15.498
30,2025-01-10 10:53:17.548,11.11
20,2025-01-10 10:51:38.979,15.633
1,2025-01-10 10:44:29.935,19.263
9,2025-01-10 10:43:05.843,10.388
24,2025-01-10 10:41:38.621,15.035
3,2025-01-10 10:40:02.737,10.019
2,2025-01-10 10:36:57.429,24.356
23,2025-01-10 10:36:34.935,16.762
13,2025-01-10 10:35:39.557,14.568
21,2025-01-10 10:33:22.193,19.984
12,2025-01-10 10:32:53.272,31.626
28,2025-01-10 10:30:07.307,17.809
18,2025-01-10 10:29:11.011,18.894
27,2025-01-10 10:24:23.202,23.188
20,2025-01-10 10:21:38.93,12.861
7,2025-01-10 10:16:46.397,14.524
15,2025-01-10 10:16:06.999,19.726
9,2025-01-10 10:13:05.777,12.455
24,2025-01-10 10:11:38.611,13.52
3,2025-01-10 10:10:02.698,11.711
2,2025-01-10 10:06:57.422,11.797
23,2025-01-10 10:06:34.87,14.096
18,2025-01-10 10:06:30.752,21.314
13,2025-01-10 10:05:39.432,16.556
21,2025-01-10 10:03:22.065,19.756
12,2025-01-10 10:02:53.216,18.654
28,2025-01-10 10:00:07.22,12.541
18,2025-01-10 09:59:10.94,21.314
25,2025-01-10 09:58:27.718,14.818
27,2025-01-10 09:53:09.131,13.436
20,2025-01-10 09:51:38.936,13.168
15,2025-01-10 09:46:06.963,19.304
1,2025-01-10 09:44:29.865,11.446
9,2025-01-10 09:43:05.799,11.012
24,2025-01-10 09:41:38.612,12.01
3,2025-01-10 09:40:02.687,13.267
8,2025-01-10 09:37:04.45,16.12
23,2025-01-10 09:36:34.819,15.815
13,2025-01-10 09:35:38.871,13.648
21,2025-01-10 09:33:21.95,18.543
12,2025-01-10 09:32:53.208,15.843
28,2025-01-10 09:30:14.141,16.426
18,2025-01-10 09:29:10.448,20.62
25,2025-01-10 09:28:27.683,20.225
30,2025-01-10 09:26:53.157,12.143
27,2025-01-10 09:24:30.001,13.436
20,2025-01-10 09:21:38.92,17.288
24,2025-01-10 09:19:27.96,13.738
30,2025-01-10 09:18:45.429,12.143
23,2025-01-10 09:18:28.299,10.769
1,2025-01-10 09:14:29.702,12.905
9,2025-01-10 09:13:05.74,7.468
24,2025-01-10 09:11:38.701,13.738
3,2025-01-10 09:10:02.697,15.722
30,2025-01-10 09:08:14.656,10.839
8,2025-01-10 09:07:04.336,11.975
2,2025-01-10 09:06:57.477,18.053
23,2025-01-10 09:06:34.764,10.769
13,2025-01-10 09:05:38.74,15.525
21,2025-01-10 09:03:21.85,26.165
