"device_number","time","value"
2,2025-01-08 16:37:04.276,0.573
23,2025-01-08 16:36:31.24,5.064
13,2025-01-08 16:35:32.323,5.512
12,2025-01-08 16:35:10.437,0.846
24,2025-01-08 16:33:34.532,1.513
21,2025-01-08 16:32:43.654,1.402
27,2025-01-08 16:31:43.023,4.284
18,2025-01-08 16:29:08.54,0.611
25,2025-01-08 16:28:27.034,3.39
28,2025-01-08 16:27:37.771,1.585
12,2025-01-08 16:24:47.99,0.846
20,2025-01-08 16:22:41.743,0.919
7,2025-01-08 16:16:44.385,1.03
9,2025-01-08 16:13:04.27,0
3,2025-01-08 16:10:10.04,0.983
2,2025-01-08 16:06:50.273,0
23,2025-01-08 16:06:31.21,3.653
13,2025-01-08 16:05:32.268,1.761
24,2025-01-08 16:03:27.564,2.22
21,2025-01-08 16:02:43.394,1.719
18,2025-01-08 15:59:08.506,2.945
28,2025-01-08 15:57:37.599,4.187
12,2025-01-08 15:54:47.992,1.472
19,2025-01-08 15:53:32.716,0.648
20,2025-01-08 15:52:41.692,0.902
30,2025-01-08 15:51:06.47,0
15,2025-01-08 15:46:08.238,2.403
9,2025-01-08 15:43:04.279,1.752
3,2025-01-08 15:40:10.034,3.162
18,2025-01-08 15:37:31.91,2.856
2,2025-01-08 15:36:50.326,4.436
23,2025-01-08 15:36:31.167,9.737
13,2025-01-08 15:35:32.202,14.383
24,2025-01-08 15:33:34.577,3.088
27,2025-01-08 15:31:43.072,1.545
18,2025-01-08 15:29:08.497,2.856
28,2025-01-08 15:27:37.534,1.588
12,2025-01-08 15:24:48.02,1.873
20,2025-01-08 15:22:41.758,3.198
9,2025-01-08 15:13:04.256,1.62
3,2025-01-08 15:10:10.019,1.839
21,2025-01-08 15:08:52.823,4.783
8,2025-01-08 15:07:03.789,1.803
2,2025-01-08 15:06:50.356,0.659
23,2025-01-08 15:06:31.182,46.273
13,2025-01-08 15:05:32.142,3.653
24,2025-01-08 15:03:27.548,0.49
21,2025-01-08 15:02:43.346,4.783
23,2025-01-08 15:00:55.777,0.716
18,2025-01-08 14:59:08.486,10.002
30,2025-01-08 14:58:38.12,1.125
28,2025-01-08 14:57:37.534,2.024
12,2025-01-08 14:54:48.048,1.349
19,2025-01-08 14:53:32.696,0.619
20,2025-01-08 14:52:41.729,2.707
24,2025-01-08 14:49:43.882,1.898
7,2025-01-08 14:46:44.331,0.896
9,2025-01-08 14:43:04.264,4.501
3,2025-01-08 14:40:10.011,2.766
2,2025-01-08 14:36:50.317,0.621
13,2025-01-08 14:36:44.825,2.211
23,2025-01-08 14:36:31.103,0.716
13,2025-01-08 14:35:32.099,2.211
24,2025-01-08 14:33:27.565,1.898
15,2025-01-08 14:30:05.777,0.697
18,2025-01-08 14:29:08.169,1.896
25,2025-01-08 14:28:27.06,1.691
28,2025-01-08 14:27:37.442,7.973
12,2025-01-08 14:24:48.035,0.665
30,2025-01-08 14:16:37.284,0.995
9,2025-01-08 14:13:04.208,6.224
3,2025-01-08 14:10:09.992,0.784
2,2025-01-08 14:06:50.371,1.446
23,2025-01-08 14:06:31.064,5.336
13,2025-01-08 14:05:32.008,0.559
24,2025-01-08 14:03:27.581,1.413
21,2025-01-08 14:02:43.29,7.084
27,2025-01-08 14:01:42.942,3.092
18,2025-01-08 13:59:08.433,1.929
28,2025-01-08 13:57:37.415,4.472
12,2025-01-08 13:54:48.028,0.644
7,2025-01-08 13:46:55.35,1.3
1,2025-01-08 13:44:27.009,0.598
9,2025-01-08 13:43:04.194,2.049
3,2025-01-08 13:40:09.979,4.27
2,2025-01-08 13:36:50.385,0.61
23,2025-01-08 13:36:31.019,5.26
13,2025-01-08 13:35:31.944,2.013
30,2025-01-08 13:34:38.703,1.99
24,2025-01-08 13:33:27.586,1.164
27,2025-01-08 13:31:42.939,1.351
18,2025-01-08 13:29:08.374,3.891
28,2025-01-08 13:27:37.365,2.979
12,2025-01-08 13:24:48.024,0.678
19,2025-01-08 13:23:32.639,2.144
12,2025-01-08 13:18:44.896,4.093
7,2025-01-08 13:16:44.304,5.411
15,2025-01-08 13:16:08.331,3.408
9,2025-01-08 13:13:04.183,3.573
3,2025-01-08 13:10:09.995,2.356
8,2025-01-08 13:07:03.866,1.313
2,2025-01-08 13:06:57.435,6.876
13,2025-01-08 13:05:31.86,0.557
24,2025-01-08 13:03:27.597,1.76
21,2025-01-08 13:02:43.256,8.534
27,2025-01-08 13:01:42.948,1.142
18,2025-01-08 12:59:08.349,3.793
28,2025-01-08 12:58:09.042,1.816
25,2025-01-08 12:58:03.024,8.037
28,2025-01-08 12:57:00.971,2.452
12,2025-01-08 12:54:48.029,4.093
19,2025-01-08 12:53:32.623,1.969
15,2025-01-08 12:46:08.331,0.634
1,2025-01-08 12:44:26.936,0.738
9,2025-01-08 12:43:04.244,3.845
3,2025-01-08 12:40:09.972,2.326
18,2025-01-08 12:37:08.115,0.603
8,2025-01-08 12:37:03.853,2.952
2,2025-01-08 12:36:50.403,1.912
23,2025-01-08 12:36:30.959,0.712
13,2025-01-08 12:35:31.786,1.026
24,2025-01-08 12:33:27.609,1.539
21,2025-01-08 12:32:43.212,5.009
27,2025-01-08 12:31:42.867,1.101
19,2025-01-08 12:30:06.818,1.24
18,2025-01-08 12:29:08.314,0.603
28,2025-01-08 12:27:14.593,2.452
12,2025-01-08 12:24:48.018,0.846
7,2025-01-08 12:16:44.246,0.811
15,2025-01-08 12:16:08.363,2.049
9,2025-01-08 12:13:04.224,3.999
3,2025-01-08 12:10:09.95,2.357
2,2025-01-08 12:06:50.452,2.954
23,2025-01-08 12:06:30.941,0.669
13,2025-01-08 12:05:31.715,2.479
24,2025-01-08 12:03:27.618,1.32
21,2025-01-08 12:02:43.142,1.13
27,2025-01-08 12:01:42.847,1.598
18,2025-01-08 11:59:08.294,1.31
25,2025-01-08 11:58:03.002,1.904
28,2025-01-08 11:57:21.561,3.338
12,2025-01-08 11:54:48.023,2.433
21,2025-01-08 11:52:23.435,2.436
7,2025-01-08 11:46:44.252,0.564
24,2025-01-08 11:43:59.512,1.321
23,2025-01-08 11:43:35.021,1.495
9,2025-01-08 11:43:04.226,0
3,2025-01-08 11:40:09.948,0.798
2,2025-01-08 11:36:59.067,1.76
23,2025-01-08 11:36:30.874,1.495
13,2025-01-08 11:35:31.66,2.33
24,2025-01-08 11:33:27.719,1.321
21,2025-01-08 11:32:43.14,2.436
27,2025-01-08 11:31:42.866,6.808
18,2025-01-08 11:29:08.259,2.537
28,2025-01-08 11:27:23.117,0.804
12,2025-01-08 11:24:47.985,1.415
19,2025-01-08 11:23:32.422,3.252
15,2025-01-08 11:17:59.419,0.856
7,2025-01-08 11:16:44.369,1.325
15,2025-01-08 11:16:08.393,0.856
13,2025-01-08 11:14:33.798,1.542
9,2025-01-08 11:13:04.18,1.023
3,2025-01-08 11:10:09.951,1.208
30,2025-01-08 11:09:36.881,1.626
30,2025-01-08 11:08:14.692,5.016
2,2025-01-08 11:06:57.588,1.225
23,2025-01-08 11:06:30.842,0.799
20,2025-01-08 11:05:50.028,0.74
13,2025-01-08 11:05:30.066,1.542
24,2025-01-08 11:03:27.716,2.779
21,2025-01-08 11:02:43.096,1.482
27,2025-01-08 11:01:42.842,1.864
18,2025-01-08 10:59:08.221,3.696
30,2025-01-08 10:59:06.953,5.016
25,2025-01-08 10:58:03.017,0.791
28,2025-01-08 10:57:23.045,1.248
12,2025-01-08 10:54:48.025,0.982
20,2025-01-08 10:52:41.784,0.74
7,2025-01-08 10:46:44.232,1.23
15,2025-01-08 10:46:08.408,1.459
9,2025-01-08 10:43:04.188,1.538
3,2025-01-08 10:40:09.895,12.146
30,2025-01-08 10:38:07.123,1.213
2,2025-01-08 10:36:59.13,1.442
23,2025-01-08 10:36:30.8,1.181
13,2025-01-08 10:35:31.497,1.741
30,2025-01-08 10:35:05.973,2.444
24,2025-01-08 10:33:27.71,0.852
27,2025-01-08 10:31:42.828,2.026
18,2025-01-08 10:29:08.2,2.883
25,2025-01-08 10:28:02.908,1.084
30,2025-01-08 10:27:37.226,2.444
28,2025-01-08 10:27:22.989,2.917
12,2025-01-08 10:24:48.029,6.475
20,2025-01-08 10:22:41.789,0.969
30,2025-01-08 10:17:07.357,1.481
7,2025-01-08 10:16:44.368,1.473
15,2025-01-08 10:16:08.438,2.671
9,2025-01-08 10:13:04.149,1.296
3,2025-01-08 10:10:09.902,0.814
23,2025-01-08 10:06:30.759,1.861
25,2025-01-08 10:05:43.096,3.144
13,2025-01-08 10:05:31.425,1.049
24,2025-01-08 10:03:27.735,0.997
21,2025-01-08 10:02:43.023,1.859
27,2025-01-08 10:01:42.805,2.504
18,2025-01-08 09:59:08.187,1.904
28,2025-01-08 09:57:29.939,1.693
12,2025-01-08 09:54:39.675,0.823
20,2025-01-08 09:52:41.799,1.311
7,2025-01-08 09:46:44.208,4.471
30,2025-01-08 09:45:37.524,0.539
9,2025-01-08 09:43:04.152,5.614
3,2025-01-08 09:40:09.582,1.196
2,2025-01-08 09:36:59.248,1.456
23,2025-01-08 09:36:30.739,3.856
13,2025-01-08 09:35:31.348,0.846
30,2025-01-08 09:35:06.061,1.191
24,2025-01-08 09:33:27.739,1.119
21,2025-01-08 09:32:42.969,2.444
27,2025-01-08 09:31:42.784,2.377
28,2025-01-08 09:30:19.242,2.312
18,2025-01-08 09:29:08.127,2.412
25,2025-01-08 09:28:02.938,0.612
28,2025-01-08 09:27:29.886,2.312
18,2025-01-08 09:23:44.261,0.559
7,2025-01-08 09:16:44.196,1.753
15,2025-01-08 09:16:08.532,4.128
9,2025-01-08 09:13:04.14,0
3,2025-01-08 09:10:09.881,2.178
27,2025-01-08 09:07:43.421,2.61
12,2025-01-08 09:07:40.436,1.082
23,2025-01-08 09:06:30.719,0.992
13,2025-01-08 09:05:31.282,1.988
30,2025-01-08 09:03:37.975,0.888
21,2025-01-08 09:02:42.891,2.399
12,2025-01-08 09:01:58.751,0.813
18,2025-01-08 08:59:08.109,0.559
28,2025-01-08 08:57:29.848,2.661
12,2025-01-08 08:57:27.869,0.813
12,2025-01-08 08:54:15.167,1.457
30,2025-01-08 08:53:06.526,4.36
20,2025-01-08 08:52:41.832,5.55
7,2025-01-08 08:46:44.188,1.21
15,2025-01-08 08:46:08.524,2.979
12,2025-01-08 08:43:41.357,1.457
9,2025-01-08 08:43:04.111,1.413
3,2025-01-08 08:40:09.854,4.492
30,2025-01-08 08:36:33.988,1.185
23,2025-01-08 08:36:30.681,0.682
13,2025-01-08 08:35:31.207,2.386
24,2025-01-08 08:33:27.807,0.963
21,2025-01-08 08:32:42.858,5.758
30,2025-01-08 08:32:08.225,1.185
27,2025-01-08 08:31:42.767,1.833
18,2025-01-08 08:29:08.092,1.573
28,2025-01-08 08:27:36.799,2.09
24,2025-01-08 08:26:44.251,2.007
21,2025-01-08 08:25:44.15,1.041
19,2025-01-08 08:23:32.258,1.187
20,2025-01-08 08:22:41.862,1.42
23,2025-01-08 08:21:58.265,0.757
30,2025-01-08 08:21:38.351,1.597
30,2025-01-08 08:20:30.059,2.24
7,2025-01-08 08:16:44.219,1.619
15,2025-01-08 08:16:08.505,0.93
9,2025-01-08 08:13:04.281,2.02
30,2025-01-08 08:11:08.461,2.24
3,2025-01-08 08:10:09.84,3.071
15,2025-01-08 08:08:52.125,2.111
2,2025-01-08 08:06:59.244,1.122
23,2025-01-08 08:06:30.632,0.757
13,2025-01-08 08:05:31.144,3.043
24,2025-01-08 08:03:27.807,2.007
12,2025-01-08 08:03:01.141,2.83
21,2025-01-08 08:02:42.856,1.041
27,2025-01-08 08:01:42.769,1.948
30,2025-01-08 08:00:38.527,1.14
18,2025-01-08 07:59:08.045,1.121
28,2025-01-08 07:57:36.759,3.401
30,2025-01-08 07:50:08.617,0.871
7,2025-01-08 07:46:44.144,0.569
9,2025-01-08 07:43:04.115,1.343
3,2025-01-08 07:40:09.833,1.38
30,2025-01-08 07:39:37.508,1.344
2,2025-01-08 07:38:55.263,0.901
30,2025-01-08 07:38:50.379,0.969
2,2025-01-08 07:36:59.132,0.901
23,2025-01-08 07:36:38.932,0.647
13,2025-01-08 07:35:31.077,1.584
24,2025-01-08 07:33:27.804,1.722
12,2025-01-08 07:33:01.143,1.025
21,2025-01-08 07:32:42.788,0.759
27,2025-01-08 07:31:42.726,3.236
30,2025-01-08 07:29:08.737,0.969
18,2025-01-08 07:29:08.01,1.477
28,2025-01-08 07:27:36.724,1.763
30,2025-01-08 07:18:38.854,0.582
15,2025-01-08 07:16:08.632,0.96
9,2025-01-08 07:13:04.114,0.912
30,2025-01-08 07:13:03.331,2.61
3,2025-01-08 07:10:09.84,2.676
30,2025-01-08 07:08:08.916,2.61
23,2025-01-08 07:06:39.203,2.039
24,2025-01-08 07:03:38.829,0.556
12,2025-01-08 07:03:01.14,2.065
21,2025-01-08 07:02:42.745,3.514
27,2025-01-08 07:01:42.697,1.806
18,2025-01-08 06:59:08.002,1.823
25,2025-01-08 06:58:02.854,2.361
28,2025-01-08 06:57:36.678,1.582
25,2025-01-08 06:52:05.608,1.553
30,2025-01-08 06:47:09.111,1.11
7,2025-01-08 06:46:44.136,3.437
9,2025-01-08 06:43:04.1,1.005
3,2025-01-08 06:40:09.815,3.424
2,2025-01-08 06:36:59.147,2.652
23,2025-01-08 06:36:39.147,8.977
24,2025-01-08 06:33:27.831,1.597
12,2025-01-08 06:33:01.144,2.005
21,2025-01-08 06:32:42.665,1.326
27,2025-01-08 06:31:53.645,1.742
18,2025-01-08 06:29:07.935,7.602
28,2025-01-08 06:27:36.61,2.359
30,2025-01-08 06:26:06.567,0.846
20,2025-01-08 06:22:41.909,2.214
7,2025-01-08 06:16:44.126,1.278
30,2025-01-08 06:15:36.635,3.725
9,2025-01-08 06:13:04.056,1.095
18,2025-01-08 06:10:57.409,2.896
3,2025-01-08 06:10:09.832,2.89
28,2025-01-08 06:08:18.378,7.831
2,2025-01-08 06:06:59.284,1.235
23,2025-01-08 06:06:39.083,8.016
13,2025-01-08 06:05:30.848,0.707
24,2025-01-08 06:03:27.839,3.473
12,2025-01-08 06:03:01.135,5.589
21,2025-01-08 06:02:42.647,2.055
27,2025-01-08 06:01:42.682,1.076
18,2025-01-08 05:59:07.886,2.896
25,2025-01-08 05:58:02.861,5.582
28,2025-01-08 05:57:36.554,7.831
30,2025-01-08 05:54:39.707,6.862
27,2025-01-08 05:53:53.826,0.838
20,2025-01-08 05:52:41.877,1.348
7,2025-01-08 05:46:44.123,5.638
15,2025-01-08 05:46:08.631,0.944
9,2025-01-08 05:43:04.102,2.652
3,2025-01-08 05:40:09.802,1.102
2,2025-01-08 05:36:59.207,1.166
23,2025-01-08 05:36:39.075,3.128
13,2025-01-08 05:35:30.68,5.116
24,2025-01-08 05:33:27.857,0.817
12,2025-01-08 05:33:01.26,6.874
18,2025-01-08 05:29:07.884,7.803
28,2025-01-08 05:27:36.54,3.601
21,2025-01-08 05:24:34.682,3.597
19,2025-01-08 05:23:32.137,6.84
30,2025-01-08 05:23:08.731,3.439
20,2025-01-08 05:22:41.905,1.48
24,2025-01-08 05:18:47.91,5.857
7,2025-01-08 05:16:44.066,6.141
15,2025-01-08 05:16:08.693,2.038
9,2025-01-08 05:13:04.102,2.645
3,2025-01-08 05:10:09.79,2.285
2,2025-01-08 05:06:59.268,1.718
23,2025-01-08 05:06:39.017,4.998
24,2025-01-08 05:03:27.873,5.857
21,2025-01-08 05:02:42.459,3.597
30,2025-01-08 05:02:10.056,4.204
27,2025-01-08 05:01:42.628,7.976
23,2025-01-08 04:59:47.619,3.757
18,2025-01-08 04:59:07.832,6.163
28,2025-01-08 04:57:36.469,5.058
20,2025-01-08 04:52:41.601,2.088
30,2025-01-08 04:51:40.144,4.689
12,2025-01-08 04:50:40.324,2.983
7,2025-01-08 04:46:44.082,4.7
1,2025-01-08 04:44:26.527,7.743
9,2025-01-08 04:43:04.081,2.514
30,2025-01-08 04:41:10.197,3.195
3,2025-01-08 04:40:09.793,2.292
12,2025-01-08 04:37:30.989,2.983
2,2025-01-08 04:36:59.242,2.329
23,2025-01-08 04:36:38.963,3.757
24,2025-01-08 04:33:27.931,3.929
21,2025-01-08 04:32:42.381,5.544
18,2025-01-08 04:29:07.808,7.897
25,2025-01-08 04:28:02.901,4.427
28,2025-01-08 04:27:36.432,6.652
30,2025-01-08 04:24:24.19,4.099
20,2025-01-08 04:22:41.919,4.554
15,2025-01-08 04:16:08.71,3.336
1,2025-01-08 04:14:26.531,13.126
9,2025-01-08 04:13:04.076,1.615
3,2025-01-08 04:10:09.777,3.032
12,2025-01-08 04:07:30.984,4.124
23,2025-01-08 04:06:38.961,4.386
24,2025-01-08 04:03:27.937,5.663
21,2025-01-08 04:02:42.316,8.537
27,2025-01-08 04:01:42.597,2.995
18,2025-01-08 03:59:07.753,7.573
25,2025-01-08 03:58:02.791,9.411
28,2025-01-08 03:57:36.366,9.917
19,2025-01-08 03:53:31.961,2.941
20,2025-01-08 03:52:41.925,4.774
15,2025-01-08 03:46:08.792,5.005
9,2025-01-08 03:43:04.018,1.384
3,2025-01-08 03:40:09.773,5.767
12,2025-01-08 03:37:30.967,3.12
23,2025-01-08 03:36:38.864,3.725
24,2025-01-08 03:33:27.934,5.066
21,2025-01-08 03:32:42.207,7.039
30,2025-01-08 03:31:54.563,3.985
27,2025-01-08 03:31:41.068,5.27
18,2025-01-08 03:29:07.717,4.512
28,2025-01-08 03:27:36.324,3.81
20,2025-01-08 03:22:41.92,6.606
30,2025-01-08 03:21:24.809,5.36
7,2025-01-08 03:16:44.091,2.618
15,2025-01-08 03:16:08.789,2.848
9,2025-01-08 03:13:04.06,3.072
30,2025-01-08 03:10:54.916,4.115
3,2025-01-08 03:10:09.789,0.899
18,2025-01-08 03:08:26.567,7.418
12,2025-01-08 03:07:30.936,5.414
23,2025-01-08 03:06:38.826,3.344
13,2025-01-08 03:05:30.343,11.83
30,2025-01-08 03:03:40.263,5.917
24,2025-01-08 03:03:27.922,4.077
21,2025-01-08 03:02:42.185,4.355
18,2025-01-08 02:59:07.687,7.418
25,2025-01-08 02:58:02.764,3.081
28,2025-01-08 02:57:36.229,10.328
30,2025-01-08 02:53:10.464,6.59
20,2025-01-08 02:52:41.947,1.409
27,2025-01-08 02:47:25.33,7.146
7,2025-01-08 02:46:44.046,5.634
9,2025-01-08 02:43:04.065,2.65
3,2025-01-08 02:40:09.775,2.111
28,2025-01-08 02:39:16.548,5.332
12,2025-01-08 02:37:30.905,5.333
23,2025-01-08 02:36:38.789,2.756
24,2025-01-08 02:33:27.952,1.707
21,2025-01-08 02:32:42.143,4.619
27,2025-01-08 02:31:42.575,7.146
18,2025-01-08 02:29:07.661,3.24
28,2025-01-08 02:27:36.196,5.332
20,2025-01-08 02:22:41.987,5.022
30,2025-01-08 02:21:40.827,4.387
15,2025-01-08 02:16:08.877,4.674
9,2025-01-08 02:13:04.048,2.203
3,2025-01-08 02:10:09.751,2.052
12,2025-01-08 02:07:31.115,4.247
2,2025-01-08 02:06:59.379,4.033
23,2025-01-08 02:06:38.752,3.679
24,2025-01-08 02:03:28.053,2.522
21,2025-01-08 02:02:42.131,8.451
27,2025-01-08 02:01:42.986,3.765
30,2025-01-08 02:00:41.004,4.703
21,2025-01-08 01:59:58.996,1.824
18,2025-01-08 01:59:07.611,4.633
25,2025-01-08 01:58:02.737,4.932
28,2025-01-08 01:57:36.166,3.224
23,2025-01-08 01:56:02.731,1.231
24,2025-01-08 01:54:01.636,3.628
20,2025-01-08 01:52:42.013,2.192
15,2025-01-08 01:47:59.391,6.031
7,2025-01-08 01:46:44.028,13.953
30,2025-01-08 01:43:27.771,4.878
9,2025-01-08 01:43:04.027,2.66
3,2025-01-08 01:40:09.745,2.004
2,2025-01-08 01:36:59.419,1.819
23,2025-01-08 01:36:38.729,1.231
13,2025-01-08 01:35:30.098,4.452
24,2025-01-08 01:33:28.105,3.628
27,2025-01-08 01:31:42.523,3.765
18,2025-01-08 01:29:07.658,7.106
25,2025-01-08 01:28:02.695,2.68
28,2025-01-08 01:27:36.109,4.394
30,2025-01-08 01:23:46.083,5.839
20,2025-01-08 01:22:42.032,5.585
20,2025-01-08 01:21:27.226,1.475
13,2025-01-08 01:17:25.089,1.435
7,2025-01-08 01:16:43.981,2.753
9,2025-01-08 01:13:04.002,0.569
3,2025-01-08 01:10:09.739,0.97
23,2025-01-08 01:06:38.712,2.458
13,2025-01-08 01:05:30.067,1.435
24,2025-01-08 01:03:28.119,1.939
30,2025-01-08 01:03:26.43,1.766
21,2025-01-08 01:02:42.043,1.394
27,2025-01-08 01:01:42.486,2.26
18,2025-01-08 00:59:07.563,3.11
25,2025-01-08 00:58:02.846,4.029
28,2025-01-08 00:57:36.039,4.624
30,2025-01-08 00:52:57.69,4.301
20,2025-01-08 00:51:47.017,1.475
15,2025-01-08 00:46:08.835,2.788
9,2025-01-08 00:43:04.045,1.433
3,2025-01-08 00:40:09.756,1.268
2,2025-01-08 00:36:59.486,1.414
23,2025-01-08 00:36:38.664,3.936
13,2025-01-08 00:35:29.984,3.327
24,2025-01-08 00:33:28.137,1.597
21,2025-01-08 00:32:41.936,1.982
30,2025-01-08 00:31:57.834,1.85
27,2025-01-08 00:31:42.487,1.524
18,2025-01-08 00:29:07.532,2.456
28,2025-01-08 00:27:21.961,4.144
20,2025-01-08 00:21:47.022,1.499
7,2025-01-08 00:16:43.979,2.163
9,2025-01-08 00:13:04.027,2.308
30,2025-01-08 00:10:58.029,3.251
3,2025-01-08 00:10:09.726,0.946
30,2025-01-08 00:10:03.982,2.32
2,2025-01-08 00:06:59.618,1.064
23,2025-01-08 00:06:38.652,1.814
13,2025-01-08 00:05:29.922,1.522
24,2025-01-08 00:03:28.151,3.653
21,2025-01-08 00:02:41.942,3.013
30,2025-01-08 00:00:28.044,2.32
18,2025-01-07 23:59:07.523,2.148
28,2025-01-07 23:57:21.949,0.945
20,2025-01-07 23:51:47.068,2.053
7,2025-01-07 23:46:43.996,1.919
9,2025-01-07 23:43:04.048,3.008
27,2025-01-07 23:42:34.737,2.213
3,2025-01-07 23:40:09.74,1.481
19,2025-01-07 23:38:25.487,4.057
2,2025-01-07 23:36:59.566,1.96
23,2025-01-07 23:36:38.594,104.379
13,2025-01-07 23:35:29.869,1.392
24,2025-01-07 23:33:28.166,1.099
21,2025-01-07 23:32:41.953,1.434
30,2025-01-07 23:32:32.782,1.338
18,2025-01-07 23:29:07.489,2.572
25,2025-01-07 23:28:02.76,5.979
28,2025-01-07 23:27:21.896,1.182
28,2025-01-07 23:25:44.794,1.528
7,2025-01-07 23:16:43.954,1.276
15,2025-01-07 23:16:08.923,2.545
9,2025-01-07 23:13:04.059,2.046
3,2025-01-07 23:10:09.712,1.726
23,2025-01-07 23:06:38.57,16.502
13,2025-01-07 23:05:29.816,1.459
24,2025-01-07 23:03:28.201,1.027
21,2025-01-07 23:02:49.354,1.741
27,2025-01-07 23:01:42.465,0.891
18,2025-01-07 22:59:07.501,2.175
25,2025-01-07 22:58:02.749,5.153
28,2025-01-07 22:57:28.904,1.528
20,2025-01-07 22:51:47.098,2.614
24,2025-01-07 22:49:29.218,2.612
23,2025-01-07 22:47:07.929,3.425
7,2025-01-07 22:46:43.999,2.544
15,2025-01-07 22:46:08.951,0.958
9,2025-01-07 22:43:04.016,2.027
3,2025-01-07 22:40:09.753,0.808
2,2025-01-07 22:36:59.561,1.65
21,2025-01-07 22:36:40.752,1.617
23,2025-01-07 22:36:38.524,3.425
13,2025-01-07 22:35:29.769,4.933
24,2025-01-07 22:33:28.236,2.612
21,2025-01-07 22:32:41.902,1.617
27,2025-01-07 22:31:42.456,5.597
30,2025-01-07 22:29:33.349,1.807
18,2025-01-07 22:29:07.439,1.272
25,2025-01-07 22:28:02.714,2.204
28,2025-01-07 22:27:28.799,1.808
20,2025-01-07 22:21:47.081,2.096
20,2025-01-07 22:20:18.725,2.363
15,2025-01-07 22:16:09.026,0.962
9,2025-01-07 22:13:04.037,6.716
3,2025-01-07 22:10:09.708,0.763
23,2025-01-07 22:06:45.552,0.774
13,2025-01-07 22:05:29.698,3.332
24,2025-01-07 22:03:28.248,0.915
21,2025-01-07 22:02:41.91,0.817
27,2025-01-07 22:01:42.442,1.231
18,2025-01-07 21:59:07.431,1.738
25,2025-01-07 21:58:02.726,3.897
28,2025-01-07 21:57:28.782,2.986
13,2025-01-07 21:53:13.07,1.761
20,2025-01-07 21:51:47.101,2.363
7,2025-01-07 21:46:43.975,2.54
9,2025-01-07 21:43:03.961,0.734
30,2025-01-07 21:42:04.744,1.382
3,2025-01-07 21:40:09.695,1.388
2,2025-01-07 21:36:59.625,1.268
23,2025-01-07 21:36:45.53,82.858
13,2025-01-07 21:35:29.642,1.761
24,2025-01-07 21:33:43.879,2.594
21,2025-01-07 21:32:41.943,3.052
27,2025-01-07 21:31:42.411,1.439
18,2025-01-07 21:29:07.398,1.042
25,2025-01-07 21:28:02.676,2.218
28,2025-01-07 21:27:20.174,2.141
19,2025-01-07 21:22:16.631,0.825
20,2025-01-07 21:21:47.124,1.47
30,2025-01-07 21:21:05.036,0.777
7,2025-01-07 21:16:43.946,2.908
9,2025-01-07 21:13:03.968,2.261
3,2025-01-07 21:10:09.699,1.655
2,2025-01-07 21:06:59.756,1.151
23,2025-01-07 21:06:45.48,1.884
13,2025-01-07 21:05:29.574,2.606
24,2025-01-07 21:03:43.893,1.692
21,2025-01-07 21:02:48.901,3.093
27,2025-01-07 21:01:42.445,0.865
18,2025-01-07 20:59:07.383,3.189
25,2025-01-07 20:58:02.72,4.541
28,2025-01-07 20:57:35.692,1.622
20,2025-01-07 20:51:47.14,2.157
18,2025-01-07 20:50:04.416,2.41
15,2025-01-07 20:46:09.116,3.944
9,2025-01-07 20:43:04.04,0.534
3,2025-01-07 20:40:09.692,2.562
2,2025-01-07 20:36:59.654,0.62
23,2025-01-07 20:36:38.105,1.136
13,2025-01-07 20:35:29.537,1.851
24,2025-01-07 20:33:43.935,1.067
27,2025-01-07 20:31:42.378,1.585
18,2025-01-07 20:29:07.355,2.41
25,2025-01-07 20:28:02.793,1.143
28,2025-01-07 20:27:35.647,2.224
20,2025-01-07 20:21:47.178,1.872
7,2025-01-07 20:16:43.93,3.99
9,2025-01-07 20:13:04.008,1.344
3,2025-01-07 20:10:09.688,1.152
2,2025-01-07 20:06:59.708,0.549
23,2025-01-07 20:06:52.461,1.208
13,2025-01-07 20:05:29.492,1.051
24,2025-01-07 20:03:43.96,1.431
27,2025-01-07 20:01:42.408,1.369
18,2025-01-07 19:59:07.077,3.404
28,2025-01-07 19:57:35.577,1.872
20,2025-01-07 19:51:47.169,1.095
15,2025-01-07 19:46:09.096,1.811
9,2025-01-07 19:43:04.008,3.252
3,2025-01-07 19:40:09.68,2.054
30,2025-01-07 19:37:17.432,1.793
2,2025-01-07 19:36:59.726,1.243
23,2025-01-07 19:36:52.411,5.078
13,2025-01-07 19:35:29.441,2.793
24,2025-01-07 19:33:43.955,0.596
21,2025-01-07 19:32:41.881,1.792
27,2025-01-07 19:31:42.396,1.547
18,2025-01-07 19:29:07.36,1.313
21,2025-01-07 19:27:51.478,0.971
23,2025-01-07 19:27:42.132,1.751
28,2025-01-07 19:27:35.52,1.597
23,2025-01-07 19:26:42.779,1.751
24,2025-01-07 19:25:23.988,0.605
24,2025-01-07 19:24:13.769,0.605
20,2025-01-07 19:21:47.188,2.564
7,2025-01-07 19:16:43.902,1.146
9,2025-01-07 19:13:04.023,1.011
3,2025-01-07 19:10:09.688,4.49
20,2025-01-07 19:06:39.216,0.877
23,2025-01-07 19:06:29.6,1.751
13,2025-01-07 19:05:29.332,3.215
24,2025-01-07 19:03:28.221,0.605
21,2025-01-07 19:02:48.849,0.971
27,2025-01-07 19:01:42.392,1.132
