device,date,location_name,latitude,longitude,pm25_24hr_avg
24,2025-03-25,East 152nd and Darwin,41.564906,-81.579597,5.411660377358491
24,2025-03-26,East 152nd and Darwin,41.564906,-81.579597,3.1815192307692306
24,2025-03-27,East 152nd and Darwin,41.564906,-81.579597,5.219358490566037
24,2025-03-28,East 152nd and Darwin,41.564906,-81.579597,10.052888888888889
24,2025-03-29,East 152nd and Darwin,41.564906,-81.579597,9.182857142857143
24,2025-03-30,East 152nd and Darwin,41.564906,-81.579597,11.265736842105262
24,2025-03-31,East 152nd and Darwin,41.564906,-81.579597,3.944744186046512
24,2025-04-01,East 152nd and Darwin,41.564906,-81.579597,2.94259649122807
24,2025-04-02,East 152nd and Darwin,41.564906,-81.579597,5.3607962962962965
24,2025-04-03,East 152nd and Darwin,41.564906,-81.579597,3.2049054054054054
24,2025-04-04,East 152nd and Darwin,41.564906,-81.579597,2.6981964285714284
24,2025-04-05,East 152nd and Darwin,41.564906,-81.579597,4.855376811594203
24,2025-04-06,East 152nd and Darwin,41.564906,-81.579597,9.078203703703704
24,2025-04-07,East 152nd and Darwin,41.564906,-81.579597,6.230894736842106
24,2025-04-08,East 152nd and Darwin,41.564906,-81.579597,2.6631132075471697
24,2025-04-09,East 152nd and Darwin,41.564906,-81.579597,5.1754482758620695
24,2025-04-10,East 152nd and Darwin,41.564906,-81.579597,17.081087719298246
24,2025-04-11,East 152nd and Darwin,41.564906,-81.579597,15.045934426229508
24,2025-04-12,East 152nd and Darwin,41.564906,-81.579597,10.058884615384615
24,2025-04-13,East 152nd and Darwin,41.564906,-81.579597,6.687945454545455
24,2025-04-14,East 152nd and Darwin,41.564906,-81.579597,4.295814814814815
24,2025-04-15,East 152nd and Darwin,41.564906,-81.579597,1.6711509433962264
24,2025-04-16,East 152nd and Darwin,41.564906,-81.579597,2.758111111111111
24,2025-04-17,East 152nd and Darwin,41.564906,-81.579597,8.175666666666666
24,2025-04-18,East 152nd and Darwin,41.564906,-81.579597,5.395982142857143
24,2025-04-19,East 152nd and Darwin,41.564906,-81.579597,10.258735849056603
24,2025-04-20,East 152nd and Darwin,41.564906,-81.579597,4.184685185185185
24,2025-04-21,East 152nd and Darwin,41.564906,-81.579597,4.774345454545454
24,2025-04-22,East 152nd and Darwin,41.564906,-81.579597,1.996125
24,2025-04-23,East 152nd and Darwin,41.564906,-81.579597,3.1641666666666666
24,2025-04-24,East 152nd and Darwin,41.564906,-81.579597,4.452425925925926
24,2025-04-25,East 152nd and Darwin,41.564906,-81.579597,5.048321428571429
24,2025-04-26,East 152nd and Darwin,41.564906,-81.579597,12.80329411764706
24,2025-04-27,East 152nd and Darwin,41.564906,-81.579597,5.1678421052631585
24,2025-04-28,East 152nd and Darwin,41.564906,-81.579597,3.724696428571429
24,2025-04-29,East 152nd and Darwin,41.564906,-81.579597,5.851175438596491
24,2025-04-30,East 152nd and Darwin,41.564906,-81.579597,2.0845636363636366
24,2025-05-01,East 152nd and Darwin,41.564906,-81.579597,4.326890625
24,2025-05-02,East 152nd and Darwin,41.564906,-81.579597,8.310481481481482
24,2025-05-03,East 152nd and Darwin,41.564906,-81.579597,13.893509090909092
24,2025-05-04,East 152nd and Darwin,41.564906,-81.579597,9.308566666666666
24,2025-05-05,East 152nd and Darwin,41.564906,-81.579597,4.4451
24,2025-05-06,East 152nd and Darwin,41.564906,-81.579597,5.5471458333333334
24,2025-05-07,East 152nd and Darwin,41.564906,-81.579597,12.347203389830508
24,2025-05-08,East 152nd and Darwin,41.564906,-81.579597,7.145807017543859
24,2025-05-09,East 152nd and Darwin,41.564906,-81.579597,6.623563636363636
24,2025-05-10,East 152nd and Darwin,41.564906,-81.579597,4.73625
24,2025-05-11,East 152nd and Darwin,41.564906,-81.579597,3.952163636363636
24,2025-05-12,East 152nd and Darwin,41.564906,-81.579597,4.887214285714286
24,2025-05-13,East 152nd and Darwin,41.564906,-81.579597,3.429056603773585
24,2025-05-14,East 152nd and Darwin,41.564906,-81.579597,1.7416800000000001
24,2025-05-15,East 152nd and Darwin,41.564906,-81.579597,6.3202592592592595
24,2025-05-16,East 152nd and Darwin,41.564906,-81.579597,6.557148148148148
24,2025-05-17,East 152nd and Darwin,41.564906,-81.579597,3.643943396226415
24,2025-05-18,East 152nd and Darwin,41.564906,-81.579597,5.068019230769231
24,2025-05-19,East 152nd and Darwin,41.564906,-81.579597,5.378735849056603
24,2025-05-20,East 152nd and Darwin,41.564906,-81.579597,4.1778545454545455
24,2025-05-21,East 152nd and Darwin,41.564906,-81.579597,8.301406779661017
24,2025-05-22,East 152nd and Darwin,41.564906,-81.579597,6.4045
24,2025-05-23,East 152nd and Darwin,41.564906,-81.579597,1.547
