station_icao,datetime_utc,year,month,day,hour,temp_x10,dew_x10,slp_x10,wind_dir,wind_spd_x10,sky_cov,prec1h_x10,prec6h_x10
KBKL,2023-01-01T01:00:00Z,2023,1,1,1,39,33,10133,250,36,-9999,0,-9999
KBKL,2023-01-01T02:00:00Z,2023,1,1,2,39,33,10139,240,21,-9999,0,-9999
KBKL,2023-01-01T03:00:00Z,2023,1,1,3,39,28,10140,250,21,-9999,0,-9999
KBKL,2023-01-01T04:00:00Z,2023,1,1,4,39,28,-9999,240,21,-9999,0,-9999
KBKL,2023-01-01T05:00:00Z,2023,1,1,5,39,22,10149,250,31,-9999,0,-9999
KBKL,2023-01-01T06:00:00Z,2023,1,1,6,39,22,10144,270,15,-9999,0,-9999
KBKL,2023-01-01T07:00:00Z,2023,1,1,7,39,22,10146,230,21,-9999,0,-9999
KBKL,2023-01-01T08:00:00Z,2023,1,1,8,44,22,10148,0,0,-9999,0,-9999
KBKL,2023-01-01T09:00:00Z,2023,1,1,9,50,22,10144,210,31,-9999,0,-9999
KBKL,2023-01-01T10:00:00Z,2023,1,1,10,39,22,10150,0,0,-9999,0,-9999
KBKL,2023-01-01T11:00:00Z,2023,1,1,11,44,22,10155,230,31,-9999,0,-9999
KBKL,2023-01-01T12:00:00Z,2023,1,1,12,39,22,10154,0,0,-9999,0,-9999
KBKL,2023-01-01T13:00:00Z,2023,1,1,13,50,28,10146,0,0,-9999,0,-9999
KBKL,2023-01-01T14:00:00Z,2023,1,1,14,44,22,10149,70,21,-9999,0,-9999
KBKL,2023-01-01T15:00:00Z,2023,1,1,15,61,33,10149,160,51,-9999,0,-9999
KBKL,2023-01-01T16:00:00Z,2023,1,1,16,67,39,10146,160,62,-9999,-1,-9999
KBKL,2023-01-01T17:00:00Z,2023,1,1,17,72,56,10143,180,51,-9999,0,-9999
KBKL,2023-01-01T18:00:00Z,2023,1,1,18,89,67,10134,200,46,-9999,0,-1
KBKL,2023-01-01T19:00:00Z,2023,1,1,19,100,67,10133,210,51,-9999,0,-9999
KBKL,2023-01-01T20:00:00Z,2023,1,1,20,78,56,10143,250,31,-9999,0,-9999
KBKL,2023-01-01T21:00:00Z,2023,1,1,21,72,50,10148,240,21,-9999,0,-9999
KBKL,2023-01-01T22:00:00Z,2023,1,1,22,72,56,10158,220,21,-9999,0,-9999
KBKL,2023-01-01T23:00:00Z,2023,1,1,23,67,56,10165,0,0,-9999,0,-9999
KBKL,2023-01-02T00:00:00Z,2023,1,2,0,67,50,10170,0,0,-9999,-1,-1
KBKL,2023-01-02T01:00:00Z,2023,1,2,1,89,72,10171,210,26,-9999,0,-9999
KBKL,2023-01-02T02:00:00Z,2023,1,2,2,94,78,-9999,210,41,-9999,0,-9999
KBKL,2023-01-02T03:00:00Z,2023,1,2,3,94,78,10173,210,51,-9999,0,-9999
KBKL,2023-01-02T04:00:00Z,2023,1,2,4,94,78,10171,200,31,4,0,-9999
KBKL,2023-01-02T05:00:00Z,2023,1,2,5,94,78,10176,220,41,4,0,-9999
KBKL,2023-01-02T06:00:00Z,2023,1,2,6,100,78,10180,230,57,-9999,0,-9999
KBKL,2023-01-02T07:00:00Z,2023,1,2,7,94,78,10179,240,26,-9999,0,-9999
KBKL,2023-01-02T08:00:00Z,2023,1,2,8,94,78,10180,240,26,-9999,0,-9999
KBKL,2023-01-02T09:00:00Z,2023,1,2,9,94,78,10182,240,21,-9999,0,-9999
KBKL,2023-01-02T10:00:00Z,2023,1,2,10,78,67,10186,230,26,-9999,0,-9999
KBKL,2023-01-02T11:00:00Z,2023,1,2,11,78,67,10186,220,15,-9999,0,-9999
KBKL,2023-01-02T12:00:00Z,2023,1,2,12,83,72,10183,0,0,-9999,0,-9999
KBKL,2023-01-02T13:00:00Z,2023,1,2,13,67,56,-9999,0,0,-9999,0,-9999
KBKL,2023-01-02T14:00:00Z,2023,1,2,14,78,72,-9999,0,0,-9999,0,-9999
KBKL,2023-01-02T15:00:00Z,2023,1,2,15,61,50,-9999,40,21,-9999,0,-9999
KBKL,2023-01-02T16:00:00Z,2023,1,2,16,56,50,10198,60,15,9,-1,-9999
KBKL,2023-01-02T17:00:00Z,2023,1,2,17,56,44,10190,50,15,9,-1,-9999
KBKL,2023-01-02T18:00:00Z,2023,1,2,18,67,56,-9999,0,0,-9999,0,-1
KBKL,2023-01-02T19:00:00Z,2023,1,2,19,50,39,10177,20,41,-9999,0,-9999
KBKL,2023-01-02T20:00:00Z,2023,1,2,20,39,33,10177,40,36,9,0,-9999
KBKL,2023-01-02T21:00:00Z,2023,1,2,21,39,33,-9999,50,36,-9999,0,-9999
KBKL,2023-01-02T22:00:00Z,2023,1,2,22,39,28,10185,30,46,-9999,0,-9999
KBKL,2023-01-02T23:00:00Z,2023,1,2,23,39,28,10183,40,46,-9999,0,-9999
KBKL,2023-01-03T00:00:00Z,2023,1,3,0,39,33,10182,50,15,-9999,0,-9999
KBKL,2023-01-03T01:00:00Z,2023,1,3,1,44,33,10179,60,21,-9999,0,-9999
KBKL,2023-01-03T02:00:00Z,2023,1,3,2,61,44,10175,0,0,-9999,0,-9999
KBKL,2023-01-03T03:00:00Z,2023,1,3,3,61,44,10168,40,15,-9999,0,-9999
KBKL,2023-01-03T04:00:00Z,2023,1,3,4,72,61,10161,0,0,-9999,0,-9999
KBKL,2023-01-03T05:00:00Z,2023,1,3,5,72,56,10152,-9999,15,-9999,0,-9999
KBKL,2023-01-03T06:00:00Z,2023,1,3,6,72,56,10147,30,15,-9999,0,-9999
KBKL,2023-01-03T07:00:00Z,2023,1,3,7,67,56,10142,0,0,-9999,0,-9999
KBKL,2023-01-03T08:00:00Z,2023,1,3,8,78,61,10128,0,0,4,0,-9999
KBKL,2023-01-03T09:00:00Z,2023,1,3,9,117,100,10115,150,46,-9999,-1,-9999
KBKL,2023-01-03T10:00:00Z,2023,1,3,10,128,111,10102,160,62,-9999,15,-9999
KBKL,2023-01-03T11:00:00Z,2023,1,3,11,128,117,10095,150,41,-9999,30,-9999
KBKL,2023-01-03T12:00:00Z,2023,1,3,12,133,122,10088,160,46,-9999,8,53
KBKL,2023-01-03T13:00:00Z,2023,1,3,13,133,122,10083,150,46,-9999,8,-9999
KBKL,2023-01-03T14:00:00Z,2023,1,3,14,139,128,10080,150,51,-9999,3,-9999
KBKL,2023-01-03T15:00:00Z,2023,1,3,15,144,133,10078,150,46,-9999,18,-9999
KBKL,2023-01-03T16:00:00Z,2023,1,3,16,150,133,10068,140,51,-9999,13,-9999
KBKL,2023-01-03T17:00:00Z,2023,1,3,17,156,139,-9999,160,51,-9999,2,-9999
KBKL,2023-01-03T18:00:00Z,2023,1,3,18,167,150,10041,180,41,-9999,13,79
KBKL,2023-01-03T19:00:00Z,2023,1,3,19,172,150,10041,200,57,-9999,-1,-9999
KBKL,2023-01-03T20:00:00Z,2023,1,3,20,172,150,10039,210,57,-9999,5,-9999
KBKL,2023-01-03T21:00:00Z,2023,1,3,21,172,150,10040,210,46,-9999,0,-9999
KBKL,2023-01-03T22:00:00Z,2023,1,3,22,172,150,10038,180,41,-9999,0,-9999
KBKL,2023-01-03T23:00:00Z,2023,1,3,23,72,61,10046,60,21,-9999,0,-9999
KBKL,2023-01-04T00:00:00Z,2023,1,4,0,106,100,10052,0,0,-9999,3,8
KBKL,2023-01-04T01:00:00Z,2023,1,4,1,161,150,10054,180,57,-9999,-1,-9999
KBKL,2023-01-04T02:00:00Z,2023,1,4,2,167,144,10057,180,57,-9999,0,-9999
KBKL,2023-01-04T03:00:00Z,2023,1,4,3,167,144,10056,190,62,-9999,0,-9999
KBKL,2023-01-04T04:00:00Z,2023,1,4,4,167,133,10059,200,62,4,0,-9999
KBKL,2023-01-04T05:00:00Z,2023,1,4,5,156,133,10063,190,57,0,0,-9999
KBKL,2023-01-04T06:00:00Z,2023,1,4,6,156,128,10062,190,62,0,0,-1
KBKL,2023-01-04T07:00:00Z,2023,1,4,7,150,122,10066,180,62,-9999,0,-9999
KBKL,2023-01-04T08:00:00Z,2023,1,4,8,150,117,10064,170,62,0,0,-9999
KBKL,2023-01-04T09:00:00Z,2023,1,4,9,150,117,10070,170,57,-9999,0,-9999
KBKL,2023-01-04T10:00:00Z,2023,1,4,10,150,117,10061,160,51,4,0,-9999
KBKL,2023-01-04T11:00:00Z,2023,1,4,11,139,117,10059,150,41,0,0,-9999
KBKL,2023-01-04T12:00:00Z,2023,1,4,12,144,117,10065,150,46,0,0,-9999
KBKL,2023-01-04T13:00:00Z,2023,1,4,13,139,117,10061,140,41,-9999,0,-9999
KBKL,2023-01-04T14:00:00Z,2023,1,4,14,144,122,10059,160,51,-9999,0,-9999
KBKL,2023-01-04T15:00:00Z,2023,1,4,15,144,128,10063,150,46,-9999,3,-9999
KBKL,2023-01-04T16:00:00Z,2023,1,4,16,150,133,10054,160,51,-9999,-1,-9999
KBKL,2023-01-04T17:00:00Z,2023,1,4,17,150,133,10047,180,46,-9999,3,-9999
KBKL,2023-01-04T18:00:00Z,2023,1,4,18,150,139,10034,190,26,-9999,28,23
KBKL,2023-01-04T19:00:00Z,2023,1,4,19,150,139,10025,140,31,-9999,86,-9999
KBKL,2023-01-04T20:00:00Z,2023,1,4,20,150,144,10020,200,21,-9999,102,-9999
KBKL,2023-01-04T21:00:00Z,2023,1,4,21,150,139,10021,220,41,-9999,36,-9999
KBKL,2023-01-04T22:00:00Z,2023,1,4,22,100,89,-9999,260,77,-9999,0,-9999
KBKL,2023-01-04T23:00:00Z,2023,1,4,23,83,72,10054,250,72,-9999,0,-9999
KBKL,2023-01-05T00:00:00Z,2023,1,5,0,83,56,10071,250,62,4,0,234
KBKL,2023-01-05T01:00:00Z,2023,1,5,1,67,39,10090,260,51,0,0,-9999
KBKL,2023-01-05T02:00:00Z,2023,1,5,2,67,33,10102,250,77,0,0,-9999
KBKL,2023-01-05T03:00:00Z,2023,1,5,3,56,22,10112,260,72,0,0,-9999
KBKL,2023-01-05T04:00:00Z,2023,1,5,4,44,11,10118,260,62,0,0,-9999
KBKL,2023-01-05T05:00:00Z,2023,1,5,5,44,6,10128,220,57,2,0,-9999
KBKL,2023-01-05T06:00:00Z,2023,1,5,6,39,0,10130,230,62,0,0,-9999
KBKL,2023-01-05T07:00:00Z,2023,1,5,7,44,0,10134,220,62,-9999,0,-9999
KBKL,2023-01-05T08:00:00Z,2023,1,5,8,44,0,10135,220,36,-9999,0,-9999
KBKL,2023-01-05T09:00:00Z,2023,1,5,9,44,6,10135,210,46,-9999,0,-9999
KBKL,2023-01-05T10:00:00Z,2023,1,5,10,33,0,10136,230,51,-9999,0,-9999
KBKL,2023-01-05T11:00:00Z,2023,1,5,11,28,-11,10137,220,41,4,0,-9999
KBKL,2023-01-05T12:00:00Z,2023,1,5,12,28,-6,10140,220,41,4,0,-9999
KBKL,2023-01-05T13:00:00Z,2023,1,5,13,39,0,10141,180,51,-9999,0,-9999
KBKL,2023-01-05T14:00:00Z,2023,1,5,14,44,-6,10142,180,57,-9999,0,-9999
KBKL,2023-01-05T15:00:00Z,2023,1,5,15,50,-6,10142,180,62,-9999,0,-9999
KBKL,2023-01-05T16:00:00Z,2023,1,5,16,67,0,10141,200,67,-9999,0,-9999
KBKL,2023-01-05T17:00:00Z,2023,1,5,17,78,-6,10133,200,67,-9999,0,-9999
KBKL,2023-01-05T18:00:00Z,2023,1,5,18,94,-6,10125,210,72,2,0,-9999
KBKL,2023-01-05T19:00:00Z,2023,1,5,19,89,-11,10121,200,77,-9999,0,-9999
KBKL,2023-01-05T20:00:00Z,2023,1,5,20,89,-11,10118,210,77,2,0,-9999
KBKL,2023-01-05T21:00:00Z,2023,1,5,21,83,-11,10119,200,67,-9999,0,-9999
KBKL,2023-01-05T22:00:00Z,2023,1,5,22,83,-11,10122,180,67,-9999,0,-9999
KBKL,2023-01-05T23:00:00Z,2023,1,5,23,83,-6,10125,200,51,-9999,-1,-9999
KBKL,2023-01-06T00:00:00Z,2023,1,6,0,78,-6,10130,200,62,-9999,0,-1
KBKL,2023-01-06T01:00:00Z,2023,1,6,1,50,22,10142,220,67,-9999,8,-9999
KBKL,2023-01-06T02:00:00Z,2023,1,6,2,44,6,10143,230,62,-9999,-1,-9999
KBKL,2023-01-06T03:00:00Z,2023,1,6,3,33,11,10143,270,72,-9999,0,-9999
KBKL,2023-01-06T04:00:00Z,2023,1,6,4,33,11,10144,270,46,-9999,3,-9999
KBKL,2023-01-06T05:00:00Z,2023,1,6,5,28,11,-9999,270,82,-9999,-1,-9999
KBKL,2023-01-06T06:00:00Z,2023,1,6,6,22,11,10142,230,31,-9999,3,15
KBKL,2023-01-06T07:00:00Z,2023,1,6,7,22,0,10146,240,62,-9999,-1,-9999
KBKL,2023-01-06T08:00:00Z,2023,1,6,8,22,6,10152,240,46,-9999,-1,-9999
KBKL,2023-01-06T09:00:00Z,2023,1,6,9,22,0,10157,250,57,-9999,-1,-9999
KBKL,2023-01-06T10:00:00Z,2023,1,6,10,17,-6,10161,240,67,-9999,-1,-9999
KBKL,2023-01-06T11:00:00Z,2023,1,6,11,17,-6,10166,240,62,-9999,-1,-9999
KBKL,2023-01-06T12:00:00Z,2023,1,6,12,17,-11,10171,240,51,-9999,-1,-1
KBKL,2023-01-06T13:00:00Z,2023,1,6,13,17,-11,10180,250,57,-9999,-1,-9999
KBKL,2023-01-06T14:00:00Z,2023,1,6,14,17,-6,10188,250,51,-9999,-1,-9999
KBKL,2023-01-06T15:00:00Z,2023,1,6,15,17,0,10194,240,51,-9999,-1,-9999
KBKL,2023-01-06T16:00:00Z,2023,1,6,16,22,0,10201,250,57,-9999,-1,-9999
KBKL,2023-01-06T17:00:00Z,2023,1,6,17,28,0,10200,250,67,-9999,-1,-9999
KBKL,2023-01-06T18:00:00Z,2023,1,6,18,28,6,10198,250,57,-9999,-1,-1
KBKL,2023-01-06T19:00:00Z,2023,1,6,19,28,11,10195,260,46,-9999,0,-9999
KBKL,2023-01-06T20:00:00Z,2023,1,6,20,33,6,10199,250,41,-9999,0,-9999
KBKL,2023-01-06T21:00:00Z,2023,1,6,21,33,6,10205,270,51,-9999,0,-9999
KBKL,2023-01-06T22:00:00Z,2023,1,6,22,33,6,10211,260,51,-9999,0,-9999
KBKL,2023-01-06T23:00:00Z,2023,1,6,23,33,6,10218,270,67,-9999,0,-9999
KBKL,2023-01-07T00:00:00Z,2023,1,7,0,33,6,10220,260,62,-9999,0,-9999
KBKL,2023-01-07T01:00:00Z,2023,1,7,1,28,0,10228,250,57,-9999,-1,-9999
KBKL,2023-01-07T02:00:00Z,2023,1,7,2,22,6,10231,250,46,-9999,-1,-9999
KBKL,2023-01-07T03:00:00Z,2023,1,7,3,22,6,10232,250,51,-9999,-1,-9999
KBKL,2023-01-07T04:00:00Z,2023,1,7,4,22,0,10232,260,62,-9999,-1,-9999
KBKL,2023-01-07T05:00:00Z,2023,1,7,5,17,-6,10231,250,72,-9999,3,-9999
KBKL,2023-01-07T06:00:00Z,2023,1,7,6,17,-6,10231,240,46,-9999,-1,3
KBKL,2023-01-07T07:00:00Z,2023,1,7,7,17,-6,10231,240,46,-9999,-1,-9999
KBKL,2023-01-07T08:00:00Z,2023,1,7,8,17,-6,10237,240,51,-9999,-1,-9999
KBKL,2023-01-07T09:00:00Z,2023,1,7,9,11,-11,10235,240,46,-9999,-1,-9999
KBKL,2023-01-07T10:00:00Z,2023,1,7,10,11,-17,10235,250,51,-9999,-1,-9999
KBKL,2023-01-07T11:00:00Z,2023,1,7,11,11,-17,10239,250,62,-9999,-1,-9999
KBKL,2023-01-07T12:00:00Z,2023,1,7,12,6,-17,10244,250,51,-9999,-1,-1
KBKL,2023-01-07T13:00:00Z,2023,1,7,13,6,-22,10248,230,46,-9999,-1,-9999
KBKL,2023-01-07T14:00:00Z,2023,1,7,14,6,-11,10254,220,36,-9999,-1,-9999
KBKL,2023-01-07T15:00:00Z,2023,1,7,15,6,-11,10261,240,46,-9999,3,-9999
KBKL,2023-01-07T16:00:00Z,2023,1,7,16,11,-11,10267,240,46,-9999,-1,-9999
KBKL,2023-01-07T17:00:00Z,2023,1,7,17,11,-6,10266,250,57,-9999,-1,-9999
KBKL,2023-01-07T18:00:00Z,2023,1,7,18,17,0,10265,260,67,-9999,-1,3
KBKL,2023-01-07T19:00:00Z,2023,1,7,19,17,0,-9999,310,51,-9999,-1,-9999
KBKL,2023-01-07T20:00:00Z,2023,1,7,20,17,-6,10269,310,46,-9999,-1,-9999
KBKL,2023-01-07T21:00:00Z,2023,1,7,21,11,-6,10276,310,51,-9999,-1,-9999
KBKL,2023-01-07T22:00:00Z,2023,1,7,22,17,-6,10281,340,46,-9999,-1,-9999
KBKL,2023-01-07T23:00:00Z,2023,1,7,23,11,-22,10287,330,41,-9999,0,-9999
KBKL,2023-01-08T00:00:00Z,2023,1,8,0,17,-33,10292,340,31,-9999,0,-1
KBKL,2023-01-08T01:00:00Z,2023,1,8,1,17,-28,10295,350,21,-9999,0,-9999
KBKL,2023-01-08T02:00:00Z,2023,1,8,2,17,-33,10298,330,21,-9999,0,-9999
KBKL,2023-01-08T03:00:00Z,2023,1,8,3,17,-39,10298,310,26,-9999,0,-9999
KBKL,2023-01-08T04:00:00Z,2023,1,8,4,17,-44,10295,340,31,-9999,0,-9999
KBKL,2023-01-08T05:00:00Z,2023,1,8,5,17,-56,10295,0,0,-9999,0,-9999
KBKL,2023-01-08T06:00:00Z,2023,1,8,6,11,-50,10290,0,0,-9999,0,-9999
KBKL,2023-01-08T07:00:00Z,2023,1,8,7,11,-50,10285,300,15,-9999,0,-9999
KBKL,2023-01-08T08:00:00Z,2023,1,8,8,11,-50,10289,0,0,-9999,0,-9999
KBKL,2023-01-08T09:00:00Z,2023,1,8,9,6,-44,10286,230,21,-9999,0,-9999
KBKL,2023-01-08T10:00:00Z,2023,1,8,10,11,-50,10277,0,0,-9999,0,-9999
KBKL,2023-01-08T11:00:00Z,2023,1,8,11,6,-44,10275,190,15,-9999,0,-9999
KBKL,2023-01-08T12:00:00Z,2023,1,8,12,6,-44,10272,160,15,-9999,0,-9999
KBKL,2023-01-08T13:00:00Z,2023,1,8,13,6,-44,10267,190,21,-9999,0,-9999
KBKL,2023-01-08T14:00:00Z,2023,1,8,14,6,-50,10262,180,21,-9999,0,-9999
KBKL,2023-01-08T15:00:00Z,2023,1,8,15,6,-44,10258,140,15,-9999,0,-9999
KBKL,2023-01-08T16:00:00Z,2023,1,8,16,6,-44,10256,150,31,-9999,0,-9999
KBKL,2023-01-08T17:00:00Z,2023,1,8,17,11,-39,10243,170,15,-9999,0,-9999
KBKL,2023-01-08T18:00:00Z,2023,1,8,18,17,-33,10234,340,31,-9999,0,-9999
KBKL,2023-01-08T19:00:00Z,2023,1,8,19,11,-33,10222,350,31,-9999,0,-9999
KBKL,2023-01-08T20:00:00Z,2023,1,8,20,11,-33,10214,20,31,-9999,0,-9999
KBKL,2023-01-08T21:00:00Z,2023,1,8,21,6,-39,10212,360,41,-9999,0,-9999
KBKL,2023-01-08T22:00:00Z,2023,1,8,22,6,-33,10208,20,41,-9999,0,-9999
KBKL,2023-01-08T23:00:00Z,2023,1,8,23,6,-33,10207,20,31,-9999,0,-9999
KBKL,2023-01-09T00:00:00Z,2023,1,9,0,6,-39,10203,10,31,2,0,-9999
KBKL,2023-01-09T01:00:00Z,2023,1,9,1,6,-33,10203,360,26,-9999,0,-9999
KBKL,2023-01-09T02:00:00Z,2023,1,9,2,6,-39,-9999,20,21,-9999,0,-9999
KBKL,2023-01-09T03:00:00Z,2023,1,9,3,6,-39,10200,270,15,-9999,0,-9999
KBKL,2023-01-09T04:00:00Z,2023,1,9,4,6,-33,10200,280,41,-9999,0,-9999
KBKL,2023-01-09T05:00:00Z,2023,1,9,5,6,-39,10200,290,67,-9999,0,-9999
KBKL,2023-01-09T06:00:00Z,2023,1,9,6,6,-39,10198,270,77,-9999,0,-9999
KBKL,2023-01-09T07:00:00Z,2023,1,9,7,6,-39,10194,270,67,-9999,0,-9999
KBKL,2023-01-09T08:00:00Z,2023,1,9,8,11,-33,10192,280,62,-9999,0,-9999
KBKL,2023-01-09T09:00:00Z,2023,1,9,9,11,-39,10195,280,72,-9999,0,-9999
KBKL,2023-01-09T10:00:00Z,2023,1,9,10,11,-33,10191,270,62,-9999,0,-9999
KBKL,2023-01-09T11:00:00Z,2023,1,9,11,11,-33,10196,250,51,-9999,0,-9999
KBKL,2023-01-09T12:00:00Z,2023,1,9,12,6,-39,10205,270,62,-9999,0,-9999
KBKL,2023-01-09T13:00:00Z,2023,1,9,13,0,-44,10209,260,67,-9999,0,-9999
KBKL,2023-01-09T14:00:00Z,2023,1,9,14,0,-44,10209,240,51,-9999,0,-9999
KBKL,2023-01-09T15:00:00Z,2023,1,9,15,6,-44,10214,250,57,-9999,0,-9999
KBKL,2023-01-09T16:00:00Z,2023,1,9,16,6,-44,10215,240,57,-9999,0,-9999
KBKL,2023-01-09T17:00:00Z,2023,1,9,17,22,-33,10209,230,62,4,0,-9999
KBKL,2023-01-09T18:00:00Z,2023,1,9,18,22,-39,10199,230,51,0,0,-9999
KBKL,2023-01-09T19:00:00Z,2023,1,9,19,28,-33,10194,240,77,0,0,-9999
KBKL,2023-01-09T20:00:00Z,2023,1,9,20,33,-33,10186,220,67,0,0,-9999
KBKL,2023-01-09T21:00:00Z,2023,1,9,21,33,-33,10187,210,62,0,0,-9999
KBKL,2023-01-09T22:00:00Z,2023,1,9,22,22,-39,10186,190,51,0,0,-9999
KBKL,2023-01-09T23:00:00Z,2023,1,9,23,17,-39,10186,190,46,0,0,-9999
KBKL,2023-01-10T00:00:00Z,2023,1,10,0,17,-39,10190,190,57,0,0,-9999
KBKL,2023-01-10T01:00:00Z,2023,1,10,1,11,-39,10193,200,51,0,0,-9999
KBKL,2023-01-10T02:00:00Z,2023,1,10,2,11,-39,10192,190,51,0,0,-9999
KBKL,2023-01-10T03:00:00Z,2023,1,10,3,17,-33,10189,210,72,0,0,-9999
KBKL,2023-01-10T04:00:00Z,2023,1,10,4,17,-39,10188,220,62,0,0,-9999
KBKL,2023-01-10T05:00:00Z,2023,1,10,5,17,-39,10187,220,62,0,0,-9999
KBKL,2023-01-10T06:00:00Z,2023,1,10,6,11,-39,10184,220,51,0,0,-9999
KBKL,2023-01-10T07:00:00Z,2023,1,10,7,17,-39,10181,220,62,0,0,-9999
KBKL,2023-01-10T08:00:00Z,2023,1,10,8,11,-39,10183,220,51,0,0,-9999
KBKL,2023-01-10T09:00:00Z,2023,1,10,9,22,-39,10178,210,46,0,0,-9999
KBKL,2023-01-10T10:00:00Z,2023,1,10,10,17,-39,10173,180,26,0,0,-9999
KBKL,2023-01-10T11:00:00Z,2023,1,10,11,17,-39,10172,160,31,0,0,-9999
KBKL,2023-01-10T12:00:00Z,2023,1,10,12,11,-33,10168,150,36,0,0,-9999
KBKL,2023-01-10T13:00:00Z,2023,1,10,13,11,-33,10168,160,41,4,0,-9999
KBKL,2023-01-10T14:00:00Z,2023,1,10,14,11,-33,10165,150,41,-9999,0,-9999
KBKL,2023-01-10T15:00:00Z,2023,1,10,15,17,-28,10170,150,46,-9999,0,-9999
KBKL,2023-01-10T16:00:00Z,2023,1,10,16,28,-22,10169,140,31,-9999,0,-9999
KBKL,2023-01-10T17:00:00Z,2023,1,10,17,33,-17,10162,150,46,-9999,0,-9999
KBKL,2023-01-10T18:00:00Z,2023,1,10,18,39,-11,10156,140,41,-9999,-1,-1
KBKL,2023-01-10T19:00:00Z,2023,1,10,19,50,-11,10150,150,26,-9999,0,-9999
KBKL,2023-01-10T20:00:00Z,2023,1,10,20,61,-11,10148,130,31,-9999,0,-9999
KBKL,2023-01-10T21:00:00Z,2023,1,10,21,67,-6,10148,170,36,-9999,0,-9999
KBKL,2023-01-10T22:00:00Z,2023,1,10,22,61,-11,10151,130,36,-9999,0,-9999
KBKL,2023-01-10T23:00:00Z,2023,1,10,23,56,-6,10155,140,26,-9999,0,-9999
KBKL,2023-01-11T00:00:00Z,2023,1,11,0,56,-6,10167,150,26,-9999,0,-1
KBKL,2023-01-11T01:00:00Z,2023,1,11,1,50,-6,10170,150,41,-9999,0,-9999
KBKL,2023-01-11T02:00:00Z,2023,1,11,2,50,-6,10166,140,31,-9999,0,-9999
KBKL,2023-01-11T03:00:00Z,2023,1,11,3,44,-6,10166,140,41,4,0,-9999
KBKL,2023-01-11T04:00:00Z,2023,1,11,4,33,-11,10170,160,46,0,0,-9999
KBKL,2023-01-11T05:00:00Z,2023,1,11,5,28,-11,10171,150,51,2,0,-9999
KBKL,2023-01-11T06:00:00Z,2023,1,11,6,28,-11,10165,130,31,4,0,-9999
KBKL,2023-01-11T07:00:00Z,2023,1,11,7,28,-11,10162,140,41,0,0,-9999
KBKL,2023-01-11T08:00:00Z,2023,1,11,8,28,-11,10167,150,51,-9999,0,-9999
KBKL,2023-01-11T09:00:00Z,2023,1,11,9,33,-11,10165,150,57,-9999,0,-9999
KBKL,2023-01-11T10:00:00Z,2023,1,11,10,33,-11,10163,150,51,-9999,0,-9999
KBKL,2023-01-11T11:00:00Z,2023,1,11,11,28,-11,10161,150,46,0,0,-9999
KBKL,2023-01-11T12:00:00Z,2023,1,11,12,28,-11,10162,150,41,0,0,-9999
KBKL,2023-01-11T13:00:00Z,2023,1,11,13,33,-11,10160,140,41,2,0,-9999
KBKL,2023-01-11T14:00:00Z,2023,1,11,14,39,-11,10157,140,51,0,0,-9999
KBKL,2023-01-11T15:00:00Z,2023,1,11,15,44,-11,10156,160,62,0,0,-9999
KBKL,2023-01-11T16:00:00Z,2023,1,11,16,61,-11,10152,160,72,0,0,-9999
KBKL,2023-01-11T17:00:00Z,2023,1,11,17,72,-6,10144,160,62,-9999,0,-9999
KBKL,2023-01-11T18:00:00Z,2023,1,11,18,89,6,10136,150,46,-9999,0,-9999
KBKL,2023-01-11T19:00:00Z,2023,1,11,19,94,6,10125,170,51,-9999,0,-9999
KBKL,2023-01-11T20:00:00Z,2023,1,11,20,106,11,10118,140,41,4,0,-9999
KBKL,2023-01-11T21:00:00Z,2023,1,11,21,106,11,10112,130,46,0,0,-9999
KBKL,2023-01-11T22:00:00Z,2023,1,11,22,100,11,10123,140,36,2,0,-9999
KBKL,2023-01-11T23:00:00Z,2023,1,11,23,94,11,10118,120,41,-9999,0,-9999
KBKL,2023-01-12T00:00:00Z,2023,1,12,0,94,11,10118,150,57,-9999,0,-9999
KBKL,2023-01-12T01:00:00Z,2023,1,12,1,89,11,10120,160,51,-9999,0,-9999
KBKL,2023-01-12T02:00:00Z,2023,1,12,2,89,17,10118,140,36,-9999,0,-9999
KBKL,2023-01-12T03:00:00Z,2023,1,12,3,78,33,10113,150,51,-9999,-1,-9999
KBKL,2023-01-12T04:00:00Z,2023,1,12,4,83,28,10111,150,41,-9999,3,-9999
KBKL,2023-01-12T05:00:00Z,2023,1,12,5,83,39,10111,160,51,-9999,3,-9999
KBKL,2023-01-12T06:00:00Z,2023,1,12,6,83,56,-9999,160,46,-9999,-1,5
KBKL,2023-01-12T07:00:00Z,2023,1,12,7,89,61,10103,160,31,-9999,0,-9999
KBKL,2023-01-12T08:00:00Z,2023,1,12,8,89,67,10107,190,41,-9999,0,-9999
KBKL,2023-01-12T09:00:00Z,2023,1,12,9,94,72,10105,170,36,-9999,0,-9999
KBKL,2023-01-12T10:00:00Z,2023,1,12,10,94,72,10103,170,36,-9999,0,-9999
KBKL,2023-01-12T11:00:00Z,2023,1,12,11,89,72,10100,180,31,-9999,0,-9999
KBKL,2023-01-12T12:00:00Z,2023,1,12,12,94,78,10103,150,21,-9999,0,-9999
KBKL,2023-01-12T13:00:00Z,2023,1,12,13,89,78,10106,0,0,-9999,0,-9999
