station_icao,datetime_utc,year,month,day,hour,temp_x10,dew_x10,slp_x10,wind_dir,wind_spd_x10,sky_cov,prec1h_x10,prec6h_x10
KBKL,2023-06-26T09:00:00Z,2023,6,26,9,233,183,10013,210,36,0,0,-9999
KBKL,2023-06-26T10:00:00Z,2023,6,26,10,233,183,10018,220,51,-9999,0,-9999
KBKL,2023-06-26T11:00:00Z,2023,6,26,11,228,178,10020,220,51,-9999,-1,-9999
KBKL,2023-06-26T12:00:00Z,2023,6,26,12,211,178,10024,210,46,-9999,3,3
KBKL,2023-06-26T13:00:00Z,2023,6,26,13,211,183,10021,180,41,-9999,5,-9999
KBKL,2023-06-26T14:00:00Z,2023,6,26,14,222,183,10018,200,62,-9999,3,-9999
KBKL,2023-06-26T15:00:00Z,2023,6,26,15,233,178,10013,200,67,4,0,-9999
KBKL,2023-06-26T16:00:00Z,2023,6,26,16,239,178,10010,210,93,4,0,-9999
KBKL,2023-06-26T17:00:00Z,2023,6,26,17,233,183,10006,240,67,-9999,-1,-9999
KBKL,2023-06-26T18:00:00Z,2023,6,26,18,239,178,10008,240,67,-9999,3,10
KBKL,2023-06-26T19:00:00Z,2023,6,26,19,233,189,10005,180,51,4,3,-9999
KBKL,2023-06-26T20:00:00Z,2023,6,26,20,211,189,10009,190,41,-9999,3,-9999
KBKL,2023-06-26T21:00:00Z,2023,6,26,21,239,194,10005,210,51,2,3,-9999
KBKL,2023-06-26T22:00:00Z,2023,6,26,22,222,189,10006,220,57,-9999,3,-9999
KBKL,2023-06-26T23:00:00Z,2023,6,26,23,222,189,10004,210,62,-9999,0,-9999
KBKL,2023-06-27T00:00:00Z,2023,6,27,0,222,178,10004,220,72,2,0,-9999
KBKL,2023-06-27T01:00:00Z,2023,6,27,1,217,178,10008,210,67,-9999,0,-9999
KBKL,2023-06-27T02:00:00Z,2023,6,27,2,211,178,10012,220,62,-9999,0,-9999
KBKL,2023-06-27T03:00:00Z,2023,6,27,3,211,178,10012,230,57,-9999,0,-9999
KBKL,2023-06-27T04:00:00Z,2023,6,27,4,211,178,10014,260,88,-9999,-1,-9999
KBKL,2023-06-27T05:00:00Z,2023,6,27,5,206,167,10018,240,62,-9999,-1,-9999
KBKL,2023-06-27T06:00:00Z,2023,6,27,6,206,167,10017,250,67,-9999,-1,-1
KBKL,2023-06-27T07:00:00Z,2023,6,27,7,194,167,10017,240,57,-9999,3,-9999
KBKL,2023-06-27T08:00:00Z,2023,6,27,8,189,167,10018,210,41,-9999,-1,-9999
KBKL,2023-06-27T09:00:00Z,2023,6,27,9,194,167,10018,240,57,-9999,3,-9999
KBKL,2023-06-27T10:00:00Z,2023,6,27,10,194,172,10024,240,67,-9999,-1,-9999
KBKL,2023-06-27T11:00:00Z,2023,6,27,11,200,178,10029,280,72,-9999,-1,-9999
KBKL,2023-06-27T12:00:00Z,2023,6,27,12,200,178,10034,280,67,-9999,-9999,5
KBKL,2023-06-27T13:00:00Z,2023,6,27,13,206,178,10040,290,72,-9999,-9999,-9999
KBKL,2023-06-27T14:00:00Z,2023,6,27,14,200,178,10046,280,82,-9999,-9999,-9999
KBKL,2023-06-27T15:00:00Z,2023,6,27,15,200,167,10052,290,77,-9999,-9999,-9999
KBKL,2023-06-27T16:00:00Z,2023,6,27,16,200,172,10057,270,72,-9999,0,-9999
KBKL,2023-06-27T17:00:00Z,2023,6,27,17,200,167,10061,270,82,-9999,0,-9999
KBKL,2023-06-27T18:00:00Z,2023,6,27,18,200,172,10063,270,88,-9999,0,-9999
KBKL,2023-06-27T19:00:00Z,2023,6,27,19,194,178,10069,270,88,-9999,3,-9999
KBKL,2023-06-27T20:00:00Z,2023,6,27,20,200,172,-9999,280,93,-9999,0,-9999
KBKL,2023-06-27T21:00:00Z,2023,6,27,21,200,178,-9999,270,77,-9999,0,-9999
KBKL,2023-06-27T22:00:00Z,2023,6,27,22,206,172,-9999,290,77,-9999,0,-9999
KBKL,2023-06-27T23:00:00Z,2023,6,27,23,200,172,10087,280,77,-9999,0,-9999
KBKL,2023-06-28T00:00:00Z,2023,6,28,0,200,178,10090,320,62,-9999,-1,3
KBKL,2023-06-28T01:00:00Z,2023,6,28,1,189,172,-9999,330,72,-9999,10,-9999
KBKL,2023-06-28T02:00:00Z,2023,6,28,2,189,161,10108,330,82,-9999,5,-9999
KBKL,2023-06-28T03:00:00Z,2023,6,28,3,189,150,10114,340,72,-9999,0,-9999
KBKL,2023-06-28T04:00:00Z,2023,6,28,4,189,150,10117,330,72,-9999,0,-9999
KBKL,2023-06-28T05:00:00Z,2023,6,28,5,194,144,10119,330,57,-9999,0,-9999
KBKL,2023-06-28T06:00:00Z,2023,6,28,6,194,139,10117,340,67,-9999,0,15
KBKL,2023-06-28T07:00:00Z,2023,6,28,7,194,144,10124,330,57,-9999,0,-9999
KBKL,2023-06-28T08:00:00Z,2023,6,28,8,189,139,10124,330,57,-9999,0,-9999
KBKL,2023-06-28T09:00:00Z,2023,6,28,9,189,144,10129,330,67,-9999,0,-9999
KBKL,2023-06-28T10:00:00Z,2023,6,28,10,183,139,10135,330,46,-9999,0,-9999
KBKL,2023-06-28T11:00:00Z,2023,6,28,11,183,144,-9999,330,57,-9999,0,-9999
KBKL,2023-06-28T12:00:00Z,2023,6,28,12,178,139,10148,310,51,9,0,-9999
KBKL,2023-06-28T13:00:00Z,2023,6,28,13,183,144,10153,310,57,9,0,-9999
KBKL,2023-06-28T14:00:00Z,2023,6,28,14,189,144,10159,320,57,9,0,-9999
KBKL,2023-06-28T15:00:00Z,2023,6,28,15,194,144,-9999,310,41,-9999,0,-9999
KBKL,2023-06-28T16:00:00Z,2023,6,28,16,194,150,10166,310,31,-9999,0,-9999
KBKL,2023-06-28T17:00:00Z,2023,6,28,17,200,150,10166,310,31,-9999,0,-9999
KBKL,2023-06-28T18:00:00Z,2023,6,28,18,206,150,10164,310,31,-9999,0,-9999
KBKL,2023-06-28T19:00:00Z,2023,6,28,19,206,139,10164,330,26,-9999,0,-9999
KBKL,2023-06-28T20:00:00Z,2023,6,28,20,206,139,10162,310,21,0,0,-9999
KBKL,2023-06-28T21:00:00Z,2023,6,28,21,200,128,10164,290,26,0,0,-9999
KBKL,2023-06-28T22:00:00Z,2023,6,28,22,211,133,10159,310,21,0,0,-9999
KBKL,2023-06-28T23:00:00Z,2023,6,28,23,206,133,10159,0,0,0,0,-9999
KBKL,2023-06-29T00:00:00Z,2023,6,29,0,200,133,10160,0,0,0,0,-9999
KBKL,2023-06-29T01:00:00Z,2023,6,29,1,200,128,10161,0,0,0,0,-9999
KBKL,2023-06-29T02:00:00Z,2023,6,29,2,194,133,-9999,0,0,0,0,-9999
KBKL,2023-06-29T03:00:00Z,2023,6,29,3,194,133,10164,0,0,0,0,-9999
KBKL,2023-06-29T04:00:00Z,2023,6,29,4,183,128,10163,150,21,0,0,-9999
KBKL,2023-06-29T05:00:00Z,2023,6,29,5,172,128,10163,150,26,0,0,-9999
KBKL,2023-06-29T06:00:00Z,2023,6,29,6,161,122,10166,150,41,0,0,-9999
KBKL,2023-06-29T07:00:00Z,2023,6,29,7,161,122,10166,150,41,0,0,-9999
KBKL,2023-06-29T08:00:00Z,2023,6,29,8,161,122,10166,150,41,0,0,-9999
KBKL,2023-06-29T09:00:00Z,2023,6,29,9,156,117,10171,150,46,0,0,-9999
KBKL,2023-06-29T10:00:00Z,2023,6,29,10,156,117,10168,150,46,0,0,-9999
KBKL,2023-06-29T11:00:00Z,2023,6,29,11,161,117,10169,150,46,0,0,-9999
KBKL,2023-06-29T12:00:00Z,2023,6,29,12,178,122,10170,150,46,0,0,-9999
KBKL,2023-06-29T13:00:00Z,2023,6,29,13,200,128,10177,150,57,-9999,0,-9999
KBKL,2023-06-29T14:00:00Z,2023,6,29,14,217,139,10178,160,36,-9999,0,-9999
KBKL,2023-06-29T15:00:00Z,2023,6,29,15,239,150,10177,0,0,-9999,0,-9999
KBKL,2023-06-29T16:00:00Z,2023,6,29,16,228,167,10173,20,41,4,0,-9999
KBKL,2023-06-29T17:00:00Z,2023,6,29,17,261,178,10157,0,0,-9999,0,-9999
KBKL,2023-06-29T18:00:00Z,2023,6,29,18,272,172,10148,-9999,31,0,0,-9999
KBKL,2023-06-29T19:00:00Z,2023,6,29,19,283,178,10147,250,36,0,0,-9999
KBKL,2023-06-29T20:00:00Z,2023,6,29,20,250,200,10143,10,36,0,0,-9999
KBKL,2023-06-29T21:00:00Z,2023,6,29,21,244,194,10144,40,41,0,0,-9999
KBKL,2023-06-29T22:00:00Z,2023,6,29,22,239,194,10145,30,41,0,0,-9999
KBKL,2023-06-29T23:00:00Z,2023,6,29,23,239,189,10136,40,46,0,0,-9999
KBKL,2023-06-30T00:00:00Z,2023,6,30,0,283,167,10131,150,51,0,0,-9999
KBKL,2023-06-30T01:00:00Z,2023,6,30,1,272,172,10127,160,41,0,0,-9999
KBKL,2023-06-30T02:00:00Z,2023,6,30,2,261,172,10118,140,36,0,0,-9999
KBKL,2023-06-30T03:00:00Z,2023,6,30,3,256,172,10118,130,41,0,0,-9999
KBKL,2023-06-30T04:00:00Z,2023,6,30,4,256,172,10116,140,51,0,0,-9999
KBKL,2023-06-30T05:00:00Z,2023,6,30,5,244,172,10123,150,26,0,0,-9999
KBKL,2023-06-30T06:00:00Z,2023,6,30,6,239,172,10121,150,46,0,0,-9999
KBKL,2023-06-30T07:00:00Z,2023,6,30,7,239,172,10127,160,41,4,0,-9999
KBKL,2023-06-30T08:00:00Z,2023,6,30,8,228,172,10126,160,36,0,0,-9999
KBKL,2023-06-30T09:00:00Z,2023,6,30,9,228,172,10123,140,15,0,0,-9999
KBKL,2023-06-30T10:00:00Z,2023,6,30,10,217,172,10120,150,31,0,0,-9999
KBKL,2023-06-30T11:00:00Z,2023,6,30,11,217,178,10129,190,36,0,0,-9999
KBKL,2023-06-30T12:00:00Z,2023,6,30,12,222,178,10132,230,51,0,0,-9999
KBKL,2023-06-30T13:00:00Z,2023,6,30,13,233,189,10139,260,31,0,0,-9999
KBKL,2023-06-30T14:00:00Z,2023,6,30,14,250,189,10141,210,36,4,0,-9999
KBKL,2023-06-30T15:00:00Z,2023,6,30,15,261,194,10138,220,36,-9999,0,-9999
KBKL,2023-06-30T16:00:00Z,2023,6,30,16,261,189,10137,190,67,-9999,0,-9999
KBKL,2023-06-30T17:00:00Z,2023,6,30,17,267,194,10136,230,46,4,0,-9999
KBKL,2023-06-30T18:00:00Z,2023,6,30,18,233,200,10138,300,46,-9999,0,-9999
KBKL,2023-06-30T19:00:00Z,2023,6,30,19,244,206,10134,310,26,-9999,0,-9999
KBKL,2023-06-30T20:00:00Z,2023,6,30,20,250,206,10132,330,21,0,0,-9999
KBKL,2023-06-30T21:00:00Z,2023,6,30,21,250,206,10134,350,15,0,0,-9999
KBKL,2023-06-30T22:00:00Z,2023,6,30,22,256,206,10134,30,21,0,0,-9999
KBKL,2023-06-30T23:00:00Z,2023,6,30,23,261,200,10133,0,0,0,0,-9999
KBKL,2023-07-01T00:00:00Z,2023,7,1,0,261,200,10132,0,0,0,0,-9999
KBKL,2023-07-01T01:00:00Z,2023,7,1,1,267,200,10125,110,21,0,0,-9999
KBKL,2023-07-01T02:00:00Z,2023,7,1,2,267,200,10116,120,26,0,0,-9999
KBKL,2023-07-01T03:00:00Z,2023,7,1,3,267,206,10125,170,31,0,0,-9999
KBKL,2023-07-01T04:00:00Z,2023,7,1,4,261,200,10132,160,46,0,0,-9999
KBKL,2023-07-01T05:00:00Z,2023,7,1,5,261,206,10130,150,51,-9999,0,-9999
KBKL,2023-07-01T06:00:00Z,2023,7,1,6,256,206,10128,170,41,4,0,-9999
KBKL,2023-07-01T07:00:00Z,2023,7,1,7,256,206,10123,180,31,-9999,0,-9999
KBKL,2023-07-01T08:00:00Z,2023,7,1,8,228,200,10125,0,0,-9999,0,-9999
KBKL,2023-07-01T09:00:00Z,2023,7,1,9,228,200,10125,100,15,-9999,0,-9999
KBKL,2023-07-01T10:00:00Z,2023,7,1,10,228,200,10126,200,26,-9999,0,-9999
KBKL,2023-07-01T11:00:00Z,2023,7,1,11,233,200,10122,140,46,0,0,-9999
KBKL,2023-07-01T12:00:00Z,2023,7,1,12,239,206,10126,160,31,0,0,-9999
KBKL,2023-07-01T13:00:00Z,2023,7,1,13,256,211,10122,-9999,21,0,0,-9999
KBKL,2023-07-01T14:00:00Z,2023,7,1,14,272,211,10119,340,15,0,0,-9999
KBKL,2023-07-01T15:00:00Z,2023,7,1,15,261,217,10128,300,26,0,0,-9999
KBKL,2023-07-01T16:00:00Z,2023,7,1,16,272,211,10124,-9999,15,0,0,-9999
KBKL,2023-07-01T17:00:00Z,2023,7,1,17,261,217,10118,360,21,4,0,-9999
KBKL,2023-07-01T18:00:00Z,2023,7,1,18,250,217,10116,0,0,-9999,0,-9999
KBKL,2023-07-01T19:00:00Z,2023,7,1,19,228,211,-9999,210,36,-9999,10,-9999
KBKL,2023-07-01T20:00:00Z,2023,7,1,20,244,211,10112,0,0,-9999,8,-9999
KBKL,2023-07-01T21:00:00Z,2023,7,1,21,250,211,10108,210,21,-9999,-1,-9999
KBKL,2023-07-01T22:00:00Z,2023,7,1,22,244,217,10106,260,15,-9999,0,-9999
KBKL,2023-07-01T23:00:00Z,2023,7,1,23,244,217,10103,0,0,-9999,0,-9999
KBKL,2023-07-02T00:00:00Z,2023,7,2,0,239,217,10097,100,15,-9999,-1,84
KBKL,2023-07-02T01:00:00Z,2023,7,2,1,250,222,10097,160,26,-9999,-1,-9999
KBKL,2023-07-02T02:00:00Z,2023,7,2,2,250,222,10100,60,21,0,0,-9999
KBKL,2023-07-02T03:00:00Z,2023,7,2,3,244,222,10108,140,21,2,0,-9999
KBKL,2023-07-02T04:00:00Z,2023,7,2,4,244,222,10106,160,41,0,0,-9999
KBKL,2023-07-02T05:00:00Z,2023,7,2,5,244,217,10094,150,31,-9999,0,-9999
KBKL,2023-07-02T06:00:00Z,2023,7,2,6,244,211,10087,150,46,2,0,-1
KBKL,2023-07-02T07:00:00Z,2023,7,2,7,239,206,10083,160,41,0,0,-9999
KBKL,2023-07-02T08:00:00Z,2023,7,2,8,239,206,10082,160,36,-9999,0,-9999
KBKL,2023-07-02T09:00:00Z,2023,7,2,9,239,206,10076,140,41,2,0,-9999
KBKL,2023-07-02T10:00:00Z,2023,7,2,10,233,200,10077,160,46,0,3,-9999
KBKL,2023-07-02T11:00:00Z,2023,7,2,11,228,194,10081,190,57,4,3,-9999
KBKL,2023-07-02T12:00:00Z,2023,7,2,12,222,194,10080,200,57,-9999,3,8
KBKL,2023-07-02T13:00:00Z,2023,7,2,13,217,200,10081,160,31,-9999,5,-9999
KBKL,2023-07-02T14:00:00Z,2023,7,2,14,228,211,10080,190,46,-9999,20,-9999
KBKL,2023-07-02T15:00:00Z,2023,7,2,15,244,211,10082,230,41,-9999,0,-9999
KBKL,2023-07-02T16:00:00Z,2023,7,2,16,233,206,10085,290,31,-9999,0,-9999
KBKL,2023-07-02T17:00:00Z,2023,7,2,17,233,206,10088,270,41,-9999,-1,-9999
KBKL,2023-07-02T18:00:00Z,2023,7,2,18,239,217,10088,270,36,-9999,0,25
KBKL,2023-07-02T19:00:00Z,2023,7,2,19,244,211,10086,270,36,-9999,0,-9999
KBKL,2023-07-02T20:00:00Z,2023,7,2,20,250,217,10086,280,26,-9999,0,-9999
KBKL,2023-07-02T21:00:00Z,2023,7,2,21,256,217,10077,320,21,4,0,-9999
KBKL,2023-07-02T22:00:00Z,2023,7,2,22,250,211,10075,30,15,4,0,-9999
KBKL,2023-07-02T23:00:00Z,2023,7,2,23,261,211,10073,40,15,4,0,-9999
KBKL,2023-07-03T00:00:00Z,2023,7,3,0,244,217,10077,40,26,2,0,-9999
KBKL,2023-07-03T01:00:00Z,2023,7,3,1,200,178,-9999,30,67,-9999,22,-9999
KBKL,2023-07-03T02:00:00Z,2023,7,3,2,200,178,10076,140,36,-9999,66,-9999
KBKL,2023-07-03T03:00:00Z,2023,7,3,3,211,183,10078,160,36,0,0,-9999
KBKL,2023-07-03T04:00:00Z,2023,7,3,4,217,189,10080,160,41,2,0,-9999
KBKL,2023-07-03T05:00:00Z,2023,7,3,5,222,194,10077,170,36,2,0,-9999
KBKL,2023-07-03T06:00:00Z,2023,7,3,6,217,194,10075,0,0,2,0,216
KBKL,2023-07-03T07:00:00Z,2023,7,3,7,206,189,10084,220,36,-9999,0,-9999
KBKL,2023-07-03T08:00:00Z,2023,7,3,8,217,189,10087,210,36,-9999,0,-9999
KBKL,2023-07-03T09:00:00Z,2023,7,3,9,217,189,10086,190,36,-9999,0,-9999
KBKL,2023-07-03T10:00:00Z,2023,7,3,10,211,183,10088,190,51,-9999,0,-9999
KBKL,2023-07-03T11:00:00Z,2023,7,3,11,211,183,10091,180,36,-9999,0,-9999
KBKL,2023-07-03T12:00:00Z,2023,7,3,12,217,183,10097,190,36,-9999,0,-9999
KBKL,2023-07-03T13:00:00Z,2023,7,3,13,222,189,10101,230,41,-9999,0,-9999
KBKL,2023-07-03T14:00:00Z,2023,7,3,14,228,194,10102,250,26,-9999,0,-9999
KBKL,2023-07-03T15:00:00Z,2023,7,3,15,244,206,10102,280,41,-9999,0,-9999
KBKL,2023-07-03T16:00:00Z,2023,7,3,16,250,211,-9999,300,31,4,0,-9999
KBKL,2023-07-03T17:00:00Z,2023,7,3,17,239,211,10105,300,41,-9999,0,-9999
KBKL,2023-07-03T18:00:00Z,2023,7,3,18,244,211,10105,270,41,-9999,0,-9999
KBKL,2023-07-03T19:00:00Z,2023,7,3,19,250,217,10105,300,36,4,0,-9999
KBKL,2023-07-03T20:00:00Z,2023,7,3,20,250,211,10106,300,31,2,0,-9999
KBKL,2023-07-03T21:00:00Z,2023,7,3,21,250,206,10107,310,26,2,0,-9999
KBKL,2023-07-03T22:00:00Z,2023,7,3,22,250,206,10106,290,26,0,0,-9999
KBKL,2023-07-03T23:00:00Z,2023,7,3,23,244,206,10103,270,21,0,0,-9999
KBKL,2023-07-04T00:00:00Z,2023,7,4,0,244,211,10105,0,0,0,0,-9999
KBKL,2023-07-04T01:00:00Z,2023,7,4,1,239,206,10111,0,0,0,0,-9999
KBKL,2023-07-04T02:00:00Z,2023,7,4,2,239,206,10114,0,0,4,0,-9999
KBKL,2023-07-04T03:00:00Z,2023,7,4,3,233,200,10120,0,0,0,0,-9999
KBKL,2023-07-04T04:00:00Z,2023,7,4,4,228,206,10123,300,15,0,0,-9999
KBKL,2023-07-04T05:00:00Z,2023,7,4,5,228,211,10131,350,21,0,0,-9999
KBKL,2023-07-04T06:00:00Z,2023,7,4,6,228,206,10130,360,15,2,0,-9999
KBKL,2023-07-04T07:00:00Z,2023,7,4,7,222,206,10129,30,15,2,0,-9999
KBKL,2023-07-04T08:00:00Z,2023,7,4,8,222,206,10129,0,0,-9999,0,-9999
KBKL,2023-07-04T09:00:00Z,2023,7,4,9,222,206,10131,330,26,-9999,0,-9999
KBKL,2023-07-04T10:00:00Z,2023,7,4,10,217,200,10139,0,0,-9999,0,-9999
KBKL,2023-07-04T11:00:00Z,2023,7,4,11,222,206,10145,280,21,-9999,0,-9999
KBKL,2023-07-04T12:00:00Z,2023,7,4,12,222,206,10151,300,26,-9999,0,-9999
KBKL,2023-07-04T13:00:00Z,2023,7,4,13,228,206,10153,10,15,-9999,0,-9999
KBKL,2023-07-04T14:00:00Z,2023,7,4,14,239,206,10157,280,15,4,0,-9999
KBKL,2023-07-04T15:00:00Z,2023,7,4,15,239,206,10160,270,21,0,0,-9999
KBKL,2023-07-04T16:00:00Z,2023,7,4,16,244,206,10166,290,31,0,0,-9999
KBKL,2023-07-04T17:00:00Z,2023,7,4,17,256,206,10168,300,26,0,0,-9999
KBKL,2023-07-04T18:00:00Z,2023,7,4,18,256,200,10164,330,26,0,0,-9999
KBKL,2023-07-04T19:00:00Z,2023,7,4,19,261,200,10162,30,26,0,0,-9999
KBKL,2023-07-04T20:00:00Z,2023,7,4,20,272,200,10161,360,21,0,0,-9999
KBKL,2023-07-04T21:00:00Z,2023,7,4,21,267,206,10156,320,26,0,0,-9999
KBKL,2023-07-04T22:00:00Z,2023,7,4,22,272,200,10152,350,21,0,0,-9999
KBKL,2023-07-04T23:00:00Z,2023,7,4,23,272,194,10149,360,15,0,0,-9999
KBKL,2023-07-05T00:00:00Z,2023,7,5,0,272,194,10149,40,21,0,0,-9999
KBKL,2023-07-05T01:00:00Z,2023,7,5,1,256,200,10150,50,26,0,0,-9999
KBKL,2023-07-05T02:00:00Z,2023,7,5,2,250,189,10157,30,21,0,0,-9999
KBKL,2023-07-05T03:00:00Z,2023,7,5,3,250,200,10162,70,15,0,0,-9999
KBKL,2023-07-05T04:00:00Z,2023,7,5,4,250,183,10162,0,0,0,0,-9999
KBKL,2023-07-05T05:00:00Z,2023,7,5,5,233,178,-9999,150,31,0,0,-9999
KBKL,2023-07-05T06:00:00Z,2023,7,5,6,228,178,10160,150,41,0,0,-9999
KBKL,2023-07-05T07:00:00Z,2023,7,5,7,228,178,10159,160,46,0,0,-9999
KBKL,2023-07-05T08:00:00Z,2023,7,5,8,228,183,10156,150,46,0,0,-9999
KBKL,2023-07-05T09:00:00Z,2023,7,5,9,228,183,10157,150,46,0,0,-9999
KBKL,2023-07-05T10:00:00Z,2023,7,5,10,222,178,10156,150,46,0,0,-9999
KBKL,2023-07-05T11:00:00Z,2023,7,5,11,228,178,10161,170,31,0,0,-9999
KBKL,2023-07-05T12:00:00Z,2023,7,5,12,244,183,10161,160,36,0,0,-9999
KBKL,2023-07-05T13:00:00Z,2023,7,5,13,267,189,10162,180,26,0,0,-9999
KBKL,2023-07-05T14:00:00Z,2023,7,5,14,283,183,10166,280,21,0,0,-9999
KBKL,2023-07-05T15:00:00Z,2023,7,5,15,278,194,10164,300,21,0,0,-9999
KBKL,2023-07-05T16:00:00Z,2023,7,5,16,283,194,10163,330,15,0,0,-9999
KBKL,2023-07-05T17:00:00Z,2023,7,5,17,289,200,10160,350,21,0,0,-9999
KBKL,2023-07-05T18:00:00Z,2023,7,5,18,289,211,10156,360,26,0,0,-9999
KBKL,2023-07-05T19:00:00Z,2023,7,5,19,289,217,10154,20,26,0,0,-9999
KBKL,2023-07-05T20:00:00Z,2023,7,5,20,294,217,-9999,30,31,2,0,-9999
KBKL,2023-07-05T21:00:00Z,2023,7,5,21,294,217,10142,30,31,0,0,-9999
KBKL,2023-07-05T22:00:00Z,2023,7,5,22,289,228,10135,40,31,0,0,-9999
KBKL,2023-07-05T23:00:00Z,2023,7,5,23,289,206,10130,40,31,0,0,-9999
KBKL,2023-07-06T00:00:00Z,2023,7,6,0,283,211,10129,40,31,0,0,-9999
KBKL,2023-07-06T01:00:00Z,2023,7,6,1,272,206,10132,0,0,0,0,-9999
KBKL,2023-07-06T02:00:00Z,2023,7,6,2,278,194,10134,70,15,0,0,-9999
KBKL,2023-07-06T03:00:00Z,2023,7,6,3,278,206,10139,0,0,0,0,-9999
KBKL,2023-07-06T04:00:00Z,2023,7,6,4,272,200,10138,0,0,0,0,-9999
KBKL,2023-07-06T05:00:00Z,2023,7,6,5,261,194,10136,0,0,0,0,-9999
KBKL,2023-07-06T06:00:00Z,2023,7,6,6,261,189,10132,160,31,0,0,-9999
KBKL,2023-07-06T07:00:00Z,2023,7,6,7,256,189,10128,160,41,0,0,-9999
KBKL,2023-07-06T08:00:00Z,2023,7,6,8,256,194,10125,150,36,0,0,-9999
KBKL,2023-07-06T09:00:00Z,2023,7,6,9,250,194,10120,150,46,0,0,-9999
KBKL,2023-07-06T10:00:00Z,2023,7,6,10,244,194,10121,150,41,0,0,-9999
KBKL,2023-07-06T11:00:00Z,2023,7,6,11,250,194,10120,150,46,0,0,-9999
KBKL,2023-07-06T12:00:00Z,2023,7,6,12,256,200,10121,180,26,0,0,-9999
KBKL,2023-07-06T13:00:00Z,2023,7,6,13,272,200,10118,170,36,0,0,-9999
KBKL,2023-07-06T14:00:00Z,2023,7,6,14,289,206,10116,190,36,0,0,-9999
KBKL,2023-07-06T15:00:00Z,2023,7,6,15,306,211,10112,190,46,0,0,-9999
KBKL,2023-07-06T16:00:00Z,2023,7,6,16,300,206,10112,240,57,-9999,0,-9999
KBKL,2023-07-06T17:00:00Z,2023,7,6,17,317,211,10108,230,72,4,0,-9999
KBKL,2023-07-06T18:00:00Z,2023,7,6,18,233,189,10117,260,134,-9999,66,48
KBKL,2023-07-06T19:00:00Z,2023,7,6,19,261,200,10111,160,36,2,3,-9999
KBKL,2023-07-06T20:00:00Z,2023,7,6,20,244,194,10113,190,57,-9999,13,-9999
KBKL,2023-07-06T21:00:00Z,2023,7,6,21,256,206,10109,250,21,4,0,-9999
KBKL,2023-07-06T22:00:00Z,2023,7,6,22,256,217,10104,0,0,4,-1,-9999
KBKL,2023-07-06T23:00:00Z,2023,7,6,23,250,222,10108,260,46,4,0,-9999
KBKL,2023-07-07T00:00:00Z,2023,7,7,0,250,211,10106,190,21,4,-1,33
KBKL,2023-07-07T01:00:00Z,2023,7,7,1,250,211,10103,0,0,4,0,-9999
KBKL,2023-07-07T02:00:00Z,2023,7,7,2,250,211,10105,0,0,2,0,-9999
KBKL,2023-07-07T03:00:00Z,2023,7,7,3,250,206,10109,140,15,-9999,0,-9999
KBKL,2023-07-07T04:00:00Z,2023,7,7,4,239,211,10111,300,21,2,0,-9999
KBKL,2023-07-07T05:00:00Z,2023,7,7,5,233,211,10110,210,21,4,0,-9999
KBKL,2023-07-07T06:00:00Z,2023,7,7,6,233,217,10113,340,51,-9999,48,46
KBKL,2023-07-07T07:00:00Z,2023,7,7,7,228,206,10115,360,62,-9999,-1,-9999
KBKL,2023-07-07T08:00:00Z,2023,7,7,8,228,206,10118,10,57,-9999,0,-9999
KBKL,2023-07-07T09:00:00Z,2023,7,7,9,222,194,10120,360,57,-9999,0,-9999
KBKL,2023-07-07T10:00:00Z,2023,7,7,10,222,189,10127,360,62,-9999,0,-9999
KBKL,2023-07-07T11:00:00Z,2023,7,7,11,217,178,10132,360,62,4,0,-9999
KBKL,2023-07-07T12:00:00Z,2023,7,7,12,222,172,10137,360,67,4,0,3
KBKL,2023-07-07T13:00:00Z,2023,7,7,13,217,161,10142,10,57,0,0,-9999
KBKL,2023-07-07T14:00:00Z,2023,7,7,14,222,161,10146,20,62,0,0,-9999
KBKL,2023-07-07T15:00:00Z,2023,7,7,15,228,161,10146,10,57,0,0,-9999
KBKL,2023-07-07T16:00:00Z,2023,7,7,16,233,161,10148,20,51,0,0,-9999
KBKL,2023-07-07T17:00:00Z,2023,7,7,17,233,156,10148,20,51,0,0,-9999
KBKL,2023-07-07T18:00:00Z,2023,7,7,18,233,161,10153,10,41,0,0,-9999
KBKL,2023-07-07T19:00:00Z,2023,7,7,19,239,156,10151,360,36,0,0,-9999
KBKL,2023-07-07T20:00:00Z,2023,7,7,20,239,144,10146,20,31,0,0,-9999
KBKL,2023-07-07T21:00:00Z,2023,7,7,21,244,150,10143,10,31,0,0,-9999
KBKL,2023-07-07T22:00:00Z,2023,7,7,22,244,150,10140,20,31,0,0,-9999
KBKL,2023-07-07T23:00:00Z,2023,7,7,23,239,150,10131,30,41,0,0,-9999
KBKL,2023-07-08T00:00:00Z,2023,7,8,0,239,144,10132,20,31,0,0,-9999
KBKL,2023-07-08T01:00:00Z,2023,7,8,1,228,150,10133,40,26,0,0,-9999
KBKL,2023-07-08T02:00:00Z,2023,7,8,2,228,139,10133,80,31,0,0,-9999
KBKL,2023-07-08T03:00:00Z,2023,7,8,3,222,133,10142,80,31,0,0,-9999
KBKL,2023-07-08T04:00:00Z,2023,7,8,4,211,128,10144,90,21,0,0,-9999
KBKL,2023-07-08T05:00:00Z,2023,7,8,5,211,122,10141,90,31,0,0,-9999
