"device_number","time","value"
24,2025-01-02 11:16:10.491,6.815
24,2025-01-02 10:46:10.515,9.102
24,2025-01-02 10:16:10.486,4.823
24,2025-01-02 09:46:10.484,4.44
24,2025-01-02 09:16:10.492,11.844
24,2025-01-02 08:46:10.516,6.972
24,2025-01-02 08:16:10.482,11.297
24,2025-01-02 08:00:24.142,12.844
24,2025-01-02 07:46:10.498,12.844
24,2025-01-02 07:16:10.465,14.313
24,2025-01-02 06:46:10.464,10.088
24,2025-01-02 06:16:10.456,13.047
24,2025-01-02 05:46:10.448,10.67
24,2025-01-02 05:16:10.449,6.318
24,2025-01-02 04:46:10.417,13.842
24,2025-01-02 04:42:22.687,12.151
24,2025-01-02 04:16:10.399,12.151
24,2025-01-02 03:46:10.401,17.34
24,2025-01-02 03:16:10.362,9.594
24,2025-01-02 02:46:10.369,10.997
24,2025-01-02 01:46:10.264,9.753
24,2025-01-02 01:34:10.209,4.888
24,2025-01-02 01:16:10.206,4.888
24,2025-01-02 00:46:10.242,10.002
24,2025-01-02 00:16:10.23,9.4
24,2025-01-01 23:46:10.151,6.669
24,2025-01-01 23:16:10.113,8.953
24,2025-01-01 22:46:10.053,9.492
24,2025-01-01 22:26:03.619,16.152
24,2025-01-01 22:16:09.972,16.152
24,2025-01-01 21:46:09.945,6.905
24,2025-01-01 21:16:09.867,11.523
24,2025-01-01 20:46:09.821,5.626
24,2025-01-01 20:16:09.792,4.824
24,2025-01-01 19:46:09.663,6.71
24,2025-01-01 19:16:09.534,22.857
24,2025-01-01 19:00:56.651,23.249
24,2025-01-01 18:46:09.391,23.249
24,2025-01-01 18:16:08.523,10.419
24,2025-01-01 17:46:08.43,3.201
24,2025-01-01 16:46:08.41,0.906
24,2025-01-01 16:16:08.379,1.579
24,2025-01-01 16:00:03.091,1.49
24,2025-01-01 15:46:08.326,1.49
24,2025-01-01 15:16:08.295,1.168
24,2025-01-01 14:46:08.316,1.583
24,2025-01-01 14:16:08.353,2.127
24,2025-01-01 13:46:08.313,3.103
24,2025-01-01 13:16:08.303,2.611
24,2025-01-01 12:47:53.413,4.662
24,2025-01-01 12:46:08.161,4.662
24,2025-01-01 12:16:08.075,1.287
24,2025-01-01 11:46:07.864,3.646
24,2025-01-01 11:16:07.684,5.15
24,2025-01-01 10:46:07.517,4.328
24,2025-01-01 10:16:07.346,6.807
24,2025-01-01 09:46:15.827,6.026
24,2025-01-01 09:39:50.98,4.848
24,2025-01-01 09:38:41.747,4.848
24,2025-01-01 09:16:06.956,4.848
24,2025-01-01 08:46:06.762,3.133
24,2025-01-01 08:16:06.574,1.369
24,2025-01-01 07:46:05.708,3.205
24,2025-01-01 07:16:05.527,2.171
24,2025-01-01 06:46:12.052,3.133
24,2025-01-01 06:27:52.065,8.184
24,2025-01-01 06:16:07.464,8.184
24,2025-01-01 06:06:50.212,3.581
24,2025-01-01 02:35:52.445,21.22
24,2025-01-01 02:31:40.114,21.22
