"location_name","latitude","longitude","device_number","device_eui","time","measure_name","value","Date"
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-02 19:01:21.47,"mc_pm2_5",9.799,2024-12-02
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-02 19:00:22.312,"mc_pm2_5",9.799,2024-12-02
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-02 18:58:44.624,"mc_pm2_5",3.758,2024-12-02
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-02 18:58:35.523,"mc_pm2_5",5.74,2024-12-02
"Mound Elementary",41.462862,-81.647249,19,"0004A30B000838D0",2024-12-02 18:58:35.102,"mc_pm2_5",4.493,2024-12-02
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-02 18:57:09.253,"mc_pm2_5",9.799,2024-12-02
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-02 18:54:51.704,"mc_pm2_5",7.482,2024-12-02
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-02 18:54:47.296,"mc_pm2_5",4.489,2024-12-02
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-02 18:50:16.006,"mc_pm2_5",4.138,2024-12-02
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-02 18:45:29.935,"mc_pm2_5",7.082,2024-12-02
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-02 18:42:30.838,"mc_pm2_5",3.613,2024-12-02
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-02 18:39:58.961,"mc_pm2_5",5.481,2024-12-02
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-02 18:38:04.901,"mc_pm2_5",5.516,2024-12-02
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-02 18:34:29.4,"mc_pm2_5",5.685,2024-12-02
"Bessemer by Tremco",41.46717,-81.63003,25,"0004A30B00085131",2024-12-02 18:34:25.483,"mc_pm2_5",4.42,2024-12-02
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-02 18:33:03.821,"mc_pm2_5",2.743,2024-12-02
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-02 18:28:35.559,"mc_pm2_5",7.222,2024-12-02
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-02 18:27:21.605,"mc_pm2_5",3.758,2024-12-02
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-02 18:24:51.772,"mc_pm2_5",6.758,2024-12-02
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-02 18:24:47.319,"mc_pm2_5",3.18,2024-12-02
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-02 18:20:15.984,"mc_pm2_5",7.037,2024-12-02
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-02 18:15:30.011,"mc_pm2_5",7.509,2024-12-02
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-02 18:12:30.912,"mc_pm2_5",3.747,2024-12-02
"Bessemer by Tremco",41.46717,-81.63003,25,"0004A30B00085131",2024-12-02 18:08:23.101,"mc_pm2_5",4.42,2024-12-02
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-02 18:03:03.878,"mc_pm2_5",6.365,2024-12-02
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-02 18:02:30.288,"mc_pm2_5",5.14,2024-12-02
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-02 18:01:24.233,"mc_pm2_5",4.025,2024-12-02
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-02 17:59:41.529,"mc_pm2_5",4.826,2024-12-02
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-02 17:58:35.569,"mc_pm2_5",4.514,2024-12-02
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-02 17:57:21.653,"mc_pm2_5",4.624,2024-12-02
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-02 17:57:09.301,"mc_pm2_5",3.974,2024-12-02
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-02 17:56:14.361,"mc_pm2_5",5.585,2024-12-02
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-02 17:54:51.811,"mc_pm2_5",4.025,2024-12-02
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-02 17:54:47.32,"mc_pm2_5",3.47,2024-12-02
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-02 17:54:11.297,"mc_pm2_5",3.566,2024-12-02
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-02 17:50:16.033,"mc_pm2_5",5.151,2024-12-02
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-02 17:45:30.037,"mc_pm2_5",4.855,2024-12-02
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-02 17:42:30.915,"mc_pm2_5",4.826,2024-12-02
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-02 17:40:12.014,"mc_pm2_5",4.675,2024-12-02
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-02 17:39:59.027,"mc_pm2_5",9.003,2024-12-02
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-02 17:38:05.006,"mc_pm2_5",4.366,2024-12-02
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-02 17:33:03.884,"mc_pm2_5",6.369,2024-12-02
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-02 17:32:30.299,"mc_pm2_5",4.527,2024-12-02
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-02 17:30:35.224,"mc_pm2_5",5.585,2024-12-02
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-02 17:28:35.613,"mc_pm2_5",6.984,2024-12-02
"Mound Elementary",41.462862,-81.647249,19,"0004A30B000838D0",2024-12-02 17:28:34.96,"mc_pm2_5",6.711,2024-12-02
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-02 17:27:21.666,"mc_pm2_5",4.957,2024-12-02
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-02 17:27:09.283,"mc_pm2_5",5.79,2024-12-02
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-02 17:24:51.802,"mc_pm2_5",7.736,2024-12-02
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-02 17:24:47.325,"mc_pm2_5",5.657,2024-12-02
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-02 17:24:11.216,"mc_pm2_5",5.922,2024-12-02
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-02 17:20:16.057,"mc_pm2_5",6.663,2024-12-02
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-02 17:15:30.036,"mc_pm2_5",9.265,2024-12-02
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-02 17:10:12.046,"mc_pm2_5",11.453,2024-12-02
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-02 17:09:59.044,"mc_pm2_5",4.552,2024-12-02
"Bessemer by Tremco",41.46717,-81.63003,25,"0004A30B00085131",2024-12-02 17:08:23.134,"mc_pm2_5",6.797,2024-12-02
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-02 17:08:05.076,"mc_pm2_5",5.445,2024-12-02
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-02 17:04:18.515,"mc_pm2_5",8.547,2024-12-02
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-02 17:03:03.833,"mc_pm2_5",4.768,2024-12-02
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-02 17:02:30.318,"mc_pm2_5",7.036,2024-12-02
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-02 17:00:35.179,"mc_pm2_5",4.527,2024-12-02
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-02 16:58:35.618,"mc_pm2_5",6.123,2024-12-02
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-02 16:57:21.676,"mc_pm2_5",4.407,2024-12-02
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-02 16:57:09.236,"mc_pm2_5",13.686,2024-12-02
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-02 16:54:51.87,"mc_pm2_5",11.141,2024-12-02
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-02 16:54:47.286,"mc_pm2_5",3.666,2024-12-02
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-02 16:50:16.063,"mc_pm2_5",7.625,2024-12-02
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-02 16:45:30.058,"mc_pm2_5",8.547,2024-12-02
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-02 16:42:30.934,"mc_pm2_5",4.866,2024-12-02
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-02 16:40:12.089,"mc_pm2_5",4.87,2024-12-02
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-02 16:32:30.29,"mc_pm2_5",10.869,2024-12-02
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-02 16:30:35.123,"mc_pm2_5",7.596,2024-12-02
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-02 16:28:35.648,"mc_pm2_5",6.027,2024-12-02
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-02 16:27:21.754,"mc_pm2_5",13.864,2024-12-02
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-02 16:27:09.267,"mc_pm2_5",6.073,2024-12-02
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-02 16:24:51.889,"mc_pm2_5",14.114,2024-12-02
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-02 16:24:47.34,"mc_pm2_5",4.32,2024-12-02
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-02 16:24:11.349,"mc_pm2_5",9.979,2024-12-02
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-02 16:20:16.065,"mc_pm2_5",6.912,2024-12-02
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-02 16:15:30.113,"mc_pm2_5",14.534,2024-12-02
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-02 16:12:30.905,"mc_pm2_5",8.949,2024-12-02
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-02 16:10:12.207,"mc_pm2_5",12.218,2024-12-02
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-02 16:09:59.219,"mc_pm2_5",12.172,2024-12-02
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-02 16:08:05.184,"mc_pm2_5",9.184,2024-12-02
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-02 16:03:04.015,"mc_pm2_5",10.756,2024-12-02
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-02 16:02:30.311,"mc_pm2_5",10.597,2024-12-02
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-02 16:00:35.075,"mc_pm2_5",9.575,2024-12-02
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-02 15:58:35.661,"mc_pm2_5",9.423,2024-12-02
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-02 15:57:21.729,"mc_pm2_5",14.747,2024-12-02
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-02 15:57:09.23,"mc_pm2_5",7.81,2024-12-02
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-02 15:54:51.903,"mc_pm2_5",12.183,2024-12-02
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-02 15:54:47.345,"mc_pm2_5",7.4,2024-12-02
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-02 15:54:11.257,"mc_pm2_5",12.183,2024-12-02
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-02 15:52:44.472,"mc_pm2_5",9.989,2024-12-02
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-02 15:50:16.081,"mc_pm2_5",6.473,2024-12-02
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-02 15:47:10.026,"mc_pm2_5",14.764,2024-12-02
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-02 15:45:30.062,"mc_pm2_5",15.741,2024-12-02
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-02 15:43:01.8,"mc_pm2_5",13.511,2024-12-02
"Bessemer by Tremco",41.46717,-81.63003,25,"0004A30B00085131",2024-12-02 15:38:23.108,"mc_pm2_5",6.189,2024-12-02
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-02 15:38:05.222,"mc_pm2_5",14.901,2024-12-02
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-02 15:33:03.847,"mc_pm2_5",7.869,2024-12-02
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-02 15:32:30.305,"mc_pm2_5",14.563,2024-12-02
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-02 15:30:35.036,"mc_pm2_5",13.639,2024-12-02
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-02 15:28:35.687,"mc_pm2_5",8.036,2024-12-02
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-02 15:27:21.821,"mc_pm2_5",9.989,2024-12-02
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-02 15:27:09.287,"mc_pm2_5",13.511,2024-12-02
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-02 15:24:51.932,"mc_pm2_5",28.799,2024-12-02
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-02 15:24:47.364,"mc_pm2_5",7.803,2024-12-02
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-02 15:23:45.295,"mc_pm2_5",11.192,2024-12-02
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-02 15:20:16.041,"mc_pm2_5",8.258,2024-12-02
"Fleet Ave. and East 71st St.",41.456319,-81.639257,1,"0004A30B00083D5D",2024-12-02 15:17:56.178,"mc_pm2_5",10.937,2024-12-02
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-02 15:15:30.066,"mc_pm2_5",22.278,2024-12-02
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-02 15:12:30.896,"mc_pm2_5",12.602,2024-12-02
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-02 15:10:12.159,"mc_pm2_5",9.091,2024-12-02
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-02 15:09:59.196,"mc_pm2_5",10.334,2024-12-02
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-02 15:08:05.202,"mc_pm2_5",18.139,2024-12-02
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-02 15:02:30.304,"mc_pm2_5",15.315,2024-12-02
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-02 15:00:34.94,"mc_pm2_5",9.097,2024-12-02
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-02 14:58:35.716,"mc_pm2_5",9.127,2024-12-02
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-02 14:57:21.781,"mc_pm2_5",11.044,2024-12-02
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-02 14:57:17.853,"mc_pm2_5",15.395,2024-12-02
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-02 14:57:03.064,"mc_pm2_5",16.423,2024-12-02
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-02 14:54:51.958,"mc_pm2_5",16.423,2024-12-02
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-02 14:54:47.338,"mc_pm2_5",7.448,2024-12-02
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-02 14:54:11.277,"mc_pm2_5",11.192,2024-12-02
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-02 14:50:16.061,"mc_pm2_5",9.167,2024-12-02
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-02 14:45:30.091,"mc_pm2_5",25.734,2024-12-02
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-02 14:44:04.613,"mc_pm2_5",15.569,2024-12-02
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-02 14:43:05.086,"mc_pm2_5",15.914,2024-12-02
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-02 14:42:29.397,"mc_pm2_5",15.914,2024-12-02
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-02 14:40:12.168,"mc_pm2_5",13.23,2024-12-02
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-02 14:32:30.29,"mc_pm2_5",17.401,2024-12-02
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-02 14:30:34.885,"mc_pm2_5",15.569,2024-12-02
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-02 14:28:35.73,"mc_pm2_5",9.779,2024-12-02
"Mound Elementary",41.462862,-81.647249,19,"0004A30B000838D0",2024-12-02 14:28:34.807,"mc_pm2_5",13.729,2024-12-02
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-02 14:27:21.803,"mc_pm2_5",7.535,2024-12-02
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-02 14:27:17.95,"mc_pm2_5",13.033,2024-12-02
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-02 14:24:52.099,"mc_pm2_5",10.664,2024-12-02
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-02 14:24:47.35,"mc_pm2_5",9.853,2024-12-02
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-02 14:24:11.257,"mc_pm2_5",13.005,2024-12-02
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-02 14:20:16.078,"mc_pm2_5",13.255,2024-12-02
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-02 14:15:30.108,"mc_pm2_5",15.341,2024-12-02
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-02 14:12:30.914,"mc_pm2_5",12.939,2024-12-02
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-02 14:10:12.181,"mc_pm2_5",16.368,2024-12-02
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-02 14:08:05.247,"mc_pm2_5",16.635,2024-12-02
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-02 14:03:03.892,"mc_pm2_5",12.656,2024-12-02
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-02 14:02:30.278,"mc_pm2_5",14.115,2024-12-02
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-02 14:00:34.802,"mc_pm2_5",16.269,2024-12-02
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-02 13:58:35.737,"mc_pm2_5",9.642,2024-12-02
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-02 13:57:21.801,"mc_pm2_5",13.463,2024-12-02
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-02 13:57:17.826,"mc_pm2_5",19.323,2024-12-02
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-02 13:54:52.059,"mc_pm2_5",13.946,2024-12-02
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-02 13:54:47.3,"mc_pm2_5",9.501,2024-12-02
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-02 13:54:11.285,"mc_pm2_5",17.384,2024-12-02
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-02 13:51:11.044,"mc_pm2_5",12.284,2024-12-02
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-02 13:50:16.102,"mc_pm2_5",14.388,2024-12-02
"Fleet Ave. and East 71st St.",41.456319,-81.639257,1,"0004A30B00083D5D",2024-12-02 13:47:56.145,"mc_pm2_5",10.844,2024-12-02
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-02 13:45:30.187,"mc_pm2_5",18.224,2024-12-02
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-02 13:42:30.907,"mc_pm2_5",19.864,2024-12-02
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-02 13:40:12.202,"mc_pm2_5",13.539,2024-12-02
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-02 13:39:59.242,"mc_pm2_5",17.21,2024-12-02
"Bessemer by Tremco",41.46717,-81.63003,25,"0004A30B00085131",2024-12-02 13:38:23.085,"mc_pm2_5",12.347,2024-12-02
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-02 13:38:05.323,"mc_pm2_5",15.098,2024-12-02
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-02 13:35:47.002,"mc_pm2_5",20.783,2024-12-02
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-02 13:33:03.825,"mc_pm2_5",12.684,2024-12-02
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-02 13:32:30.27,"mc_pm2_5",11.976,2024-12-02
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-02 13:30:34.725,"mc_pm2_5",18.304,2024-12-02
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-02 13:28:35.773,"mc_pm2_5",12.561,2024-12-02
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-02 13:27:21.848,"mc_pm2_5",20.188,2024-12-02
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-02 13:27:17.813,"mc_pm2_5",17.015,2024-12-02
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-02 13:24:52.04,"mc_pm2_5",21.975,2024-12-02
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-02 13:24:47.319,"mc_pm2_5",9.529,2024-12-02
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-02 13:24:11.317,"mc_pm2_5",11.345,2024-12-02
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-02 13:22:01.926,"mc_pm2_5",13.413,2024-12-02
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-02 13:21:11.113,"mc_pm2_5",17.282,2024-12-02
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-02 13:20:16.104,"mc_pm2_5",15.079,2024-12-02
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-02 13:15:30.147,"mc_pm2_5",20.783,2024-12-02
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-02 13:08:05.386,"mc_pm2_5",16.611,2024-12-02
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-02 13:02:30.263,"mc_pm2_5",9.256,2024-12-02
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-02 13:00:34.619,"mc_pm2_5",17.941,2024-12-02
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-02 12:58:35.767,"mc_pm2_5",14.079,2024-12-02
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-02 12:57:21.847,"mc_pm2_5",17.88,2024-12-02
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-02 12:57:17.819,"mc_pm2_5",12.308,2024-12-02
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-02 12:54:52.066,"mc_pm2_5",11.993,2024-12-02
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-02 12:54:47.355,"mc_pm2_5",10.638,2024-12-02
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-02 12:52:20.947,"mc_pm2_5",13.09,2024-12-02
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-02 12:51:11.06,"mc_pm2_5",17.232,2024-12-02
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-02 12:50:16.276,"mc_pm2_5",10.949,2024-12-02
