"location_name","latitude","longitude","device_number","device_eui","time","measure_name","value","Date"
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-08 22:52:35.427,"mc_pm2_5",9.156,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 22:48:14.343,"mc_pm2_5",6.176,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 22:46:31.162,"mc_pm2_5",6.261,2024-12-08
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-08 22:42:28.482,"mc_pm2_5",10.604,2024-12-08
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-08 22:39:47.916,"mc_pm2_5",5.187,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 22:38:39.369,"mc_pm2_5",9.933,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 22:38:27.712,"mc_pm2_5",6.367,2024-12-08
"Bessemer by Tremco",41.46717,-81.63003,25,"0004A30B00085131",2024-12-08 22:38:20.209,"mc_pm2_5",10.109,2024-12-08
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-08 22:37:53.077,"mc_pm2_5",7.489,2024-12-08
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-08 22:33:02.99,"mc_pm2_5",4.85,2024-12-08
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-08 22:32:37.872,"mc_pm2_5",7.491,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 22:29:26.3,"mc_pm2_5",6.668,2024-12-08
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-08 22:28:29.51,"mc_pm2_5",8.016,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 22:27:20.21,"mc_pm2_5",13.305,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 22:24:41.088,"mc_pm2_5",12.265,2024-12-08
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-08 22:24:15.833,"mc_pm2_5",4.942,2024-12-08
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-08 22:22:35.432,"mc_pm2_5",7.346,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 22:18:14.387,"mc_pm2_5",6.522,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 22:16:31.159,"mc_pm2_5",8.901,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 22:12:29.514,"mc_pm2_5",6.631,2024-12-08
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-08 22:12:28.601,"mc_pm2_5",8.821,2024-12-08
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-08 22:10:04.97,"mc_pm2_5",7.732,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 22:08:39.399,"mc_pm2_5",6.631,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 22:08:27.738,"mc_pm2_5",5.348,2024-12-08
"Bessemer by Tremco",41.46717,-81.63003,25,"0004A30B00085131",2024-12-08 22:08:20.134,"mc_pm2_5",9.415,2024-12-08
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-08 22:07:53.108,"mc_pm2_5",7.623,2024-12-08
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-08 22:02:37.918,"mc_pm2_5",6.394,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 21:59:26.338,"mc_pm2_5",3.132,2024-12-08
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-08 21:58:29.548,"mc_pm2_5",5.95,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 21:57:20.231,"mc_pm2_5",7.341,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 21:54:41.141,"mc_pm2_5",4.896,2024-12-08
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-08 21:54:08.803,"mc_pm2_5",13.109,2024-12-08
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-08 21:52:35.512,"mc_pm2_5",7.93,2024-12-08
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-08 21:51:31.89,"mc_pm2_5",7.026,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 21:48:14.373,"mc_pm2_5",9.326,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 21:46:31.235,"mc_pm2_5",5.839,2024-12-08
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-08 21:42:28.497,"mc_pm2_5",4.835,2024-12-08
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-08 21:39:48.024,"mc_pm2_5",7.255,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 21:38:39.437,"mc_pm2_5",6.788,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 21:38:27.692,"mc_pm2_5",10.196,2024-12-08
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-08 21:38:01.107,"mc_pm2_5",7.759,2024-12-08
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-08 21:37:53.183,"mc_pm2_5",7.378,2024-12-08
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-08 21:33:06.214,"mc_pm2_5",3.768,2024-12-08
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-08 21:33:03.014,"mc_pm2_5",6.216,2024-12-08
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-08 21:32:37.915,"mc_pm2_5",7.497,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 21:29:26.348,"mc_pm2_5",6.405,2024-12-08
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-08 21:28:29.597,"mc_pm2_5",7.41,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 21:27:20.286,"mc_pm2_5",6.904,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 21:24:41.215,"mc_pm2_5",6.043,2024-12-08
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-08 21:24:08.842,"mc_pm2_5",4.064,2024-12-08
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-08 21:22:27.37,"mc_pm2_5",3.768,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 21:18:14.446,"mc_pm2_5",5.917,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 21:16:31.261,"mc_pm2_5",8.743,2024-12-08
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-08 21:12:28.567,"mc_pm2_5",6.904,2024-12-08
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-08 21:10:05.15,"mc_pm2_5",4.793,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 21:08:39.5,"mc_pm2_5",3.331,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 21:08:27.668,"mc_pm2_5",7.888,2024-12-08
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-08 21:07:53.281,"mc_pm2_5",7.107,2024-12-08
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-08 21:02:37.935,"mc_pm2_5",5.676,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 20:59:26.404,"mc_pm2_5",3.955,2024-12-08
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-08 20:58:29.672,"mc_pm2_5",13.099,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 20:57:20.383,"mc_pm2_5",9.507,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 20:48:14.443,"mc_pm2_5",12.975,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 20:46:31.326,"mc_pm2_5",6.825,2024-12-08
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-08 20:44:40.259,"mc_pm2_5",4.99,2024-12-08
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-08 20:42:28.668,"mc_pm2_5",7.539,2024-12-08
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-08 20:40:05.103,"mc_pm2_5",8.736,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 20:38:39.551,"mc_pm2_5",6.333,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 20:38:34.653,"mc_pm2_5",4.654,2024-12-08
"Bessemer by Tremco",41.46717,-81.63003,25,"0004A30B00085131",2024-12-08 20:38:20.319,"mc_pm2_5",5.061,2024-12-08
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-08 20:32:37.967,"mc_pm2_5",10.044,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 20:29:26.43,"mc_pm2_5",10.931,2024-12-08
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-08 20:28:29.709,"mc_pm2_5",9.378,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 20:27:20.297,"mc_pm2_5",7.992,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 20:24:41.297,"mc_pm2_5",4.707,2024-12-08
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-08 20:24:08.961,"mc_pm2_5",4.99,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 20:18:14.495,"mc_pm2_5",6.142,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 20:16:31.394,"mc_pm2_5",7.022,2024-12-08
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-08 20:12:28.6,"mc_pm2_5",5.366,2024-12-08
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-08 20:10:05.158,"mc_pm2_5",11.267,2024-12-08
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-08 20:09:48.199,"mc_pm2_5",5.068,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 20:08:39.602,"mc_pm2_5",4.594,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 20:08:34.67,"mc_pm2_5",4.721,2024-12-08
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-08 20:07:53.418,"mc_pm2_5",3.354,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 20:07:34.167,"mc_pm2_5",4.175,2024-12-08
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-08 20:05:28.562,"mc_pm2_5",10.836,2024-12-08
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-08 20:02:38.032,"mc_pm2_5",5.082,2024-12-08
"Mound Elementary",41.462862,-81.647249,19,"0004A30B000838D0",2024-12-08 19:59:37.323,"mc_pm2_5",3.289,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 19:59:17.84,"mc_pm2_5",3.653,2024-12-08
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-08 19:58:29.768,"mc_pm2_5",6.717,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 19:57:20.296,"mc_pm2_5",7.71,2024-12-08
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-08 19:56:51.191,"mc_pm2_5",10.443,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 19:54:41.341,"mc_pm2_5",4.175,2024-12-08
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-08 19:54:09.022,"mc_pm2_5",6.649,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 19:48:14.532,"mc_pm2_5",4.381,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 19:46:31.453,"mc_pm2_5",6.266,2024-12-08
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-08 19:42:27.161,"mc_pm2_5",9.118,2024-12-08
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-08 19:40:05.219,"mc_pm2_5",4.607,2024-12-08
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-08 19:39:48.211,"mc_pm2_5",10.443,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 19:38:39.671,"mc_pm2_5",5.563,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 19:38:34.666,"mc_pm2_5",3.088,2024-12-08
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-08 19:33:03.139,"mc_pm2_5",4.19,2024-12-08
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-08 19:32:15.704,"mc_pm2_5",6.694,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 19:29:17.88,"mc_pm2_5",3.782,2024-12-08
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-08 19:29:03.933,"mc_pm2_5",6.47,2024-12-08
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-08 19:28:29.786,"mc_pm2_5",3.986,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 19:27:20.351,"mc_pm2_5",5.501,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 19:24:41.435,"mc_pm2_5",7.812,2024-12-08
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-08 19:24:08.972,"mc_pm2_5",3.689,2024-12-08
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-08 19:20:00.958,"mc_pm2_5",6.47,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 19:18:14.574,"mc_pm2_5",4.472,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 19:16:31.515,"mc_pm2_5",9.325,2024-12-08
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-08 19:10:05.361,"mc_pm2_5",7.456,2024-12-08
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-08 19:09:48.318,"mc_pm2_5",5.393,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 19:08:39.708,"mc_pm2_5",7.832,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 19:08:34.629,"mc_pm2_5",5.075,2024-12-08
"Bessemer by Tremco",41.46717,-81.63003,25,"0004A30B00085131",2024-12-08 19:08:20.457,"mc_pm2_5",8.248,2024-12-08
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-08 19:07:53.514,"mc_pm2_5",5.881,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 19:03:11.212,"mc_pm2_5",4.453,2024-12-08
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-08 19:02:38.084,"mc_pm2_5",5.162,2024-12-08
"Mound Elementary",41.462862,-81.647249,19,"0004A30B000838D0",2024-12-08 18:59:35.788,"mc_pm2_5",4.76,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 18:59:17.871,"mc_pm2_5",4.12,2024-12-08
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-08 18:58:29.829,"mc_pm2_5",4.563,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 18:57:20.375,"mc_pm2_5",6.141,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 18:54:41.488,"mc_pm2_5",4.397,2024-12-08
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-08 18:54:09.005,"mc_pm2_5",7.455,2024-12-08
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-08 18:50:01.007,"mc_pm2_5",4.144,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 18:49:31.07,"mc_pm2_5",4.992,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 18:48:14.589,"mc_pm2_5",5.306,2024-12-08
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-08 18:47:50.422,"mc_pm2_5",5.145,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 18:46:31.545,"mc_pm2_5",7.459,2024-12-08
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-08 18:39:48.347,"mc_pm2_5",5.686,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 18:38:41.658,"mc_pm2_5",4.412,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 18:38:39.771,"mc_pm2_5",4.453,2024-12-08
"Bessemer by Tremco",41.46717,-81.63003,25,"0004A30B00085131",2024-12-08 18:38:20.541,"mc_pm2_5",5.735,2024-12-08
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-08 18:37:53.561,"mc_pm2_5",5.654,2024-12-08
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-08 18:33:03.181,"mc_pm2_5",3.087,2024-12-08
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-08 18:32:38.088,"mc_pm2_5",7.591,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 18:29:17.936,"mc_pm2_5",3.223,2024-12-08
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-08 18:28:29.94,"mc_pm2_5",6.197,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 18:27:20.411,"mc_pm2_5",4.992,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 18:24:41.582,"mc_pm2_5",7.112,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 18:22:57.764,"mc_pm2_5",6.907,2024-12-08
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-08 18:20:01.067,"mc_pm2_5",2.788,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 18:18:14.645,"mc_pm2_5",6.033,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 18:16:31.609,"mc_pm2_5",9.171,2024-12-08
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-08 18:12:28.816,"mc_pm2_5",8.426,2024-12-08
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-08 18:10:05.458,"mc_pm2_5",3.932,2024-12-08
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-08 18:09:48.396,"mc_pm2_5",3.851,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 18:08:41.636,"mc_pm2_5",6.907,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 18:08:39.831,"mc_pm2_5",4.917,2024-12-08
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-08 18:08:02.629,"mc_pm2_5",4.46,2024-12-08
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-08 18:02:38.097,"mc_pm2_5",8.54,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 17:59:17.971,"mc_pm2_5",5.776,2024-12-08
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-08 17:58:29.937,"mc_pm2_5",5.724,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 17:57:20.398,"mc_pm2_5",11.09,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 17:54:41.63,"mc_pm2_5",8.359,2024-12-08
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-08 17:54:09.115,"mc_pm2_5",8.447,2024-12-08
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-08 17:50:01.109,"mc_pm2_5",6.229,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 17:48:14.873,"mc_pm2_5",5.253,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 17:46:31.654,"mc_pm2_5",6.195,2024-12-08
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-08 17:40:05.501,"mc_pm2_5",3.79,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 17:38:39.893,"mc_pm2_5",4.428,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 17:38:27.596,"mc_pm2_5",5.71,2024-12-08
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-08 17:38:23.326,"mc_pm2_5",13.836,2024-12-08
"Bessemer by Tremco",41.46717,-81.63003,25,"0004A30B00085131",2024-12-08 17:38:20.543,"mc_pm2_5",6.692,2024-12-08
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-08 17:37:53.686,"mc_pm2_5",8.216,2024-12-08
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-08 17:32:38.113,"mc_pm2_5",6.843,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 17:29:18.013,"mc_pm2_5",3.178,2024-12-08
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-08 17:28:30.016,"mc_pm2_5",6.959,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 17:27:20.396,"mc_pm2_5",5.668,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 17:24:41.672,"mc_pm2_5",4.64,2024-12-08
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-08 17:24:09.112,"mc_pm2_5",13.836,2024-12-08
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-08 17:20:01.13,"mc_pm2_5",5.63,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 17:18:14.735,"mc_pm2_5",4.439,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 17:16:31.715,"mc_pm2_5",4.743,2024-12-08
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-08 17:10:05.481,"mc_pm2_5",5.106,2024-12-08
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-08 17:09:48.52,"mc_pm2_5",7.218,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 17:08:39.932,"mc_pm2_5",6.706,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 17:08:27.555,"mc_pm2_5",7.26,2024-12-08
"Bessemer by Tremco",41.46717,-81.63003,25,"0004A30B00085131",2024-12-08 17:08:20.668,"mc_pm2_5",5.516,2024-12-08
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-08 17:07:53.75,"mc_pm2_5",5.237,2024-12-08
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-08 17:02:38.152,"mc_pm2_5",9.129,2024-12-08
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-08 16:59:23.863,"mc_pm2_5",4.59,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 16:59:18.05,"mc_pm2_5",2.495,2024-12-08
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-08 16:58:30.051,"mc_pm2_5",4.617,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 16:57:20.393,"mc_pm2_5",6.43,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 16:54:41.737,"mc_pm2_5",7.52,2024-12-08
