station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
CGF,2023-01-01T00:45:00Z,39.2,39.2,100,270,8,0,29.91,NA,0.25,NA,OVC,NA,NA,NA,200,NA,NA,NA,FG,NA,NA,NA,NA,NA,NA,32.98,KCGF 010045Z 27008KT 1/4SM FG OVC002 04/04 A2991,NA
CGF,2023-01-01T01:45:00Z,37.4,37.4,100,290,7,0,29.93,NA,1.25,NA,OVC,NA,NA,NA,200,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,31.36,KCGF 010145Z 29007KT 1 1/4SM BR OVC002 03/03 A2993,NA
CGF,2023-01-01T02:45:00Z,37.4,37.4,100,290,8,0,29.93,NA,2.5,NA,OVC,NA,NA,NA,400,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,30.76,KCGF 010245Z 29008KT 2 1/2SM BR OVC004 03/03 A2993,NA
CGF,2023-01-01T03:45:00Z,37.4,35.6,93.14,270,7,0,29.95,NA,3.5,NA,OVC,NA,NA,NA,400,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,31.36,KCGF 010345Z 27007KT 3 1/2SM BR OVC004 03/02 A2995,NA
CGF,2023-01-01T04:15:00Z,36.5,36,98.04,280,7,0,29.97,NA,4,NA,OVC,NA,NA,NA,600,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,30.26,KCGF 010415Z AUTO 28007KT 4SM BR OVC006 03/02 A2997 RMK AO2 T00250022,NA
CGF,2023-01-01T04:35:00Z,36.7,36,97.27,260,6,0,29.97,NA,4,NA,OVC,NA,NA,NA,600,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,31.19,KCGF 010435Z AUTO 26006KT 4SM BR OVC006 03/02 A2997 RMK AO2 T00260022,NA
CGF,2023-01-01T04:55:00Z,37,36,96.51,270,6,0,29.97,NA,4,NA,OVC,NA,NA,NA,600,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,31.43,KCGF 010455Z AUTO 27006KT 4SM BR OVC006 03/02 A2997 RMK AO2 T00270022,NA
CGF,2023-01-01T05:15:00Z,37,36,96.13,260,7,0,29.96,NA,4,NA,OVC,NA,NA,NA,600,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,30.87,KCGF 010515Z AUTO 26007KT 4SM BR OVC006 03/02 A2996 RMK AO2 T00280022,NA
CGF,2023-01-01T05:35:00Z,37,36,96.51,250,8,0,29.97,NA,4,NA,OVC,NA,NA,NA,600,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,30.15,KCGF 010535Z AUTO 25008KT 4SM BR OVC006 03/02 A2997 RMK AO2 T00270022,NA
CGF,2023-01-01T05:55:00Z,37,35.8,95.75,270,6,0,29.96,NA,4,NA,OVC,NA,NA,NA,600,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,31.43,KCGF 010555Z AUTO 27006KT 4SM BR OVC006 03/02 A2996 RMK AO2 T00270021 10042 20025 60001,NA
CGF,2023-01-01T06:15:00Z,37,35.8,95.75,250,5,0,29.96,NA,4,NA,OVC,NA,NA,NA,600,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,32.21,KCGF 010615Z AUTO 25005KT 4SM BR OVC006 03/02 A2996 RMK AO2 T00270021,NA
CGF,2023-01-01T06:35:00Z,37,35.8,95.75,210,3,0,29.95,NA,4,NA,OVC,NA,NA,NA,600,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,34.29,KCGF 010635Z AUTO 21003KT 4SM BR OVC006 03/02 A2995 RMK AO2 T00270021,NA
CGF,2023-01-01T06:55:00Z,37,36,96.13,NA,NA,0,29.96,NA,4,NA,OVC,NA,NA,NA,600,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,NA,KCGF 010655Z AUTO 4SM BR OVC006 03/02 A2996 RMK AO2 T00280022,NA
CGF,2023-01-01T07:15:00Z,37,36,96.13,270,3,0,29.96,NA,4,NA,OVC,NA,NA,NA,600,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,34.4,KCGF 010715Z AUTO 27003KT 4SM BR OVC006 03/02 A2996 RMK AO2 T00280022,NA
CGF,2023-01-01T07:35:00Z,37,35.8,95.75,NA,NA,0,29.96,NA,4,NA,OVC,NA,NA,NA,600,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,NA,KCGF 010735Z AUTO 4SM BR OVC006 03/02 A2996 RMK AO2 T00270021,NA
CGF,2023-01-01T07:55:00Z,37,36,96.13,250,3,0,29.97,NA,4,NA,OVC,NA,NA,NA,600,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,34.4,KCGF 010755Z AUTO 25003KT 4SM BR OVC006 03/02 A2997 RMK AO2 T00280022,NA
CGF,2023-01-01T08:15:00Z,37,36,96.13,330,3,0,29.97,NA,3.5,NA,BKN,OVC,NA,NA,600,1000,NA,NA,BR,NA,NA,NA,NA,NA,NA,34.4,KCGF 010815Z AUTO 33003KT 3 1/2SM BR BKN006 OVC010 03/02 A2997 RMK AO2 T00280022,NA
CGF,2023-01-01T08:35:00Z,37.2,36,95.75,0,0,0,29.97,NA,3.5,NA,OVC,NA,NA,NA,1000,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,37.2,KCGF 010835Z AUTO 00000KT 3 1/2SM BR OVC010 03/02 A2997 RMK AO2 T00290023,NA
CGF,2023-01-01T08:55:00Z,37.2,36.3,96.51,0,0,0,29.96,NA,4,NA,OVC,NA,NA,NA,1000,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,37.2,KCGF 010855Z AUTO 00000KT 4SM BR OVC010 03/02 A2996 RMK AO2 T00290024,NA
CGF,2023-01-01T09:15:00Z,37.6,36.5,95.76,0,0,0,29.95,NA,4,NA,OVC,NA,NA,NA,1000,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,37.6,KCGF 010915Z AUTO 00000KT 4SM BR OVC010 03/02 A2995 RMK AO2 T00310025,NA
CGF,2023-01-01T09:35:00Z,37.4,36.5,96.51,NA,NA,0,29.96,NA,4,NA,OVC,NA,NA,NA,1000,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,NA,KCGF 010935Z AUTO 4SM BR OVC010 03/03 A2996 RMK AO2 T00300025,NA
CGF,2023-01-01T09:55:00Z,37.6,36.5,95.76,290,3,0,29.97,NA,4,NA,OVC,NA,NA,NA,1000,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,35.09,KCGF 010955Z AUTO 29003KT 4SM BR OVC010 03/03 A2997 RMK AO2 T00310025,NA
CGF,2023-01-01T10:15:00Z,37.6,36.5,95.76,0,0,0,29.97,NA,3,NA,OVC,NA,NA,NA,1000,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,37.6,KCGF 011015Z AUTO 00000KT 3SM BR OVC010 03/03 A2997 RMK AO2 T00310025,NA
CGF,2023-01-01T10:35:00Z,37.2,36.3,96.51,260,3,0,29.99,NA,3,NA,OVC,NA,NA,NA,1000,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,34.63,KCGF 011035Z AUTO 26003KT 3SM BR OVC010 03/02 A2999 RMK AO2 T00290024,NA
CGF,2023-01-01T10:55:00Z,37.2,36.5,97.28,0,0,0,29.99,NA,3,NA,OVC,NA,NA,NA,1000,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,37.2,KCGF 011055Z AUTO 00000KT 3SM BR OVC010 03/02 A2999 RMK AO2 T00290025,NA
CGF,2023-01-01T11:15:00Z,37.6,36.5,95.76,0,0,0,30,NA,4,NA,OVC,NA,NA,NA,1000,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,37.6,KCGF 011115Z AUTO 00000KT 4SM BR OVC010 03/03 A3000 RMK AO2 T00310025,NA
CGF,2023-01-01T11:45:00Z,37.4,37.4,100,0,0,0,29.98,NA,2,NA,OVC,NA,NA,NA,1000,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,37.4,KCGF 011145Z 00000KT 2SM BR OVC010 03/03 A2998,NA
CGF,2023-01-01T12:45:00Z,35.6,35.6,100,0,0,0,29.95,NA,2,NA,OVC,NA,NA,NA,10000,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,35.6,KCGF 011245Z 00000KT 2SM BR OVC100 02/02 A2995,NA
CGF,2023-01-01T13:45:00Z,35.6,35.6,100,0,0,0,29.97,NA,3,NA,OVC,NA,NA,NA,10000,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,35.6,KCGF 011345Z 00000KT 3SM BR OVC100 02/02 A2997,NA
CGF,2023-01-01T14:45:00Z,39.2,37.4,93.19,170,5,0,29.96,NA,7,NA,OVC,NA,NA,NA,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.95,KCGF 011445Z 17005KT 7SM OVC100 04/03 A2996,NA
CGF,2023-01-01T15:30:00Z,41,37.4,86.89,190,9,0,29.96,NA,7,NA,SCT,BKN,OVC,NA,1300,1800,8000,NA,-RA BR,NA,NA,NA,NA,NA,NA,34.7,KCGF 011530Z 19009KT 7SM -RA BR SCT013 BKN018 OVC080 05/03 A2996,NA
CGF,2023-01-01T15:45:00Z,42.8,39.2,86.99,180,12,0,29.94,NA,7,NA,SCT,BKN,OVC,NA,900,1500,5000,NA,NA,NA,NA,NA,NA,NA,NA,35.75,KCGF 011545Z 18012KT 7SM SCT009 BKN015 OVC050 06/04 A2994,NA
CGF,2023-01-01T16:45:00Z,42.8,41,93.3,210,9,0,29.94,NA,5,16,BKN,OVC,NA,NA,800,2000,NA,NA,BR,NA,NA,NA,NA,NA,NA,36.94,KCGF 011645Z 21009G16KT 5SM BR BKN008 OVC020 06/05 A2994,NA
CGF,2023-01-01T17:45:00Z,44.6,42.8,93.35,210,6,0,29.93,NA,2,NA,OVC,NA,NA,NA,800,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,40.71,KCGF 011745Z 21006KT 2SM BR OVC008 07/06 A2993,NA
CGF,2023-01-01T18:45:00Z,46.4,44.6,93.4,230,9,0,29.91,NA,10,NA,OVC,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.42,KCGF 011845Z 23009KT 10SM OVC008 08/07 A2991,NA
CGF,2023-01-01T19:45:00Z,46.4,44.6,93.4,270,10,0,29.94,NA,10,NA,OVC,NA,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.03,KCGF 011945Z 27010KT 10SM OVC012 08/07 A2994,NA
CGF,2023-01-01T20:45:00Z,46.4,44.6,93.4,270,6,0,29.96,NA,7,NA,OVC,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87,KCGF 012045Z 27006KT 7SM OVC010 08/07 A2996,NA
CGF,2023-01-01T21:45:00Z,46.4,44.6,93.4,280,5,0,29.98,NA,10,NA,OVC,NA,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5,KCGF 012145Z 28005KT 10SM OVC012 08/07 A2998,NA
CGF,2023-01-01T22:45:00Z,44.6,44.6,100,260,7,0,30,NA,2.5,NA,OVC,NA,NA,NA,600,NA,NA,NA,DZ BR,NA,NA,NA,NA,NA,NA,40.14,KCGF 012245Z 26007KT 2 1/2SM DZ BR OVC006 07/07 A3000,NA
CGF,2023-01-01T23:45:00Z,44.6,42.8,93.35,270,3,0,30.02,NA,2.5,NA,OVC,NA,NA,NA,400,NA,NA,NA,-DZ BR,NA,NA,NA,NA,NA,NA,43.09,KCGF 012345Z 27003KT 2 1/2SM -DZ BR OVC004 07/06 A3002,NA
CGF,2023-01-02T00:45:00Z,44.6,44.6,100,260,7,0,30.03,NA,5,NA,OVC,NA,NA,NA,400,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,40.14,KCGF 020045Z 26007KT 5SM BR OVC004 07/07 A3003,NA
CGF,2023-01-02T01:45:00Z,46.4,44.6,93.4,230,3,0,30.03,NA,4,NA,SCT,BKN,OVC,NA,800,1500,2000,NA,BR,NA,NA,NA,NA,NA,NA,45.15,KCGF 020145Z 23003KT 4SM BR SCT008 BKN015 OVC020 08/07 A3003,NA
CGF,2023-01-02T02:45:00Z,46.4,44.6,93.4,240,6,0,30.03,NA,5,NA,OVC,NA,NA,NA,2800,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,42.87,KCGF 020245Z 24006KT 5SM BR OVC028 08/07 A3003,NA
CGF,2023-01-02T03:45:00Z,46.4,44.6,93.4,220,4,0,30.02,NA,5,NA,BKN,BKN,OVC,NA,800,1300,2600,NA,BR,NA,NA,NA,NA,NA,NA,44.24,KCGF 020345Z 22004KT 5SM BR BKN008 BKN013 OVC026 08/07 A3002,NA
CGF,2023-01-02T04:15:00Z,46,45,96.64,210,8,0,30.05,NA,7,NA,BKN,BKN,NA,NA,800,2500,NA,NA,BR,NA,NA,NA,NA,NA,NA,41.24,KCGF 020415Z AUTO 21008KT 7SM BR BKN008 BKN025 08/07 A3005 RMK AO2 T00770072,NA
CGF,2023-01-02T04:35:00Z,46.2,45.3,96.65,220,6,0,30.05,NA,7,NA,BKN,OVC,NA,NA,800,1500,NA,NA,BR,NA,NA,NA,NA,NA,NA,42.63,KCGF 020435Z AUTO 22006KT 7SM BR BKN008 OVC015 08/07 A3005 RMK AO2 T00790074,NA
CGF,2023-01-02T04:55:00Z,46,45,96.64,NA,NA,0,30.06,NA,5,NA,BKN,BKN,OVC,NA,800,1800,2200,NA,BR,NA,NA,NA,NA,NA,NA,NA,KCGF 020455Z AUTO 5SM BR BKN008 BKN018 OVC022 08/07 A3006 RMK AO2 T00780073,NA
CGF,2023-01-02T05:15:00Z,46,45,96.64,220,6,0,30.07,NA,5,NA,SCT,BKN,OVC,NA,800,1600,12000,NA,BR,NA,NA,NA,NA,NA,NA,42.27,KCGF 020515Z AUTO 22006KT 5SM BR SCT008 BKN016 OVC120 08/07 A3007 RMK AO2 T00770072,NA
CGF,2023-01-02T05:35:00Z,46,45.3,97.38,220,6,0,30.07,NA,5,NA,OVC,NA,NA,NA,1200,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,42.39,KCGF 020535Z AUTO 22006KT 5SM BR OVC012 08/07 A3007 RMK AO2 T00780074,NA
CGF,2023-01-02T05:55:00Z,46.8,46,96.66,220,9,0,30.07,NA,5,NA,BKN,OVC,NA,NA,900,1200,NA,NA,BR,NA,NA,NA,NA,NA,NA,41.92,KCGF 020555Z AUTO 22009KT 5SM BR BKN009 OVC012 08/08 A3007 RMK AO2 T00820077 10082 20067,NA
CGF,2023-01-02T06:15:00Z,47,46,96.29,250,10,0,30.07,NA,7,NA,BKN,OVC,NA,NA,700,1100,NA,NA,BR,NA,NA,NA,NA,NA,NA,41.65,KCGF 020615Z AUTO 25010KT 7SM BR BKN007 OVC011 08/08 A3007 RMK AO2 T00830077,NA
CGF,2023-01-02T06:35:00Z,47,46,95.57,250,7,0,30.07,NA,7,NA,OVC,NA,NA,NA,700,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,43.18,KCGF 020635Z AUTO 25007KT 7SM BR OVC007 08/08 A3007 RMK AO2 T00840077,NA
CGF,2023-01-02T06:55:00Z,47,46,95.93,NA,NA,0,30.07,NA,7,NA,OVC,NA,NA,NA,700,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,NA,KCGF 020655Z AUTO 7SM BR OVC007 08/08 A3007 RMK AO2 T00840078,NA
CGF,2023-01-02T07:15:00Z,47.3,46,95.21,260,9,0,30.07,NA,5,NA,OVC,NA,NA,NA,700,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,42.54,KCGF 020715Z AUTO 26009KT 5SM BR OVC007 08/08 A3007 RMK AO2 T00850078,NA
CGF,2023-01-02T07:35:00Z,47,46,95.57,250,7,0,30.07,NA,5,NA,OVC,NA,NA,NA,700,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,43.18,KCGF 020735Z AUTO 25007KT 5SM BR OVC007 08/08 A3007 RMK AO2 T00840077,NA
CGF,2023-01-02T07:55:00Z,47.3,46,95.21,250,6,0,30.08,NA,5,NA,OVC,NA,NA,NA,500,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,43.96,KCGF 020755Z AUTO 25006KT 5SM BR OVC005 08/08 A3008 RMK AO2 T00850078,NA
CGF,2023-01-02T08:15:00Z,47,46,95.93,270,5,0,30.08,NA,5,NA,OVC,NA,NA,NA,500,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,44.33,KCGF 020815Z AUTO 27005KT 5SM BR OVC005 08/08 A3008 RMK AO2 T00840078,NA
CGF,2023-01-02T08:35:00Z,47,46,95.93,250,6,0,30.08,NA,5,NA,BKN,OVC,NA,NA,500,1000,NA,NA,BR,NA,NA,NA,NA,NA,NA,43.72,KCGF 020835Z AUTO 25006KT 5SM BR BKN005 OVC010 08/08 A3008 RMK AO2 T00840078,NA
CGF,2023-01-02T08:55:00Z,47,46,96.29,260,5,0,30.08,NA,5,NA,OVC,NA,NA,NA,800,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,44.09,KCGF 020855Z AUTO 26005KT 5SM BR OVC008 08/08 A3008 RMK AO2 T00830077,NA
CGF,2023-01-02T09:15:00Z,47,46,96.29,NA,NA,0,30.08,NA,5,NA,OVC,NA,NA,NA,800,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,NA,KCGF 020915Z AUTO 5SM BR OVC008 08/08 A3008 RMK AO2 T00830077,NA
CGF,2023-01-02T09:35:00Z,47,45.7,95.56,270,7,0,30.09,NA,7,NA,OVC,NA,NA,NA,600,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,42.94,KCGF 020935Z AUTO 27007KT 7SM BR OVC006 08/08 A3009 RMK AO2 T00830076,NA
CGF,2023-01-02T09:55:00Z,46.8,45.5,95.2,260,7,0,30.09,NA,7,NA,OVC,NA,NA,NA,600,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,42.82,KCGF 020955Z AUTO 26007KT 7SM BR OVC006 08/07 A3009 RMK AO2 T00820075,NA
CGF,2023-01-02T10:15:00Z,46.8,45.5,95.2,270,6,0,30.09,NA,7,NA,OVC,NA,NA,NA,600,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,43.35,KCGF 021015Z AUTO 27006KT 7SM BR OVC006 08/07 A3009 RMK AO2 T00820075,NA
CGF,2023-01-02T10:35:00Z,46.6,45.3,95.2,270,6,0,30.09,NA,5,NA,OVC,NA,NA,NA,600,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,43.11,KCGF 021035Z AUTO 27006KT 5SM BR OVC006 08/07 A3009 RMK AO2 T00810074,NA
CGF,2023-01-02T10:55:00Z,46.4,45.3,95.92,260,6,0,30.09,NA,5,NA,OVC,NA,NA,NA,600,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,42.87,KCGF 021055Z AUTO 26006KT 5SM BR OVC006 08/07 A3009 RMK AO2 T00800074,NA
CGF,2023-01-02T11:15:00Z,46.2,45.3,96.65,290,4,0,30.08,NA,5,NA,OVC,NA,NA,NA,400,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,44,KCGF 021115Z AUTO 29004KT 5SM BR OVC004 08/07 A3008 RMK AO2 T00790074,NA
CGF,2023-01-02T11:45:00Z,46.4,46.4,100,0,0,0,30.07,NA,3,NA,OVC,NA,NA,NA,300,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,46.4,KCGF 021145Z 00000KT 3SM BR OVC003 08/08 A3007,NA
CGF,2023-01-02T12:45:00Z,44.6,44.6,100,0,0,0,30.08,NA,3,NA,OVC,NA,NA,NA,500,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,44.6,KCGF 021245Z 00000KT 3SM BR OVC005 07/07 A3008,NA
CGF,2023-01-02T13:45:00Z,46.4,46.4,100,0,0,0,30.08,NA,3,NA,OVC,NA,NA,NA,400,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,46.4,KCGF 021345Z 00000KT 3SM BR OVC004 08/08 A3008,NA
CGF,2023-01-02T14:45:00Z,46.4,46.4,100,0,0,0,30.1,NA,3,NA,BKN,OVC,NA,NA,400,8000,NA,NA,BR,NA,NA,NA,NA,NA,NA,46.4,KCGF 021445Z 00000KT 3SM BR BKN004 OVC080 08/08 A3010,NA
CGF,2023-01-02T15:45:00Z,48.2,46.4,93.45,0,0,0,30.1,NA,4,NA,BKN,OVC,NA,NA,800,2000,NA,NA,BR,NA,NA,NA,NA,NA,NA,48.2,KCGF 021545Z COR 00000KT 4SM BR BKN008 OVC020 09/08 A3010,NA
CGF,2023-01-02T16:45:00Z,48.2,46.4,93.45,0,0,0,30.09,NA,4,NA,OVC,NA,NA,NA,800,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,48.2,KCGF 021645Z COR 00000KT 4SM BR OVC008 09/08 A3009,NA
CGF,2023-01-02T17:45:00Z,48.2,46.4,93.45,80,4,0,30.06,NA,5,NA,SCT,OVC,NA,NA,800,6000,NA,NA,BR,NA,NA,NA,NA,NA,NA,46.34,KCGF 021745Z 08004KT 5SM BR SCT008 OVC060 09/08 A3006,NA
CGF,2023-01-02T18:45:00Z,48.2,46.4,93.45,0,0,0,30.06,NA,7,NA,SCT,OVC,NA,NA,700,4500,NA,NA,BR,NA,NA,NA,NA,NA,NA,48.2,KCGF 021845Z 00000KT 7SM BR SCT007 OVC045 09/08 A3006,NA
CGF,2023-01-02T19:45:00Z,48.2,46.4,93.45,50,3,0,30.04,NA,7,NA,BKN,OVC,NA,NA,900,2000,NA,NA,BR,NA,NA,NA,NA,NA,NA,47.21,KCGF 021945Z 05003KT 7SM BR BKN009 OVC020 09/08 A3004,NA
CGF,2023-01-02T20:45:00Z,48.2,46.4,93.45,40,4,0,30.05,NA,7,NA,SCT,OVC,NA,NA,1500,2000,NA,NA,BR,NA,NA,NA,NA,NA,NA,46.34,KCGF 022045Z 04004KT 7SM BR SCT015 OVC020 09/08 A3005,NA
CGF,2023-01-02T21:45:00Z,46.4,46.4,100,40,3,0,30.07,NA,5,NA,OVC,NA,NA,NA,1800,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,45.15,KCGF 022145Z 04003KT 5SM BR OVC018 08/08 A3007,NA
CGF,2023-01-02T22:45:00Z,46.4,44.6,93.4,0,0,0,30.06,NA,5,NA,BKN,OVC,NA,NA,1200,1800,NA,NA,BR,NA,NA,NA,NA,NA,NA,46.4,KCGF 022245Z 00000KT 5SM BR BKN012 OVC018 08/07 A3006,NA
CGF,2023-01-02T23:45:00Z,46.4,44.6,93.4,0,0,0,30.06,NA,7,NA,OVC,NA,NA,NA,1200,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,46.4,KCGF 022345Z 00000KT 7SM BR OVC012 08/07 A3006,NA
CGF,2023-01-03T00:45:00Z,46.4,46.4,100,80,3,0,30.06,NA,7,NA,SCT,OVC,NA,NA,800,1200,NA,NA,BR,NA,NA,NA,NA,NA,NA,45.15,KCGF 030045Z 08003KT 7SM BR SCT008 OVC012 08/08 A3006,NA
CGF,2023-01-03T01:45:00Z,48.2,46.4,93.45,120,3,0,30.05,NA,5,NA,BKN,OVC,NA,NA,700,1200,NA,NA,BR,NA,NA,NA,NA,NA,NA,47.21,KCGF 030145Z 12003KT 5SM BR BKN007 OVC012 09/08 A3005,NA
CGF,2023-01-03T02:45:00Z,48.2,48.2,100,130,3,0,30.04,NA,7,NA,OVC,NA,NA,NA,700,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,47.21,KCGF 030245Z 13003KT 7SM BR OVC007 09/09 A3004,NA
CGF,2023-01-03T03:45:00Z,48.2,48.2,100,140,7,0,30,NA,5,NA,OVC,NA,NA,NA,500,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,44.53,KCGF 030345Z 14007KT 5SM BR OVC005 09/09 A3000,NA
CGF,2023-01-03T04:15:00Z,48.6,47.5,95.96,90,5,0,30.02,NA,7,NA,SCT,SCT,OVC,NA,500,1500,3300,NA,BR,NA,NA,NA,NA,NA,NA,46.11,KCGF 030415Z AUTO 09005KT 7SM BR SCT005 SCT015 OVC033 09/09 A3002 RMK AO2 T00920086,NA
CGF,2023-01-03T04:35:00Z,48.2,47,95.95,130,7,0,30.01,NA,7,NA,BKN,OVC,NA,NA,500,3500,NA,NA,BR,NA,NA,NA,NA,NA,NA,44.53,KCGF 030435Z AUTO 13007KT 7SM BR BKN005 OVC035 09/08 A3001 RMK AO2 T00900084,NA
CGF,2023-01-03T04:55:00Z,48.6,47.5,95.96,130,5,0,30,NA,7,NA,OVC,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.11,KCGF 030455Z AUTO 13005KT 7SM OVC005 09/09 A3000 RMK AO2 T00920086,NA
CGF,2023-01-03T05:15:00Z,48.6,47.5,95.96,130,5,0,29.99,NA,7,NA,OVC,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.11,KCGF 030515Z AUTO 13005KT 7SM OVC005 09/09 A2999 RMK AO2 T00920086,NA
CGF,2023-01-03T05:35:00Z,48.7,47.8,96.68,130,5,0,29.99,NA,7,NA,BKN,OVC,NA,NA,500,1000,NA,NA,BR,NA,NA,NA,NA,NA,NA,46.23,KCGF 030535Z AUTO 13005KT 7SM BR BKN005 OVC010 09/09 A2999 RMK AO2 T00930088,NA
CGF,2023-01-03T05:55:00Z,49,48.2,96.69,130,4,0,29.98,NA,5,NA,OVC,NA,NA,NA,500,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,47.39,KCGF 030555Z AUTO 13004KT 5SM BR OVC005 09/09 A2998 RMK AO2 T00950090 10095 20077,NA
CGF,2023-01-03T06:15:00Z,49.3,48.4,96.69,150,3,0,29.98,NA,7,NA,OVC,NA,NA,NA,500,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,48.47,KCGF 030615Z AUTO 15003KT 7SM BR OVC005 10/09 A2998 RMK AO2 T00960091,NA
CGF,2023-01-03T06:35:00Z,49.3,48.4,96.69,140,4,0,29.97,NA,7,NA,BKN,OVC,NA,NA,500,2000,NA,NA,BR,NA,NA,NA,NA,NA,NA,47.62,KCGF 030635Z AUTO 14004KT 7SM BR BKN005 OVC020 10/09 A2997 RMK AO2 T00960091,NA
CGF,2023-01-03T06:55:00Z,49.8,48.7,95.98,140,4,0,29.97,NA,7,NA,SCT,OVC,NA,NA,500,1800,NA,NA,BR,NA,NA,NA,NA,NA,NA,48.21,KCGF 030655Z AUTO 14004KT 7SM BR SCT005 OVC018 10/09 A2997 RMK AO2 T00990093,NA
CGF,2023-01-03T07:15:00Z,50,49,95.98,130,6,0,29.96,NA,7,NA,SCT,BKN,OVC,NA,1900,2600,5000,NA,NA,NA,NA,NA,NA,NA,NA,50,KCGF 030715Z AUTO 13006KT 7SM SCT019 BKN026 OVC050 10/09 A2996 RMK AO2 T01000094,NA
CGF,2023-01-03T07:35:00Z,50,48.7,95.27,130,7,0,29.94,NA,7,NA,SCT,SCT,OVC,NA,2600,3300,4800,NA,NA,NA,NA,NA,NA,NA,NA,50,KCGF 030735Z AUTO 13007KT 7SM SCT026 SCT033 OVC048 10/09 A2994 RMK AO2 T01000093,NA
CGF,2023-01-03T07:55:00Z,50,49,95.98,120,6,0,29.92,NA,7,NA,SCT,SCT,SCT,NA,3100,4600,6000,NA,BR,NA,NA,NA,NA,NA,NA,50,KCGF 030755Z AUTO 12006KT 7SM BR SCT031 SCT046 SCT060 10/09 A2992 RMK AO2 T01000094,NA
